date,lsoa11cd,lsoa11nm,measure,value
2017-05-01,E01005114,Manchester 047D,total claimants,40
2017-05-01,E01005111,Manchester 047B,total claimants,90
2017-05-01,E01005069,Manchester 047A,total claimants,45
2017-05-01,E01005071,Manchester 048A,total claimants,125
2017-05-01,E01005072,Manchester 048B,total claimants,135
2017-05-01,E01005073,Manchester 048C,total claimants,65
2017-05-01,E01005112,Manchester 048D,total claimants,90
2017-05-01,E01005117,Manchester 048E,total claimants,205
2017-05-01,E01005089,Manchester 049C,total claimants,155
2017-05-01,E01005085,Manchester 049A,total claimants,105
2017-05-01,E01005086,Manchester 049B,total claimants,140
2017-05-01,E01005295,Manchester 049E,total claimants,110
2017-05-01,E01005289,Manchester 049D,total claimants,165
2017-05-01,E01005291,Manchester 050E,total claimants,150
2017-05-01,E01005087,Manchester 050A,total claimants,165
2017-05-01,E01005088,Manchester 050B,total claimants,165
2017-05-01,E01005090,Manchester 050C,total claimants,195
2017-05-01,E01005091,Manchester 050D,total claimants,165
2017-05-01,E01005074,Manchester 051C,total claimants,150
2017-05-01,E01005075,Manchester 051D,total claimants,110
2017-05-01,E01005070,Manchester 051B,total claimants,170
2017-05-01,E01005068,Manchester 051A,total claimants,105
2017-05-01,E01005319,Manchester 051E,total claimants,155
2017-05-01,E01005317,Manchester 052E,total claimants,165
2017-05-01,E01005292,Manchester 052B,total claimants,135
2017-05-01,E01005293,Manchester 052C,total claimants,35
2017-05-01,E01005294,Manchester 052D,total claimants,65
2017-05-01,E01005290,Manchester 052A,total claimants,135
2017-05-01,E01005313,Manchester 053A,total claimants,120
2017-05-01,E01005314,Manchester 053B,total claimants,120
2017-05-01,E01005315,Manchester 053C,total claimants,155
2017-05-01,E01005316,Manchester 053D,total claimants,95
2017-05-01,E01005318,Manchester 053E,total claimants,140
2017-05-01,E01005357,Oldham 001A,total claimants,20
2017-05-01,E01005358,Oldham 001B,total claimants,80
2017-05-01,E01005359,Oldham 001C,total claimants,40
2017-05-01,E01005360,Oldham 001D,total claimants,65
2017-05-01,E01005444,Oldham 002C,total claimants,45
2017-05-01,E01005445,Oldham 002D,total claimants,70
2017-05-01,E01005441,Oldham 002A,total claimants,135
2017-05-01,E01005442,Oldham 002B,total claimants,20
2017-05-01,E01005443,Oldham 003B,total claimants,25
2017-05-01,E01005446,Oldham 003C,total claimants,70
2017-05-01,E01005447,Oldham 003D,total claimants,105
2017-05-01,E01005361,Oldham 003A,total claimants,30
2017-05-01,E01005390,Oldham 004A,total claimants,30
2017-05-01,E01005394,Oldham 004B,total claimants,40
2017-05-01,E01005395,Oldham 004C,total claimants,40
2017-05-01,E01005396,Oldham 004D,total claimants,40
2017-05-01,E01005399,Oldham 005C,total claimants,60
2017-05-01,E01005403,Oldham 005D,total claimants,45
2017-05-01,E01005355,Oldham 005A,total claimants,70
2017-05-01,E01005356,Oldham 005B,total claimants,35
2017-05-01,E01005410,Oldham 006A,total claimants,20
2017-05-01,E01005411,Oldham 006B,total claimants,35
2017-05-01,E01005414,Oldham 006C,total claimants,25
2017-05-01,E01005415,Oldham 006D,total claimants,40
2017-05-01,E01005425,Oldham 007A,total claimants,100
2017-05-01,E01005426,Oldham 007B,total claimants,105
2017-05-01,E01005452,Oldham 007C,total claimants,30
2017-05-01,E01005453,Oldham 007D,total claimants,30
2017-05-01,E01005401,Oldham 008D,total claimants,35
2017-05-01,E01005391,Oldham 008A,total claimants,40
2017-05-01,E01005392,Oldham 008B,total claimants,120
2017-05-01,E01005393,Oldham 008C,total claimants,25
2017-05-01,E01005397,Oldham 009A,total claimants,60
2017-05-01,E01005398,Oldham 009B,total claimants,45
2017-05-01,E01005402,Oldham 009D,total claimants,50
2017-05-01,E01005400,Oldham 009C,total claimants,130
2017-05-01,E01005335,Oldham 010A,total claimants,20
2017-05-01,E01005337,Oldham 010B,total claimants,95
2017-05-01,E01005339,Oldham 010C,total claimants,20
2017-05-01,E01005340,Oldham 010D,total claimants,105
2017-05-01,E01005421,Oldham 011A,total claimants,105
2017-05-01,E01005422,Oldham 011B,total claimants,80
2017-05-01,E01005423,Oldham 011C,total claimants,85
2017-05-01,E01005424,Oldham 011D,total claimants,60
2017-05-01,E01005454,Oldham 012C,total claimants,45
2017-05-01,E01005455,Oldham 012D,total claimants,45
2017-05-01,E01005456,Oldham 012E,total claimants,170
2017-05-01,E01005448,Oldham 012A,total claimants,175
2017-05-01,E01005449,Oldham 012B,total claimants,100
2017-05-01,E01005407,Oldham 013A,total claimants,30
2017-05-01,E01005416,Oldham 013C,total claimants,20
2017-05-01,E01005417,Oldham 013D,total claimants,30
2017-05-01,E01005412,Oldham 013B,total claimants,25
2017-05-01,E01005348,Oldham 014A,total claimants,120
2017-05-01,E01005350,Oldham 014B,total claimants,290
2017-05-01,E01005432,Oldham 014C,total claimants,140
2017-05-01,E01005433,Oldham 014D,total claimants,160
2017-05-01,E01005336,Oldham 015D,total claimants,25
2017-05-01,E01005329,Oldham 015A,total claimants,30
2017-05-01,E01005330,Oldham 015B,total claimants,30
2017-05-01,E01005333,Oldham 015C,total claimants,20
2017-05-01,E01005351,Oldham 016B,total claimants,80
2017-05-01,E01005352,Oldham 016C,total claimants,105
2017-05-01,E01005353,Oldham 016D,total claimants,160
2017-05-01,E01005354,Oldham 016E,total claimants,70
2017-05-01,E01005349,Oldham 016A,total claimants,80
2017-05-01,E01005338,Oldham 017E,total claimants,130
2017-05-01,E01005334,Oldham 017D,total claimants,25
2017-05-01,E01005327,Oldham 017A,total claimants,75
2017-05-01,E01005328,Oldham 017B,total claimants,160
2017-05-01,E01005331,Oldham 017C,total claimants,65
2017-05-01,E01005418,Oldham 018D,total claimants,25
2017-05-01,E01005387,Oldham 018A,total claimants,45
2017-05-01,E01005388,Oldham 018B,total claimants,55
2017-05-01,E01005389,Oldham 018C,total claimants,140
2017-05-01,E01005450,Oldham 019C,total claimants,100
2017-05-01,E01005451,Oldham 019D,total claimants,35
2017-05-01,E01005428,Oldham 019A,total claimants,80
2017-05-01,E01005431,Oldham 019B,total claimants,80
2017-05-01,E01005408,Oldham 020C,total claimants,30
2017-05-01,E01005409,Oldham 020D,total claimants,20
2017-05-01,E01005404,Oldham 020A,total claimants,20
2017-05-01,E01005405,Oldham 020B,total claimants,40
2017-05-01,E01005406,Oldham 021A,total claimants,25
2017-05-01,E01005419,Oldham 021C,total claimants,30
2017-05-01,E01005420,Oldham 021D,total claimants,55
2017-05-01,E01005413,Oldham 021B,total claimants,20
2017-05-01,E01005427,Oldham 022C,total claimants,130
2017-05-01,E01005326,Oldham 022B,total claimants,110
2017-05-01,E01005321,Oldham 022A,total claimants,110
2017-05-01,E01005429,Oldham 022D,total claimants,100
2017-05-01,E01005430,Oldham 022E,total claimants,90
2017-05-01,E01005463,Oldham 023D,total claimants,80
2017-05-01,E01005457,Oldham 023A,total claimants,95
2017-05-01,E01005458,Oldham 023B,total claimants,110
2017-05-01,E01005460,Oldham 023C,total claimants,115
2017-05-01,E01005459,Oldham 024D,total claimants,120
2017-05-01,E01005434,Oldham 024B,total claimants,165
2017-05-01,E01005437,Oldham 024C,total claimants,80
2017-05-01,E01005320,Oldham 024A,total claimants,100
2017-05-01,E01005435,Oldham 025A,total claimants,75
2017-05-01,E01005436,Oldham 025B,total claimants,45
2017-05-01,E01005461,Oldham 025C,total claimants,105
2017-05-01,E01005462,Oldham 025D,total claimants,95
2017-05-01,E01005383,Oldham 026A,total claimants,105
2017-05-01,E01005384,Oldham 026B,total claimants,55
2017-05-01,E01005385,Oldham 026C,total claimants,145
2017-05-01,E01005386,Oldham 026D,total claimants,130
2017-05-01,E01005381,Oldham 027D,total claimants,140
2017-05-01,E01005342,Oldham 027A,total claimants,135
2017-05-01,E01005343,Oldham 027B,total claimants,75
2017-05-01,E01005344,Oldham 027C,total claimants,115
2017-05-01,E01005345,Oldham 028C,total claimants,35
2017-05-01,E01005346,Oldham 028D,total claimants,55
2017-05-01,E01005347,Oldham 028E,total claimants,35
2017-05-01,E01005341,Oldham 028B,total claimants,55
2017-05-01,E01005332,Oldham 028A,total claimants,105
2017-05-01,E01005322,Oldham 029A,total claimants,135
2017-05-01,E01005323,Oldham 029B,total claimants,100
2017-05-01,E01005324,Oldham 029C,total claimants,135
2017-05-01,E01005325,Oldham 029D,total claimants,110
2017-05-01,E01005438,Oldham 029E,total claimants,120
2017-05-01,E01005439,Oldham 030E,total claimants,55
2017-05-01,E01005382,Oldham 030D,total claimants,95
2017-05-01,E01005377,Oldham 030A,total claimants,125
2017-05-01,E01005379,Oldham 030B,total claimants,85
2017-05-01,E01005380,Oldham 030C,total claimants,105
2017-05-01,E01005378,Oldham 031E,total claimants,75
2017-05-01,E01005376,Oldham 031D,total claimants,100
2017-05-01,E01005362,Oldham 031A,total claimants,45
2017-05-01,E01005364,Oldham 031B,total claimants,25
2017-05-01,E01005368,Oldham 031C,total claimants,110
2017-05-01,E01005369,Oldham 032B,total claimants,90
2017-05-01,E01005370,Oldham 032C,total claimants,120
2017-05-01,E01005371,Oldham 032D,total claimants,85
2017-05-01,E01005363,Oldham 032A,total claimants,75
2017-05-01,E01005365,Oldham 033A,total claimants,30
2017-05-01,E01005366,Oldham 033B,total claimants,110
2017-05-01,E01005367,Oldham 033C,total claimants,20
2017-05-01,E01005440,Oldham 033D,total claimants,80
2017-05-01,E01005372,Oldham 034A,total claimants,50
2017-05-01,E01005373,Oldham 034B,total claimants,25
2017-05-01,E01005374,Oldham 034C,total claimants,70
2017-05-01,E01005375,Oldham 034D,total claimants,30
2017-05-01,E01005518,Rochdale 001A,total claimants,70
2017-05-01,E01005522,Rochdale 001C,total claimants,60
2017-05-01,E01005523,Rochdale 001D,total claimants,55
2017-05-01,E01005520,Rochdale 001B,total claimants,75
2017-05-01,E01005519,Rochdale 002A,total claimants,55
2017-05-01,E01005597,Rochdale 002C,total claimants,40
2017-05-01,E01005598,Rochdale 002D,total claimants,35
2017-05-01,E01005594,Rochdale 002B,total claimants,60
2017-05-01,E01005596,Rochdale 003D,total claimants,60
2017-05-01,E01005516,Rochdale 003A,total claimants,40
2017-05-01,E01005517,Rochdale 003B,total claimants,35
2017-05-01,E01005521,Rochdale 003C,total claimants,35
2017-05-01,E01005578,Rochdale 004A,total claimants,125
2017-05-01,E01005579,Rochdale 004B,total claimants,130
2017-05-01,E01005595,Rochdale 004E,total claimants,195
2017-05-01,E01005586,Rochdale 004C,total claimants,125
2017-05-01,E01005593,Rochdale 004D,total claimants,110
2017-05-01,E01005489,Rochdale 005A,total claimants,45
2017-05-01,E01005490,Rochdale 005B,total claimants,75
2017-05-01,E01005491,Rochdale 005C,total claimants,75
2017-05-01,E01005493,Rochdale 005D,total claimants,35
2017-05-01,E01005494,Rochdale 005E,total claimants,60
2017-05-01,E01005495,Rochdale 005F,total claimants,75
2017-05-01,E01005499,Rochdale 006C,total claimants,55
2017-05-01,E01005492,Rochdale 006B,total claimants,40
2017-05-01,E01005488,Rochdale 006A,total claimants,20
2017-05-01,E01005571,Rochdale 006D,total claimants,35
2017-05-01,E01005572,Rochdale 007B,total claimants,25
2017-05-01,E01005573,Rochdale 007C,total claimants,30
2017-05-01,E01005574,Rochdale 007D,total claimants,40
2017-05-01,E01005570,Rochdale 007A,total claimants,30
2017-05-01,E01005587,Rochdale 007E,total claimants,20
2017-05-01,E01005588,Rochdale 007F,total claimants,95
2017-05-01,E01005580,Rochdale 008A,total claimants,80
2017-05-01,E01005581,Rochdale 008B,total claimants,160
2017-05-01,E01005582,Rochdale 008C,total claimants,85
2017-05-01,E01005583,Rochdale 008D,total claimants,105
2017-05-01,E01005584,Rochdale 008E,total claimants,95
2017-05-01,E01005585,Rochdale 008F,total claimants,80
2017-05-01,E01005496,Rochdale 009A,total claimants,125
2017-05-01,E01005589,Rochdale 009B,total claimants,60
2017-05-01,E01005590,Rochdale 009C,total claimants,95
2017-05-01,E01005591,Rochdale 009D,total claimants,55
2017-05-01,E01005592,Rochdale 009E,total claimants,125
2017-05-01,E01005486,Rochdale 010F,total claimants,110
2017-05-01,E01005487,Rochdale 010G,total claimants,85
2017-05-01,E01005482,Rochdale 010C,total claimants,360
2017-05-01,E01005483,Rochdale 010D,total claimants,235
2017-05-01,E01005484,Rochdale 010E,total claimants,210
2017-05-01,E01005472,Rochdale 010A,total claimants,110
2017-05-01,E01005473,Rochdale 010B,total claimants,85
2017-05-01,E01005474,Rochdale 011A,total claimants,55
2017-05-01,E01005575,Rochdale 011B,total claimants,35
2017-05-01,E01005576,Rochdale 011C,total claimants,15
2017-05-01,E01005577,Rochdale 011D,total claimants,25
2017-05-01,E01005563,Rochdale 012B,total claimants,120
2017-05-01,E01005565,Rochdale 012C,total claimants,115
2017-05-01,E01005566,Rochdale 012D,total claimants,135
2017-05-01,E01005469,Rochdale 012A,total claimants,70
2017-05-01,E01005568,Rochdale 012E,total claimants,190
2017-05-01,E01005569,Rochdale 012F,total claimants,140
2017-05-01,E01005567,Rochdale 013D,total claimants,80
2017-05-01,E01005556,Rochdale 013A,total claimants,55
2017-05-01,E01005559,Rochdale 013B,total claimants,135
2017-05-01,E01005560,Rochdale 013C,total claimants,65
2017-05-01,E01005561,Rochdale 014D,total claimants,40
2017-05-01,E01005562,Rochdale 014E,total claimants,70
2017-05-01,E01005557,Rochdale 014B,total claimants,35
2017-05-01,E01005558,Rochdale 014C,total claimants,65
2017-05-01,E01005555,Rochdale 014A,total claimants,35
2017-05-01,E01005564,Rochdale 015E,total claimants,145
2017-05-01,E01005470,Rochdale 015A,total claimants,80
2017-05-01,E01005471,Rochdale 015B,total claimants,80
2017-05-01,E01005485,Rochdale 015D,total claimants,195
2017-05-01,E01005475,Rochdale 015C,total claimants,110
2017-05-01,E01005464,Rochdale 016A,total claimants,125
2017-05-01,E01005465,Rochdale 016B,total claimants,65
2017-05-01,E01005466,Rochdale 016C,total claimants,240
2017-05-01,E01005467,Rochdale 016D,total claimants,145
2017-05-01,E01005468,Rochdale 016E,total claimants,35
2017-05-01,E01005476,Rochdale 017A,total claimants,80
2017-05-01,E01005477,Rochdale 017B,total claimants,125
2017-05-01,E01005478,Rochdale 017C,total claimants,75
2017-05-01,E01005479,Rochdale 017D,total claimants,85
2017-05-01,E01005480,Rochdale 017E,total claimants,85
2017-05-01,E01005481,Rochdale 017F,total claimants,85
2017-05-01,E01005497,Rochdale 018A,total claimants,130
2017-05-01,E01005501,Rochdale 018B,total claimants,160
2017-05-01,E01005502,Rochdale 018C,total claimants,110
2017-05-01,E01005504,Rochdale 018D,total claimants,90
2017-05-01,E01005505,Rochdale 018E,total claimants,100
2017-05-01,E01005509,Rochdale 018F,total claimants,165
2017-05-01,E01005510,Rochdale 019A,total claimants,30
2017-05-01,E01005511,Rochdale 019B,total claimants,65
2017-05-01,E01005512,Rochdale 019C,total claimants,75
2017-05-01,E01005513,Rochdale 019D,total claimants,135
2017-05-01,E01005514,Rochdale 019E,total claimants,85
2017-05-01,E01005515,Rochdale 019F,total claimants,155
2017-05-01,E01005506,Rochdale 020D,total claimants,80
2017-05-01,E01005507,Rochdale 020E,total claimants,70
2017-05-01,E01005508,Rochdale 020F,total claimants,40
2017-05-01,E01005503,Rochdale 020C,total claimants,30
2017-05-01,E01005500,Rochdale 020B,total claimants,65
2017-05-01,E01005498,Rochdale 020A,total claimants,70
2017-05-01,E01005524,Rochdale 021A,total claimants,65
2017-05-01,E01005525,Rochdale 021B,total claimants,145
2017-05-01,E01005526,Rochdale 021C,total claimants,120
2017-05-01,E01005528,Rochdale 021D,total claimants,95
2017-05-01,E01005536,Rochdale 021E,total claimants,85
2017-05-01,E01005543,Rochdale 021F,total claimants,40
2017-05-01,E01005529,Rochdale 022B,total claimants,160
2017-05-01,E01005527,Rochdale 022A,total claimants,145
2017-05-01,E01005551,Rochdale 022C,total claimants,190
2017-05-01,E01005552,Rochdale 022D,total claimants,205
2017-05-01,E01005553,Rochdale 022E,total claimants,145
2017-05-01,E01005554,Rochdale 022F,total claimants,55
2017-05-01,E01005534,Rochdale 023A,total claimants,70
2017-05-01,E01005535,Rochdale 023B,total claimants,85
2017-05-01,E01005540,Rochdale 023E,total claimants,65
2017-05-01,E01005541,Rochdale 023F,total claimants,80
2017-05-01,E01005542,Rochdale 023G,total claimants,85
2017-05-01,E01005537,Rochdale 023C,total claimants,50
2017-05-01,E01005538,Rochdale 023D,total claimants,85
2017-05-01,E01005539,Rochdale 024B,total claimants,130
2017-05-01,E01005546,Rochdale 024C,total claimants,70
2017-05-01,E01005547,Rochdale 024D,total claimants,85
2017-05-01,E01005548,Rochdale 024E,total claimants,100
2017-05-01,E01005533,Rochdale 024A,total claimants,75
2017-05-01,E01005549,Rochdale 025F,total claimants,25
2017-05-01,E01005550,Rochdale 025G,total claimants,35
2017-05-01,E01005544,Rochdale 025D,total claimants,25
2017-05-01,E01005545,Rochdale 025E,total claimants,15
2017-05-01,E01005530,Rochdale 025A,total claimants,30
2017-05-01,E01005531,Rochdale 025B,total claimants,50
2017-05-01,E01005532,Rochdale 025C,total claimants,120
2017-05-01,E01005659,Salford 001A,total claimants,95
2017-05-01,E01005660,Salford 001B,total claimants,145
2017-05-01,E01005663,Salford 001C,total claimants,80
2017-05-01,E01005664,Salford 001D,total claimants,130
2017-05-01,E01005665,Salford 001E,total claimants,155
2017-05-01,E01005708,Salford 002D,total claimants,105
2017-05-01,E01005703,Salford 002A,total claimants,180
2017-05-01,E01005704,Salford 002B,total claimants,85
2017-05-01,E01005706,Salford 002C,total claimants,120
2017-05-01,E01005707,Salford 003C,total claimants,145
2017-05-01,E01005705,Salford 003B,total claimants,95
2017-05-01,E01005702,Salford 003A,total claimants,140
2017-05-01,E01005709,Salford 004C,total claimants,135
2017-05-01,E01005710,Salford 004D,total claimants,75
2017-05-01,E01005661,Salford 004A,total claimants,125
2017-05-01,E01005662,Salford 004B,total claimants,125
2017-05-01,E01005670,Salford 005A,total claimants,115
2017-05-01,E01005672,Salford 005B,total claimants,60
2017-05-01,E01005676,Salford 005C,total claimants,45
2017-05-01,E01005677,Salford 005D,total claimants,80
2017-05-01,E01005686,Salford 006A,total claimants,85
2017-05-01,E01005691,Salford 006C,total claimants,40
2017-05-01,E01005692,Salford 006D,total claimants,140
2017-05-01,E01005688,Salford 006B,total claimants,55
2017-05-01,E01005711,Salford 007A,total claimants,40
2017-05-01,E01005712,Salford 007B,total claimants,85
2017-05-01,E01005713,Salford 007C,total claimants,30
2017-05-01,E01005714,Salford 007D,total claimants,80
2017-05-01,E01005715,Salford 007E,total claimants,45
2017-05-01,E01005718,Salford 007F,total claimants,80
2017-05-01,E01005675,Salford 008B,total claimants,60
2017-05-01,E01005678,Salford 008C,total claimants,115
2017-05-01,E01005679,Salford 008D,total claimants,125
2017-05-01,E01005673,Salford 008A,total claimants,70
2017-05-01,E01005693,Salford 009D,total claimants,50
2017-05-01,E01005687,Salford 009A,total claimants,80
2017-05-01,E01005689,Salford 009B,total claimants,115
2017-05-01,E01005690,Salford 009C,total claimants,90
2017-05-01,E01005649,Salford 010B,total claimants,40
2017-05-01,E01005650,Salford 010C,total claimants,80
2017-05-01,E01005651,Salford 010D,total claimants,75
2017-05-01,E01005646,Salford 010A,total claimants,30
2017-05-01,E01005647,Salford 011A,total claimants,50
2017-05-01,E01005648,Salford 011B,total claimants,70
2017-05-01,E01005652,Salford 011C,total claimants,100
2017-05-01,E01005653,Salford 011D,total claimants,150
2017-05-01,E01005696,Salford 012D,total claimants,45
2017-05-01,E01005698,Salford 012E,total claimants,165
2017-05-01,E01005700,Salford 012F,total claimants,80
2017-05-01,E01005694,Salford 012C,total claimants,45
2017-05-01,E01005674,Salford 012B,total claimants,100
2017-05-01,E01005671,Salford 012A,total claimants,110
2017-05-01,E01005716,Salford 013A,total claimants,25
2017-05-01,E01005717,Salford 013B,total claimants,20
2017-05-01,E01005734,Salford 013C,total claimants,50
2017-05-01,E01005735,Salford 013D,total claimants,30
2017-05-01,E01005736,Salford 013E,total claimants,25
2017-05-01,E01005737,Salford 013F,total claimants,20
2017-05-01,E01005739,Salford 013G,total claimants,25
2017-05-01,E01005740,Salford 014D,total claimants,20
2017-05-01,E01005741,Salford 014E,total claimants,10
2017-05-01,E01005742,Salford 014F,total claimants,30
2017-05-01,E01005738,Salford 014C,total claimants,20
2017-05-01,E01005697,Salford 014B,total claimants,35
2017-05-01,E01005695,Salford 014A,total claimants,25
2017-05-01,E01005701,Salford 015D,total claimants,45
2017-05-01,E01005699,Salford 015C,total claimants,40
2017-05-01,E01005625,Salford 015A,total claimants,35
2017-05-01,E01005627,Salford 015B,total claimants,35
2017-05-01,E01005609,Salford 016A,total claimants,175
2017-05-01,E01005611,Salford 016B,total claimants,200
2017-05-01,E01005612,Salford 016C,total claimants,240
2017-05-01,E01005613,Salford 016D,total claimants,200
2017-05-01,E01005614,Salford 016E,total claimants,55
2017-05-01,E01005615,Salford 016F,total claimants,130
2017-05-01,E01005624,Salford 017A,total claimants,140
2017-05-01,E01005683,Salford 017C,total claimants,175
2017-05-01,E01005684,Salford 017D,total claimants,40
2017-05-01,E01005685,Salford 017E,total claimants,100
2017-05-01,E01005680,Salford 017B,total claimants,245
2017-05-01,E01005626,Salford 018C,total claimants,35
2017-05-01,E01005628,Salford 018D,total claimants,90
2017-05-01,E01005622,Salford 018A,total claimants,45
2017-05-01,E01005623,Salford 018B,total claimants,35
2017-05-01,E01005725,Salford 019A,total claimants,130
2017-05-01,E01005726,Salford 019B,total claimants,70
2017-05-01,E01005727,Salford 019C,total claimants,75
2017-05-01,E01005728,Salford 019D,total claimants,40
2017-05-01,E01005733,Salford 019E,total claimants,105
2017-05-01,E01005631,Salford 020A,total claimants,225
2017-05-01,E01005632,Salford 020B,total claimants,105
2017-05-01,E01005633,Salford 020C,total claimants,110
2017-05-01,E01005634,Salford 020D,total claimants,15
2017-05-01,E01005635,Salford 020E,total claimants,60
2017-05-01,E01005636,Salford 020F,total claimants,65
2017-05-01,E01005637,Salford 020G,total claimants,75
2017-05-01,E01005629,Salford 021A,total claimants,55
2017-05-01,E01005630,Salford 021B,total claimants,55
2017-05-01,E01005719,Salford 021C,total claimants,160
2017-05-01,E01005720,Salford 021D,total claimants,155
2017-05-01,E01005722,Salford 021E,total claimants,135
2017-05-01,E01005723,Salford 021F,total claimants,140
2017-05-01,E01005724,Salford 021G,total claimants,65
2017-05-01,E01005610,Salford 022D,total claimants,120
2017-05-01,E01005606,Salford 022A,total claimants,225
2017-05-01,E01005607,Salford 022B,total claimants,100
2017-05-01,E01005608,Salford 022C,total claimants,210
2017-05-01,E01005654,Salford 023A,total claimants,95
2017-05-01,E01005656,Salford 023B,total claimants,105
2017-05-01,E01005657,Salford 023C,total claimants,150
2017-05-01,E01005721,Salford 023D,total claimants,110
2017-05-01,E01005681,Salford 024C,total claimants,150
2017-05-01,E01005682,Salford 024D,total claimants,305
2017-05-01,E01005658,Salford 024B,total claimants,150
2017-05-01,E01005655,Salford 024A,total claimants,100
2017-05-01,E01005729,Salford 025A,total claimants,230
2017-05-01,E01005730,Salford 025B,total claimants,65
2017-05-01,E01005731,Salford 025C,total claimants,115
2017-05-01,E01005732,Salford 025D,total claimants,105
2017-05-01,E01005599,Salford 026A,total claimants,135
2017-05-01,E01005600,Salford 026B,total claimants,85
2017-05-01,E01005601,Salford 026C,total claimants,110
2017-05-01,E01005602,Salford 026D,total claimants,150
2017-05-01,E01005603,Salford 027A,total claimants,85
2017-05-01,E01005604,Salford 027B,total claimants,90
2017-05-01,E01005605,Salford 027C,total claimants,75
2017-05-01,E01005638,Salford 027D,total claimants,135
2017-05-01,E01005666,Salford 028A,total claimants,60
2017-05-01,E01005667,Salford 028B,total claimants,200
2017-05-01,E01005668,Salford 028C,total claimants,150
2017-05-01,E01005669,Salford 028D,total claimants,150
2017-05-01,E01005639,Salford 029A,total claimants,125
2017-05-01,E01005640,Salford 029B,total claimants,95
2017-05-01,E01005641,Salford 029C,total claimants,65
2017-05-01,E01005642,Salford 029D,total claimants,20
2017-05-01,E01005643,Salford 029E,total claimants,45
2017-05-01,E01005644,Salford 029F,total claimants,40
2017-05-01,E01005645,Salford 029G,total claimants,30
2017-05-01,E01005616,Salford 030A,total claimants,100
2017-05-01,E01005617,Salford 030B,total claimants,50
2017-05-01,E01005618,Salford 030C,total claimants,85
2017-05-01,E01005619,Salford 030D,total claimants,65
2017-05-01,E01005620,Salford 030E,total claimants,70
2017-05-01,E01005621,Salford 030F,total claimants,85
2017-05-01,E01005886,Stockport 001A,total claimants,110
2017-05-01,E01005888,Stockport 001B,total claimants,70
2017-05-01,E01005889,Stockport 001C,total claimants,80
2017-05-01,E01005891,Stockport 001D,total claimants,25
2017-05-01,E01005894,Stockport 001E,total claimants,45
2017-05-01,E01005896,Stockport 002D,total claimants,70
2017-05-01,E01005893,Stockport 002C,total claimants,80
2017-05-01,E01005890,Stockport 002B,total claimants,75
2017-05-01,E01005887,Stockport 002A,total claimants,105
2017-05-01,E01005919,Stockport 002E,total claimants,110
2017-05-01,E01005920,Stockport 003D,total claimants,25
2017-05-01,E01005921,Stockport 003E,total claimants,80
2017-05-01,E01005922,Stockport 003F,total claimants,55
2017-05-01,E01005892,Stockport 003B,total claimants,60
2017-05-01,E01005895,Stockport 003C,total claimants,55
2017-05-01,E01005862,Stockport 003A,total claimants,35
2017-05-01,E01005753,Stockport 004A,total claimants,135
2017-05-01,E01005754,Stockport 004B,total claimants,270
2017-05-01,E01005755,Stockport 004C,total claimants,155
2017-05-01,E01005756,Stockport 004D,total claimants,200
2017-05-01,E01005745,Stockport 005A,total claimants,50
2017-05-01,E01005746,Stockport 005B,total claimants,145
2017-05-01,E01005747,Stockport 005C,total claimants,20
2017-05-01,E01005748,Stockport 005D,total claimants,20
2017-05-01,E01005863,Stockport 006A,total claimants,70
2017-05-01,E01005864,Stockport 006B,total claimants,25
2017-05-01,E01005869,Stockport 006D,total claimants,45
2017-05-01,E01005866,Stockport 006C,total claimants,80
2017-05-01,E01005914,Stockport 007A,total claimants,65
2017-05-01,E01005915,Stockport 007B,total claimants,95
2017-05-01,E01005916,Stockport 007C,total claimants,80
2017-05-01,E01005917,Stockport 007D,total claimants,110
2017-05-01,E01005867,Stockport 008C,total claimants,20
2017-05-01,E01005868,Stockport 008D,total claimants,30
2017-05-01,E01005865,Stockport 008B,total claimants,25
2017-05-01,E01005859,Stockport 008A,total claimants,35
2017-05-01,E01005743,Stockport 009A,total claimants,50
2017-05-01,E01005744,Stockport 009B,total claimants,75
2017-05-01,E01005749,Stockport 009C,total claimants,40
2017-05-01,E01005750,Stockport 009D,total claimants,35
2017-05-01,E01005751,Stockport 009E,total claimants,45
2017-05-01,E01005900,Stockport 010C,total claimants,85
2017-05-01,E01005897,Stockport 010A,total claimants,70
2017-05-01,E01005898,Stockport 010B,total claimants,60
2017-05-01,E01005903,Stockport 010D,total claimants,15
2017-05-01,E01005904,Stockport 010E,total claimants,25
2017-05-01,E01005860,Stockport 011C,total claimants,20
2017-05-01,E01005861,Stockport 011D,total claimants,45
2017-05-01,E01005856,Stockport 011B,total claimants,30
2017-05-01,E01005853,Stockport 011A,total claimants,85
2017-05-01,E01005905,Stockport 012E,total claimants,110
2017-05-01,E01005899,Stockport 012B,total claimants,50
2017-05-01,E01005901,Stockport 012C,total claimants,45
2017-05-01,E01005902,Stockport 012D,total claimants,115
2017-05-01,E01005752,Stockport 012A,total claimants,75
2017-05-01,E01005852,Stockport 013A,total claimants,35
2017-05-01,E01005854,Stockport 013B,total claimants,20
2017-05-01,E01005855,Stockport 013C,total claimants,15
2017-05-01,E01005857,Stockport 013D,total claimants,35
2017-05-01,E01005858,Stockport 013E,total claimants,30
2017-05-01,E01005766,Stockport 014C,total claimants,130
2017-05-01,E01005757,Stockport 014A,total claimants,85
