area_code,area_name,geography,period,indicator,household_rooms,measure,unit,value
E02001278,Trafford 020,Middle-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),8 rooms,Count,Households,26
E02001278,Trafford 020,Middle-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),9 or more rooms,Count,Households,12
E02001279,Trafford 021,Middle-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),1 room,Count,Households,0
E02001279,Trafford 021,Middle-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),2 rooms,Count,Households,45
E02001279,Trafford 021,Middle-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),3 rooms,Count,Households,207
E02001279,Trafford 021,Middle-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),4 rooms,Count,Households,419
E02001279,Trafford 021,Middle-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),5 rooms,Count,Households,1849
E02001279,Trafford 021,Middle-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),6 rooms,Count,Households,447
E02001279,Trafford 021,Middle-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),7 rooms,Count,Households,151
E02001279,Trafford 021,Middle-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),8 rooms,Count,Households,33
E02001279,Trafford 021,Middle-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),9 or more rooms,Count,Households,15
E02001280,Trafford 022,Middle-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),1 room,Count,Households,0
E02001280,Trafford 022,Middle-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),2 rooms,Count,Households,345
E02001280,Trafford 022,Middle-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),3 rooms,Count,Households,709
E02001280,Trafford 022,Middle-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),4 rooms,Count,Households,1079
E02001280,Trafford 022,Middle-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),5 rooms,Count,Households,979
E02001280,Trafford 022,Middle-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),6 rooms,Count,Households,235
E02001280,Trafford 022,Middle-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),7 rooms,Count,Households,125
E02001280,Trafford 022,Middle-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),8 rooms,Count,Households,29
E02001280,Trafford 022,Middle-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),9 or more rooms,Count,Households,12
E02001281,Trafford 023,Middle-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),1 room,Count,Households,1
E02001281,Trafford 023,Middle-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),2 rooms,Count,Households,88
E02001281,Trafford 023,Middle-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),3 rooms,Count,Households,347
E02001281,Trafford 023,Middle-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),4 rooms,Count,Households,558
E02001281,Trafford 023,Middle-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),5 rooms,Count,Households,1472
E02001281,Trafford 023,Middle-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),6 rooms,Count,Households,381
E02001281,Trafford 023,Middle-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),7 rooms,Count,Households,184
E02001281,Trafford 023,Middle-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),8 rooms,Count,Households,28
E02001281,Trafford 023,Middle-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),9 or more rooms,Count,Households,16
E02001282,Trafford 024,Middle-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),1 room,Count,Households,66
E02001282,Trafford 024,Middle-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),2 rooms,Count,Households,277
E02001282,Trafford 024,Middle-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),3 rooms,Count,Households,1105
E02001282,Trafford 024,Middle-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),4 rooms,Count,Households,1144
E02001282,Trafford 024,Middle-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),5 rooms,Count,Households,1093
E02001282,Trafford 024,Middle-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),6 rooms,Count,Households,364
E02001282,Trafford 024,Middle-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),7 rooms,Count,Households,111
E02001282,Trafford 024,Middle-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),8 rooms,Count,Households,40
E02001282,Trafford 024,Middle-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),9 or more rooms,Count,Households,24
E02001283,Trafford 025,Middle-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),1 room,Count,Households,41
E02001283,Trafford 025,Middle-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),2 rooms,Count,Households,362
E02001283,Trafford 025,Middle-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),3 rooms,Count,Households,912
E02001283,Trafford 025,Middle-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),4 rooms,Count,Households,877
E02001283,Trafford 025,Middle-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),5 rooms,Count,Households,815
E02001283,Trafford 025,Middle-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),6 rooms,Count,Households,470
E02001283,Trafford 025,Middle-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),7 rooms,Count,Households,277
E02001283,Trafford 025,Middle-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),8 rooms,Count,Households,146
E02001283,Trafford 025,Middle-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),9 or more rooms,Count,Households,191
E02001284,Trafford 026,Middle-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),1 room,Count,Households,4
E02001284,Trafford 026,Middle-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),2 rooms,Count,Households,68
E02001284,Trafford 026,Middle-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),3 rooms,Count,Households,449
E02001284,Trafford 026,Middle-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),4 rooms,Count,Households,569
E02001284,Trafford 026,Middle-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),5 rooms,Count,Households,909
E02001284,Trafford 026,Middle-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),6 rooms,Count,Households,610
E02001284,Trafford 026,Middle-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),7 rooms,Count,Households,257
E02001284,Trafford 026,Middle-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),8 rooms,Count,Households,118
E02001284,Trafford 026,Middle-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),9 or more rooms,Count,Households,141
E02001285,Trafford 027,Middle-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),1 room,Count,Households,3
E02001285,Trafford 027,Middle-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),2 rooms,Count,Households,170
E02001285,Trafford 027,Middle-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),3 rooms,Count,Households,593
E02001285,Trafford 027,Middle-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),4 rooms,Count,Households,588
E02001285,Trafford 027,Middle-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),5 rooms,Count,Households,612
E02001285,Trafford 027,Middle-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),6 rooms,Count,Households,414
E02001285,Trafford 027,Middle-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),7 rooms,Count,Households,440
E02001285,Trafford 027,Middle-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),8 rooms,Count,Households,219
E02001285,Trafford 027,Middle-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),9 or more rooms,Count,Households,219
E02001286,Trafford 028,Middle-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),1 room,Count,Households,1
E02001286,Trafford 028,Middle-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),2 rooms,Count,Households,89
E02001286,Trafford 028,Middle-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),3 rooms,Count,Households,230
E02001286,Trafford 028,Middle-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),4 rooms,Count,Households,541
E02001286,Trafford 028,Middle-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),5 rooms,Count,Households,829
E02001286,Trafford 028,Middle-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),6 rooms,Count,Households,562
E02001286,Trafford 028,Middle-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),7 rooms,Count,Households,352
E02001286,Trafford 028,Middle-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),8 rooms,Count,Households,207
E02001286,Trafford 028,Middle-layer Super Output Area,2021-03-21,Number of rooms in household spaces with at least one usual resident (Valuation Office Agency definition),9 or more rooms,Count,Households,248
