name,type,address,postcode,telephone,website,area_name,area_code,lon,lat
Arbour Court,Nursing homes,"Buxton Lane, Marple, Stockport",SK6 7QL,1614278599,http://www.barchester.com,Stockport,E0800007,-2.07224,53.389968
Marple Dale Hall - The New Windsor,Nursing homes,"Dale Road, Marple, Stockport",SK6 6NL,1614490771,http://www.barchester.com,Stockport,E0800007,-2.077333,53.40414
Lime House,Residential homes,"Newton Road, Lowton, Nr Warrington",WA3 1HF,1942674135,http://www.nugentcare.org,Wigan,E08000010,-2.573488,53.464726
Holt House,Residential homes,"Headlands Drive, Prestwich, Manchester",M25 9YF,1617730220,http://www.salvationarmy.org.uk,Bury,E0800002,-2.286212,53.518497000000004
Beechfield Lodge,Residential homes,"232 Eccles Old Road, Salford",M6 8AG,1617076747,http://www.anchor.org.uk,Salford,E0800006,-2.32157,53.489473
Israel Sieff Court,Residential homes,"7a Bennett Road, Crumpsall, Manchester",M8 5DU,1617408597,http://www.anchor.org.uk,Manchester,E0800003,-2.247628,53.51755
Millfield,Residential homes,"Huddersfield Road, Waterhead, Oldham",OL4 3NN,NA,http://www.anchor.org.uk,Oldham,E0800004,-2.072135,53.549325
Wellington Lodge,Residential homes,"334a Waterloo Road, Cheetham, Manchester",M8 0AX,1617408549,http://www.anchor.org.uk,Manchester,E0800003,-2.242466,53.506289
Yorklea Nursing Home,Nursing homes|Residential homes,"15-17 York Road, Manchester",M21 9HP,1618629338,http://www.yorklea.co.uk,Manchester,E0800003,-2.279733,53.441625
Chestnut House,Residential homes,"69 Crumpsall Lane, Crumpsall, Manchester",M8 5SR,1617214949,NA,Manchester,E0800003,-2.238958,53.517873
St Bonaventures,Residential homes,"62 Kenworthy Lane, Northenden, Manchester",M22 4EJ,1619456265,NA,Manchester,E0800003,-2.259885,53.40852
Southfield House Residential Care Home,Residential homes,"Woodford Road, Woodford, Stockport",SK7 1QF,1614408432,NA,Stockport,E0800007,-2.160157,53.346153
Dryclough Manor,Residential homes,"20 Shaw Road, Royton, Oldham",OL2 6DA,1616267454,http://www.drycloughmanor.co.uk,Oldham,E0800004,-2.118807,53.562015
Springbank Rest Home,Residential homes,"143 Rochdale Road East, Heywood",OL10 1QU,1706365497,NA,Rochdale,E0800005,-2.20377,53.595885
Laburnum Lodge,Residential homes,"Breightmet Fold Lane, Bolton",BL2 6PP,1204337837,http://www.bolton.gov.uk,Bolton,E0800001,-2.382316,53.582459
Wilfred Geere House,Residential homes,"310 Highfield Road, Farnworth, Bolton",BL4 0PG,1204337839,http://www.bolton.gov.uk,Bolton,E0800001,-2.436308,53.547984
Littleborough Home for the Elderly,Residential homes,"Regent Street, Littleborough",OL15 8BH,1706370801,NA,Rochdale,E0800005,-2.098693,53.644096
The Elton Unit - The Priory Highbank Centre,Nursing homes|Rehabilitation (illness/injury),"Walshaw Road, Bury",BL8 3AS,1706829540,http://www.priorygroup.com,Bury,E0800002,-2.33665,53.60264
Grove Lodge Care Home,Residential homes,"62 Buxton Road, Hazel Grove, Stockport",SK7 6AF,1614838654,NA,Stockport,E0800007,-2.108931,53.373473
Marple Lodge Care Home,Residential homes,"19 Arkwright Road, Marple, Stockport",SK6 7DB,1614277248,NA,Stockport,E0800007,-2.057304,53.39777
Ann Challis,Residential homes,"128 Stretford Road, Urmston, Manchester",M41 9LT,1617483597,http://www.jemcareltd.co.uk,Trafford,E0800009,-2.342776,53.446521
Oaklands Rest Home Limited,Residential homes,"Shaw Road, Royton, Oldham",OL2 6DA,1616271142,NA,Oldham,E0800004,-2.118807,53.562015
Newlands Care Home,Nursing homes,"18 Tetlow Lane, Manchester",M7 4BU,1617920993,NA,Salford,E0800006,-2.249905,53.50986
Sunrise of Bramhall,Nursing homes,"1 Dairyground Road, Bramhall, Stockport",SK7 2HW,1614402200,http://www.sunrise-care.co.uk,Stockport,E0800007,-2.158733,53.363036
Woodend Care Home,Nursing homes,"Bradgate Road, Altrincham",WA14 4QU,1619295127,NA,Trafford,E0800009,-2.373015,53.388832
Rookwood Residential Care Home,Residential homes,"219 Walmersley Road, Bury",BL9 5DF,1617617952,NA,Bury,E0800002,-2.292261,53.604051
Abbotsford Nursing Home - Manchester,Nursing homes,"8-10 Carlton Road, Whalley Range, Manchester",M16 8BB,1612268822,NA,Manchester,E0800003,-2.260346,53.454397
Belong Wigan Care Village,Nursing homes,"Millers Lane, Platt Bridge, Wigan",WN2 5DD,1942855600,http://www.belong.org.uk,Wigan,E08000010,-2.599941,53.519311
Heath Cottage,Residential homes,"119 Station Road, Pendlebury, Swinton, Manchester",M27 6BU,1617941658,NA,Salford,E0800006,-2.33531,53.51747
Wellfield House,Residential homes,"38-44 Athol Road, Whalley Range, Manchester",M16 8QN,1618819700,NA,Manchester,E0800003,-2.250573,53.441726
Beckdale House,Residential homes,"3 Beaufort Road, Sale",M33 3WR,1619739393,http://www.milewood.co.uk,Trafford,E0800009,-2.315423,53.416629
Ashwood Court - Unit 1,Residential homes,"Woodford Avenue, Lowton, Warrington",WA3 2RB,1925571680,http://www.makingspace.co.uk,Wigan,E08000010,-2.575777,53.472474
Kingshill,Residential homes,"Kingshill Court, Standish, Wigan",WN6 0AR,1925571680,http://www.makingspace.co.uk,Wigan,E08000010,-2.658085,53.579731
Syrian House,Residential homes,"Sandiway Road, Ashton-on-Mersey, Sale",M33 5AL,1925571680,http://www.makingspace.co.uk,Trafford,E0800009,-2.337394,53.422933
Beyer Lodge Nursing Home,Nursing homes,"65 Taylor Street, Manchester",M18 8DF,1612237785,NA,Manchester,E0800003,-2.180174,53.465466
Heaton Lodge,Residential homes,"320 Wellington Road North, Heaton Chapel, Stockport",SK4 5BT,1614328589,NA,Stockport,E0800007,-2.175112,53.425043
Parkhill Nursing Home,Nursing homes,"319 Huddersfield Road, Millbrook, Stalybridge",SK15 3EP,1613038643,NA,Tameside,E0800008,-2.034279,53.491617
Shawcross Care Home,Nursing homes,"Bolton Road, Ashton in Makerfield, Wigan",WN4 8TU,1942276628,http://www.fshc.co.uk,Wigan,E08000010,-2.625201,53.494544
St Catherine's Care Home,Nursing homes,"5 Queen Street, Horwich, Bolton",BL6 5QU,1204668740,http://www.fshc.co.uk,Bolton,E0800001,-2.552301,53.597318
Fairfield View,Nursing homes,"88 Manchester Road, Audenshaw, Manchester",M34 5GB,1613706719,NA,Tameside,E0800008,-2.146021,53.472802
Ashbourne Nursing Home,Nursing homes,"Ashbourne Street, Norden, Rochdale",OL11 5XF,1706639944,NA,Rochdale,E0800005,-2.210737,53.626406
Amadeus,Residential homes|Rehabilitation (illness/injury),"Hampden Grove, Patricroft, Eccles, Manchester",M30 0QU,1617878638,http://www.russleycarehomes.co.uk,Salford,E0800006,-2.348467,53.48511
Brownlow House,Residential homes,"142 North Road, Clayton, Manchester",M11 4LE,1612317456,http://www.russleycarehomes.co.uk,Manchester,E0800003,-2.170238,53.485758
St Joseph's - Manchester,Nursing homes,"52 Plymouth Grove West, Longsight, Manchester",M13 0AR,1612734147,http://www.littlesistersofthepoor.co.uk,Manchester,E0800003,-2.21328,53.462004
Millview Short Stay Respite,Residential homes,"Westbury Drive, Marple, Stockport",SK6 6FW,1614277697,NA,Stockport,E0800007,-2.071071,53.393149
Firbank House,Nursing homes,"24 Smallshaw Lane, Ashton Under Lyne",OL6 8PN,1613431251,NA,Tameside,E0800008,-2.092276,53.497331
Thorncliffe Grange,Nursing homes,"2 Windmill Lane, Denton, Manchester",M34 3RN,1613200740,NA,Tameside,E0800008,-2.12268,53.455552
Walmersley Road,Residential homes,"267 Walmersley Road, Bury",BL9 6NX,1617612484,http://www.potensial.co.uk,Bury,E0800002,-2.292617,53.607448
High Barn,Residential homes,"39 High Barn Close, Rochdale",OL11 3PW,1706648535,http://www.potensial.co.uk,Rochdale,E0800005,-2.166426,53.60512
Pendleton Care Limited - 384 Lower Broughton Road,Residential homes,"386 Lower Broughton Road, Salford",M7 2HH,1617926046,http://www.potensial.co.uk,Salford,E0800006,-2.268089,53.50305
Park View,Residential homes,"2a Seedley Park Road, Salford",M6 5WR,1617378387,http://www.potensial.co.uk,Salford,E0800006,-2.298651,53.48796
Bankfield House Care Home,Residential homes,"Bankfield Road, Woodley, Stockport",SK6 1RQ,1614066468,http://www.bankfieldcare.co.uk,Stockport,E0800007,-2.099109,53.428222
Coppice Nursing Home,Nursing homes,"84 Windsor Road, Oldham",OL8 1RQ,1616268522,NA,Oldham,E0800004,-2.124413,53.533148
Brocklehurst Nursing Home,Nursing homes,"65 Cavendish Road, Withington, Manchester",M20 1JG,1614481776,NA,Manchester,E0800003,-2.241527,53.428648
Haighfield Care Home,Nursing homes,"241 Wigan Road, Wigan",WN1 2DN,1942821165,NA,Wigan,E08000010,-2.629163,53.554536
Windsor House Care Home,Residential homes,"209 Wigan Road, Standish, Wigan",WN6 0AE,1257421325,NA,Wigan,E08000010,-2.643655,53.573401
Chester House Care Home,Residential homes,"138 Chester Road, Hazel Grove, Stockport",SK7 6HE,1614568500,NA,Stockport,E0800007,-2.124689,53.370258
Oakview Residential Care Home,Residential homes,"19 Oakwood Avenue, Gatley, Cheadle",SK8 4LR,1614910106,NA,Stockport,E0800007,-2.233529,53.39191
Bakewells Care Home,Residential homes,"102 Junction Road, Deane, Bolton",BL3 4NE,1204655772,http://www.morgancare.co.uk,Bolton,E0800001,-2.470793,53.568301
Stansfield Hall Care Home,Residential homes,"Temple Lane, Littleborough",OL15 9QH,1706370096,NA,Rochdale,E0800005,-2.08466,53.661481
The Royal Elms Care Home,Residential homes,"23 Windsor Road, Newton Heath, Manchester",M40 1QQ,1616819173,NA,Manchester,E0800003,-2.165586,53.494762
Mainwaring Terrace,Residential homes,"1, 2, 3, 5 Mainwaring Terrace, Northern Moor, Manchester",M23 0EW,1619459585,http://www.nas.org.uk,Manchester,E0800003,-2.280522,53.412815
Norwood Trust,Residential homes,"21 Arkwright Road, Marple, Stockport",SK6 7DB,1614490391,NA,Stockport,E0800007,-2.057304,53.39777
Alderwood Care Home,Residential homes,"Simpson Road, Boothstown, Worsley, Manchester",M28 1LT,1617039777,http://www.hillcare.net,Salford,E0800006,-2.418748,53.502969
Lever Edge Care Home,Residential homes,"Lever Edge Lane, Great Lever, Bolton",BL3 3EP,1204660011,http://www.hillcare.net,Bolton,E0800001,-2.43944,53.558974
Faversham House Nursing Home,Nursing homes,"59 Church Road, Urmston, Manchester",M41 9EJ,1617485998,NA,Trafford,E0800009,-2.358775,53.445818
Hillcrest Residential Home,Residential homes,"Hillcrest, Elliott Street, Tyldesley",M29 8JE,1942891949,http://www.caringalternatives.co.uk,Wigan,E08000010,-2.474448,53.513089
Brookdale Care Home,Residential homes,"5 St Pauls Court, Chesham Crescent, Bury",BL9 6BX,1617977160,NA,Bury,E0800002,-2.281589,53.598972
Walkden Manor,Residential homes,"41 Manchester Road, Walkden, Worsley, Manchester",M28 3WS,1617609951,NA,Salford,E0800006,-2.393584,53.52229
Stamford House Care Home,Residential homes,"3 Stamford Street, Rochdale",OL16 5DS,1706645401,NA,Rochdale,E0800005,-2.143193,53.612376
Braeside Care Home,Nursing homes,"8 Royal Street, Smallbridge, Rochdale",OL16 2PU,1706526080,NA,Rochdale,E0800005,-2.135622,53.631656
Meadowview Care Home,Residential homes,"Rear of 1072 Manchester Road, Castleton, Rochdale",OL11 2XJ,1706711620,NA,Rochdale,E0800005,-2.175029,53.584102
Springfield House,Residential homes,"57 Warburton Lane, Partington, Manchester",M31 4NL,1617761757,http://www.fairfieldresidential.co.uk,Trafford,E0800009,-2.430075,53.417053
Heathside Residential Home,Residential homes,"Plank Lane, Leigh",WN7 4QE,1942602328,http://www.wigan.gov.uk,Wigan,E08000010,-2.550433,53.494256
Newhey Manor Residential Care Home,Residential homes,"64A Huddersfield Road, Newhey, Rochdale",OL16 3RL,1706291860,http://www.lilycare.com,Rochdale,E0800005,-2.093305,53.601721
Limefield Court Retirement Home,Residential homes,"15 Limefield Road, Bury",BL9 5ET,1617615164,http://www.lilycare.com,Bury,E0800002,-2.294322,53.613439
Abbeyfield House - Stockport,Residential homes,"120 Moss Lane, Bramhall, Stockport",SK7 1EE,1614390046,http://www.abbeyfield.com,Stockport,E0800007,-2.175434,53.357232
Downing House,Residential homes,"14 Swinbourne Grove, Withington, Manchester",M20 4PP,1614348717,http://www.abbeyfield.com,Manchester,E0800003,-2.226221,53.43435
Half Acre House,Residential homes,"Roch Valley Way, Rochdale",OL11 4DB,1706861098,NA,Rochdale,E0800005,-2.181745,53.610841
Knightswood Care Home,Nursing homes|Residential homes,"Off Manchester Road, Blackrod, Bolton",BL6 5LS,1204692689,NA,Bolton,E0800001,-2.573177,53.589058
Moorhaven Care Home Ltd,Nursing homes,"Moorhaven Nursing Home, 193 Ripponden Road, Oldham",OL1 4HR,1616282064,NA,Oldham,E0800004,-2.08592,53.552228
Hall Field Guest House,Residential homes,"50 Hall Street, Offerton, Stockport",SK1 4DA,1614800574,http://www.indpendentptions.org.uk,Stockport,E0800007,-2.146986,53.407823
Peel Moat,Residential homes,"2 Peel Moat Road, Heaton Moor, Stockport",SK4 4PL,1614422597,NA,Stockport,E0800007,-2.182741,53.425076
Werneth Lodge Care Home,Residential homes,"38 Manchester Road, Oldham",OL9 7AP,1616244085,NA,Oldham,E0800004,-2.132291,53.533975
Ashbourne House Care Home,Residential homes,"230 Lees New Road, Oldham",OL4 5PP,1616241013,NA,Oldham,E0800004,-2.06648,53.533122
St George's (Wigan) Limited,Nursing homes,"Windsor Street, Wigan",WN1 3TG,1942821399,http://www.stgeorgescarehome.co.uk,Wigan,E08000010,-2.62352,53.549473
Whitefield House,Residential homes,"26 Church Lane, Whitefield, Bury",M45 7NF,1617969666,http://www.whitefieldhouse.co.uk,Bury,E0800002,-2.298252,53.551311
Sunny Bank PRS,Residential homes|Rehabilitation (illness/injury),"Sunny Bower Street, Tottington, Bury",BL8 3HL,1204883621,http://www.sunnybankprs.co.uk,Bury,E0800002,-2.341431,53.610851
De Brook Lodge,Residential homes,"110 Irlam Road, Flixton, Manchester",M41 6NA,1617485403,http://www.idealcarehomes.co.uk,Trafford,E0800009,-2.393185,53.448253
Cleggsworth Care Home,Residential homes,"7-15 Little Clegg Road, Littleborough",OL15 0EA,1706379788,NA,Rochdale,E0800005,-2.111941,53.631779
Plane Tree Court,Nursing homes,"11-13 St Lesmo Road, Edgeley, Stockport",SK3 0TX,1614806919,http://www.swanvale.com,Stockport,E0800007,-2.178969,53.401226
Kenyon Lodge,Nursing homes,"99 Manchester Road West, Little Hulton, Manchester",M38 9DX,1617904448,NA,Salford,E0800006,-2.432233,53.533248
Moston Grange Nursing Home,Nursing homes,"29 High Peak Street, Manchester",M40 3AT,1612191300,http://www.equilibrium.healthcare/services/moston-grange-care-home,Manchester,E0800003,-2.182483,53.505576
Agricola House,Residential homes|Homecare agencies,"17 Kirklees Street, Tottington, Bury",BL8 3NE,1204880023,NA,Bury,E0800002,-2.335922,53.615603
St George's Nursing Home (Oldham),Nursing homes,"Northgate Lane, Moorside, Oldham",OL1 4RU,1616264433,http://www.stgeorgescarecentre.co.uk,Oldham,E0800004,-2.075315,53.563731
Harmony House,Residential homes,"651-653 Liverpool Road, Peel Green, Eccles, Manchester",M30 7BY,1617877401,NA,Salford,E0800006,-2.370576,53.476604
Haylands Residential Home for Gentlemen,Residential homes,"93 Crofts Bank Road, Urmston, Manchester",M41 0US,1617498887,http://www.jemcareltd.co.uk,Trafford,E0800009,-2.355098,53.452669
Four Seasons Residential Care Home,Residential homes,"81 Halifax Road, Littleborough",OL15 0HL,1706376809,NA,Rochdale,E0800005,-2.08915,53.645218
Moss Cottage Nursing Home,Nursing homes,"34 Manchester Road, Ashton Under Lyne",OL7 0BZ,1613432557,NA,Tameside,E0800008,-2.110298,53.483411
Allendale Residential Home Limited,Residential homes,"53 Polefield Road, Blackley, Manchester",M9 7EN,1617953051,NA,Manchester,E0800003,-2.210085,53.522718
The Hamlet,Residential homes,"21 Cromwell Road, Eccles",M30 0QT,7808716379,NA,Salford,E0800006,-2.349077,53.484174
Firs Hall Care Home Limited,Residential homes,"Firs Avenue, Oldham Road, Manchester",M35 0BL,1616835154,NA,Oldham,E0800004,-2.16204,53.509409
The Clough Care Home,Residential homes,"Chorley New Road, Bolton",BL1 5BB,1204492488,http://www.pearlcare.co.uk,Bolton,E0800001,-2.481836,53.582046
Belvoir Care Home Limited,Residential homes,"632 Halifax Road, Wardle, Rochdale",OL16 2SQ,1706377925,NA,Rochdale,E0800005,-2.119837,53.637821
Montrose Hall,Residential homes,"Sherwood Crescent, Wigan",WN5 9RN,1942629511,http://www.anchor.org.uk,Wigan,E08000010,-2.665879,53.544202
Ash Tree House,Residential homes,"Warwick Drive, Hindley, Wigan",WN2 4DT,1942256089,http://www.idealcarehomes.co.uk,Wigan,E08000010,-2.563945,53.535594
Brinnington Hall,Residential homes,"Middlesex Road, Stockport",SK5 8HT,1614063040,http://www.idealcarehomes.co.uk,Stockport,E0800007,-2.130021,53.428964
Bowerfield Court,Nursing homes,"Broadwood Close, Disley, Stockport",SK12 2NJ,1663721464,NA,Stockport,E0800007,-2.063885,53.363151
Priestnall Court,Residential homes,"14-16 Priestnall Road, Heaton Mersey, Stockport",SK4 3HR,1614321124,http://www.priestnallcourt.co.uk,Stockport,E0800007,-2.197133,53.416496
Marion Lauder House,Nursing homes,"20 Lincombe Road, Wythenshawe, Manchester",M22 1PY,1614373246,http://www.careconcepts.co.uk,Manchester,E0800003,-2.265535,53.36885
Balmoral Care Home,Residential homes,"29 Old Road, Mottram, Hyde",SK14 6LW,1457765879,NA,Tameside,E0800008,-2.019061,53.464602
Berrycroft Manor,Residential homes,"32 Berrycroft Lane, Romiley, Stockport",SK6 3AU,1614943990,http://www.berrycroftmanor.co.uk,Stockport,E0800007,-2.10421,53.415724
Acorn Lodge Nursing Home,Nursing homes,"1 Guido Street, Failsworth, Manchester",M35 0AL,1616818e3,http://www.acornlodgecarehome.co.uk,Oldham,E0800004,-2.164399,53.507249
Clyde House Limited,Residential homes,"330 Wellington Road North, Heaton Chapel, Stockport",SK4 5DA,1614328880,http://www.carefirsthomes.com,Stockport,E0800007,-2.175975,53.426408
Wingates Residential Home,Residential homes,"95 Chorley Road, Westhoughton, Bolton",BL5 3PG,1942813840,NA,Bolton,E0800001,-2.529207,53.561756
Beech House,Residential homes,"68 Manchester Road, Heywood",OL10 2AP,1706368710,NA,Rochdale,E0800005,-2.2097,53.585509
Mariana House,Residential homes,"45-47 Alexandra Road South, Whalley Range, Manchester",M16 8GH,1612264e3,http://www.marianahouse.co.uk,Manchester,E0800003,-2.251406,53.44514
Eden House,Residential homes,"2 Lawton Street, Droylsden, Manchester",M43 7XD,1616378661,NA,Tameside,E0800008,-2.137912,53.485593
Thornton Lodge Care Home,Nursing homes,"67 Broom Lane, Salford",M7 4FF,1617922020,NA,Salford,E0800006,-2.259028,53.510029
Farnworth Care Home,Nursing homes,"Church Street, Farnworth, Bolton",BL4 8AG,1204578555,NA,Bolton,E0800001,-2.3922,53.548721
Spennymoor Care Home Limited,Residential homes,"Ivy Road, Church Road, Bolton",BL1 6EE,1204846008,NA,Bolton,E0800001,-2.454253,53.591672
Southlands Residential Home Limited,Residential homes,"Withins Lane, Breightmet, Bolton",BL2 5DZ,1204528369,NA,Bolton,E0800001,-2.390392,53.585165
EAM Lodge CIC,Nursing homes,"21 Fouracres Road, Manchester",M23 1FG,1619451015,http://www.eamhouse.co.uk,Manchester,E0800003,-2.286003,53.391175
St Lawrences Lodge,Residential homes,"275 Stockport Road, Denton, Manchester",M34 6AX,1613362783,NA,Tameside,E0800008,-2.10973,53.450064
Short Breaks - 8 Broadlands Walk,Residential homes,"8 Broadlands Walk, Moston, Manchester",M40 5LT,1612055286,http://www.mldp.org.uk,Manchester,E0800003,-2.193184,53.504311
Short Breaks - 7 Edlington Walk,Residential homes,"7 Edlington Walk, Newton Heath, Manchester",M40 1JA,1616835211,http://www.mldp.org.uk,Manchester,E0800003,-2.176043,53.501003
The Riverside Nursing Home,Nursing homes,"9 Church Street, Littleborough",OL15 8DA,1706372647,NA,Rochdale,E0800005,-2.094426,53.643767
Norley Hall Care Home,Residential homes,"Norley Hall Avenue, Wigan",WN5 9LP,1942224334,http://www.millennium-care.co.uk,Wigan,E08000010,-2.676383,53.539529
Lakeside Nursing & Residential Home,Nursing homes,"Chorley Road, Worthington, Standish",WN1 2XN,1257422931,http://www.millennium-care.co.uk,Wigan,E08000010,-2.634805,53.592531
Beechwood Lodge,Residential homes,"Meadow View, Norden, Rochdale",OL12 7PB,1706860369,http://www.berrycroftcare.co.uk,Rochdale,E0800005,-2.191375,53.624623
Harelands House,Residential homes,"Samson Street, Belfield, Rochdale",OL16 2XW,1706651712,http://www.possabilities.org.uk,Rochdale,E0800005,-2.132881,53.621017
Fernlea,Nursing homes,"20 Torkington Road, Hazel Grove, Stockport",SK7 4RQ,1619470874,http://www.oleacare.co.uk,Stockport,E0800007,-2.110762,53.378639
Bankfield,Residential homes,"Gigg Lane, Bury",BL9 9HQ,1617648552,http://www.bankfield.org,Bury,E0800002,-2.296439,53.581283
Lyndhurst Residential Care Home,Residential homes,"120 Manchester Old Road, Middleton, Manchester",M24 4DY,1616439222,NA,Rochdale,E0800005,-2.205711,53.547461
Norwood Drive,Residential homes,"2 Norwood Drive, Timperley, Altrincham",WA15 7LD,1619049228,NA,Trafford,E0800009,-2.306023,53.389975
Alexander Care Home,Residential homes,"164 Rochdale Road, Bury",BL9 7BY,1617971104,NA,Bury,E0800002,-2.281258,53.592447
Heathcotes (Middleton),Residential homes,"485 Rochdale Road, Middleton, Manchester",M24 2GN,1616540226,http://www.heathcotes.net,Rochdale,E0800005,-2.184445,53.564538
Hollands Nursing Home,Nursing homes,"2 Church Road, Farnworth, Bolton",BL4 8AL,1204574386,http://www.hollandsnursinghome.co.uk,Bolton,E0800001,-2.391384,53.547061
Mediline Supported Living Averill,Residential homes,"47 Averill Street, Newton Heath, Manchester",M40 1PH,1616822062,http://www.northwestcommunityservices.co.uk,Manchester,E0800003,-2.17227,53.500092
Mediline Supported Living Bacup,Residential homes,"11 Bacup Street, Moston, Manchester",M40 9HF,1616819455,http://www.northwestcommunityservices.co.uk,Manchester,E0800003,-2.192458,53.510398
Mediline Supported Living Swallow,Residential homes,"20 Swallow Street, Longsight, Manchester",M12 4GH,1613209060,http://www.northwestcommunityservices.co.uk,Manchester,E0800003,-2.193974,53.449561
Mediline Supported Living Bradgate,Residential homes,"62 Bradgate Close, Northenden, Manchester",M22 4LX,1619455810,http://www.northwestcommunityservices.co.uk,Manchester,E0800003,-2.253899,53.40365
Six Acres Residential and Supported Accommodation Limited,Residential homes,"401 Bickershaw Lane, Bickershaw, Wigan",WN2 5TE,1942861113,NA,Wigan,E08000010,-2.57563,53.515017
Manorhey Care Centre,Nursing homes,"130 Stretford Road, Urmston, Manchester",M41 9LT,1617476888,NA,Trafford,E0800009,-2.342776,53.446521
Allingham House Care Centre,Nursing homes,"Deansgate Lane, Timperley, Altrincham",WA15 6SQ,1619291783,NA,Trafford,E0800009,-2.341537,53.399099
Dean Wood Manor,Nursing homes,"Spring Road, Orrell, Wigan",WN5 0JH,1942223982,NA,Wigan,E08000010,-2.697706,53.549746
Mahogany Care Home,Nursing homes,"Marsden Street, Newtown, Wigan",WN5 0TS,1942820800,http://www.astonbrookcare.co.uk,Wigan,E08000010,-2.655051,53.539794
Wentworth House,Residential homes,"8 Blantyre Road, Swinton, Manchester",M27 5ER,1617939090,http://www.wentworthhousecare.co.uk,Salford,E0800006,-2.319923,53.504938
Carr Bank House,Residential homes|Rehabilitation (illness/injury),"9-11 Heywood Street, Bury",BL9 7EB,1617977130,NA,Bury,E0800002,-2.287858,53.58987
Yew Tree,Residential homes,"Fairy Lane, Sale, Trafford",M33 2JT,1619739616,NA,Trafford,E0800009,-2.285748,53.420443
Edge Hill Rest Home,Residential homes,"315 Oldham Road, Royton, Oldham",OL2 6AB,1616248149,NA,Oldham,E0800004,-2.120268,53.555524
Morden Grange,Nursing homes,"15 Chadwick Street, The Haulgh, Bolton",BL2 1JN,1204393963,http://www.perpetualcare.co.uk,Bolton,E0800001,-2.415214,53.576327
Lang Riggs House,Residential homes,"Breeze Hill Road, Manchester",M46 9HJ,1942871162,NA,Bolton,E0800001,-2.469635,53.536091
Blackrod House,Residential homes,"Chorley Road, Blackrod, Bolton",BL6 5JS,1204690287,http://www.blackrodhouse.co.uk,Bolton,E0800001,-2.587549,53.595981
Max Potential UK Ltd,Residential homes,"125 Mayor Street, Bolton",BL1 4SJ,7538613409,NA,Bolton,E0800001,-2.443442,53.576397
York Lodge Residential Home,Residential homes,"54-56 Crofts Bank Road, Urmston, Manchester",M41 0UH,1617482315,NA,Trafford,E0800009,-2.353157,53.451048
Granville,Residential homes,"10 Victoria Road, Eccles, Manchester",M30 9HB,1617891041,NA,Salford,E0800006,-2.343113,53.488353
Brabyns House,Residential homes,"98 Station Road, Marple, Stockport",SK6 6PA,1614274886,NA,Stockport,E0800007,-2.060223,53.398245
Middleton Hall Care Home,Residential homes,"205-207 Grimshaw Lane, Middleton, Manchester",M24 2BW,NA,NA,Rochdale,E0800005,-2.177983,53.543468
Woodlands Westhoughton Dementia Care Home and Services,Residential homes,"4 Wigan Road, Westhoughton, Bolton",BL5 3RJ,1942819207,http://www.woodlandscaregrp.com,Bolton,E0800001,-2.526743,53.548193
Hamilton Rest Home,Residential homes,"211-213 Bury New Road, Whitefield, Manchester",M45 8GW,1617667418,NA,Bury,E0800002,-2.295923,53.550715
Bank House Care Home,Nursing homes,"Brandleshome Road, Bury",BL8 1DJ,1617644358,NA,Bury,E0800002,-2.311161,53.603294
Oakwood Care Centre,Residential homes,"400A Huddersfield Road, Millbrook, Stalybridge",SK15 3ET,1613032540,http://www.oakwoodcarecentre.co.uk,Tameside,E0800008,-2.032021,53.493417
Byron Lodge,Residential homes,"1 Coldstream Avenue, Manchester",M9 6PG,1617954084,http://www.accomplish-group.co.uk,Manchester,E0800003,-2.213035,53.530434
St George's Residential Care Home,Residential homes,"Abbey Hey Lane, Abbey Hey, Gorton, Manchester",M18 8RB,1612208885,NA,Manchester,E0800003,-2.16219,53.465941
Dennis Moore Care Ltd,Residential homes,"Brideoake Care Home, Widdows Street, Leigh",WN7 2AE,1942601770,NA,Wigan,E08000010,-2.502901,53.495059
Archmoor Care Home,Residential homes,"116 Sandy Lane, Middleton, Manchester",M24 2FU,1616532454,http://www.archmoor.co.uk,Rochdale,E0800005,-2.181154,53.54698
Glenhomes Care Home,Residential homes,"9 Greenmount Lane, Bolton",BL1 5JF,1204841988,NA,Bolton,E0800001,-2.467583,53.581444
Grange Lea Residential Home Limited,Residential homes,"Grange Road, Bolton",BL3 5QQ,1204665903,NA,Bolton,E0800001,-2.461278,53.569534
Vale House,Nursing homes,"Vale Avenue, Horwich, Bolton",BL6 5RF,1204639539,NA,Bolton,E0800001,-2.558461,53.595806
"Hall Lane Resource Centre (Respite Care, Short Breaks Service)",Residential homes,"157-159 Hall Lane, Baguley, Manchester",M23 1WD,1612192413,NA,Manchester,E0800003,-2.278904,53.393213
Ascot House,Residential homes,"Ascot Ave, Sale, Manchester",M33 4GT,1619620996,NA,Trafford,E0800009,-2.355164,53.417245
Belong Atherton Care Village,Nursing homes,"Mealhouse Lane, Atherton, Manchester",M46 0EW,1942898410,http://www.clsgroup.org.uk,Wigan,E08000010,-2.493581,53.524524
Leighton House,Residential homes,"1 Leighton Avenue, Littleborough, Rochdale",OL15 0BW,NA,http://www.possabilities.org.uk,Rochdale,E0800005,-2.108111,53.630255
Cheshire House,Nursing homes,"22 St Marys Road, Sale",M33 6SA,1619051228,http://www.consensussupport.com,Trafford,E0800009,-2.332335,53.424403
