area_code,area_name,geography,period,indicator,household_language,measure,unit,value
E01006119,Trafford 002D,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,All adults in household have English as a main language,Count,Households,599
E01006119,Trafford 002D,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,At least one but not all adults in household have English as a main language,Count,Households,20
E01006119,Trafford 002D,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,"No adults in household, but at least one person aged 3 to 15 years has English as a main language",Count,Households,6
E01006119,Trafford 002D,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,No people in household have English as a main language,Count,Households,8
E01006120,Trafford 010A,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,All adults in household have English as a main language,Count,Households,542
E01006120,Trafford 010A,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,At least one but not all adults in household have English as a main language,Count,Households,14
E01006120,Trafford 010A,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,"No adults in household, but at least one person aged 3 to 15 years has English as a main language",Count,Households,3
E01006120,Trafford 010A,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,No people in household have English as a main language,Count,Households,0
E01006121,Trafford 002E,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,All adults in household have English as a main language,Count,Households,574
E01006121,Trafford 002E,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,At least one but not all adults in household have English as a main language,Count,Households,11
E01006121,Trafford 002E,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,"No adults in household, but at least one person aged 3 to 15 years has English as a main language",Count,Households,3
E01006121,Trafford 002E,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,No people in household have English as a main language,Count,Households,9
E01006122,Trafford 005A,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,All adults in household have English as a main language,Count,Households,727
E01006122,Trafford 005A,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,At least one but not all adults in household have English as a main language,Count,Households,10
E01006122,Trafford 005A,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,"No adults in household, but at least one person aged 3 to 15 years has English as a main language",Count,Households,2
E01006122,Trafford 005A,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,No people in household have English as a main language,Count,Households,6
E01006123,Trafford 005B,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,All adults in household have English as a main language,Count,Households,624
E01006123,Trafford 005B,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,At least one but not all adults in household have English as a main language,Count,Households,14
E01006123,Trafford 005B,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,"No adults in household, but at least one person aged 3 to 15 years has English as a main language",Count,Households,2
E01006123,Trafford 005B,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,No people in household have English as a main language,Count,Households,9
E01006124,Trafford 005C,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,All adults in household have English as a main language,Count,Households,594
E01006124,Trafford 005C,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,At least one but not all adults in household have English as a main language,Count,Households,14
E01006124,Trafford 005C,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,"No adults in household, but at least one person aged 3 to 15 years has English as a main language",Count,Households,0
E01006124,Trafford 005C,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,No people in household have English as a main language,Count,Households,1
E01006125,Trafford 007A,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,All adults in household have English as a main language,Count,Households,599
E01006125,Trafford 007A,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,At least one but not all adults in household have English as a main language,Count,Households,4
E01006125,Trafford 007A,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,"No adults in household, but at least one person aged 3 to 15 years has English as a main language",Count,Households,1
E01006125,Trafford 007A,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,No people in household have English as a main language,Count,Households,4
E01006126,Trafford 007B,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,All adults in household have English as a main language,Count,Households,731
E01006126,Trafford 007B,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,At least one but not all adults in household have English as a main language,Count,Households,8
E01006126,Trafford 007B,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,"No adults in household, but at least one person aged 3 to 15 years has English as a main language",Count,Households,3
E01006126,Trafford 007B,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,No people in household have English as a main language,Count,Households,5
E01006127,Trafford 007C,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,All adults in household have English as a main language,Count,Households,603
E01006127,Trafford 007C,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,At least one but not all adults in household have English as a main language,Count,Households,10
E01006127,Trafford 007C,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,"No adults in household, but at least one person aged 3 to 15 years has English as a main language",Count,Households,4
E01006127,Trafford 007C,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,No people in household have English as a main language,Count,Households,4
E01006128,Trafford 005D,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,All adults in household have English as a main language,Count,Households,764
E01006128,Trafford 005D,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,At least one but not all adults in household have English as a main language,Count,Households,10
E01006128,Trafford 005D,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,"No adults in household, but at least one person aged 3 to 15 years has English as a main language",Count,Households,1
E01006128,Trafford 005D,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,No people in household have English as a main language,Count,Households,10
E01006129,Trafford 010B,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,All adults in household have English as a main language,Count,Households,617
E01006129,Trafford 010B,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,At least one but not all adults in household have English as a main language,Count,Households,11
E01006129,Trafford 010B,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,"No adults in household, but at least one person aged 3 to 15 years has English as a main language",Count,Households,1
E01006129,Trafford 010B,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,No people in household have English as a main language,Count,Households,7
E01006130,Trafford 007D,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,All adults in household have English as a main language,Count,Households,715
E01006130,Trafford 007D,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,At least one but not all adults in household have English as a main language,Count,Households,14
E01006130,Trafford 007D,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,"No adults in household, but at least one person aged 3 to 15 years has English as a main language",Count,Households,3
E01006130,Trafford 007D,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,No people in household have English as a main language,Count,Households,9
E01006131,Trafford 005E,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,All adults in household have English as a main language,Count,Households,606
E01006131,Trafford 005E,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,At least one but not all adults in household have English as a main language,Count,Households,9
E01006131,Trafford 005E,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,"No adults in household, but at least one person aged 3 to 15 years has English as a main language",Count,Households,4
E01006131,Trafford 005E,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,No people in household have English as a main language,Count,Households,4
E01006132,Trafford 007E,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,All adults in household have English as a main language,Count,Households,662
E01006132,Trafford 007E,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,At least one but not all adults in household have English as a main language,Count,Households,5
E01006132,Trafford 007E,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,"No adults in household, but at least one person aged 3 to 15 years has English as a main language",Count,Households,2
E01006132,Trafford 007E,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,No people in household have English as a main language,Count,Households,4
E01006133,Trafford 010C,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,All adults in household have English as a main language,Count,Households,643
E01006133,Trafford 010C,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,At least one but not all adults in household have English as a main language,Count,Households,4
E01006133,Trafford 010C,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,"No adults in household, but at least one person aged 3 to 15 years has English as a main language",Count,Households,1
E01006133,Trafford 010C,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,No people in household have English as a main language,Count,Households,1
E01006134,Trafford 028A,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,All adults in household have English as a main language,Count,Households,488
E01006134,Trafford 028A,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,At least one but not all adults in household have English as a main language,Count,Households,26
E01006134,Trafford 028A,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,"No adults in household, but at least one person aged 3 to 15 years has English as a main language",Count,Households,3
E01006134,Trafford 028A,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,No people in household have English as a main language,Count,Households,10
E01006135,Trafford 028B,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,All adults in household have English as a main language,Count,Households,591
E01006135,Trafford 028B,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,At least one but not all adults in household have English as a main language,Count,Households,32
E01006135,Trafford 028B,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,"No adults in household, but at least one person aged 3 to 15 years has English as a main language",Count,Households,10
E01006135,Trafford 028B,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,No people in household have English as a main language,Count,Households,17
E01006136,Trafford 028C,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,All adults in household have English as a main language,Count,Households,551
E01006136,Trafford 028C,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,At least one but not all adults in household have English as a main language,Count,Households,36
E01006136,Trafford 028C,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,"No adults in household, but at least one person aged 3 to 15 years has English as a main language",Count,Households,20
E01006136,Trafford 028C,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,No people in household have English as a main language,Count,Households,15
E01006137,Trafford 028D,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,All adults in household have English as a main language,Count,Households,405
E01006137,Trafford 028D,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,At least one but not all adults in household have English as a main language,Count,Households,49
E01006137,Trafford 028D,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,"No adults in household, but at least one person aged 3 to 15 years has English as a main language",Count,Households,12
E01006137,Trafford 028D,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,No people in household have English as a main language,Count,Households,15
E01006138,Trafford 028E,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,All adults in household have English as a main language,Count,Households,698
E01006138,Trafford 028E,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,At least one but not all adults in household have English as a main language,Count,Households,40
E01006138,Trafford 028E,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,"No adults in household, but at least one person aged 3 to 15 years has English as a main language",Count,Households,14
E01006138,Trafford 028E,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,No people in household have English as a main language,Count,Households,30
E01006139,Trafford 026D,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,All adults in household have English as a main language,Count,Households,663
E01006139,Trafford 026D,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,At least one but not all adults in household have English as a main language,Count,Households,25
E01006139,Trafford 026D,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,"No adults in household, but at least one person aged 3 to 15 years has English as a main language",Count,Households,9
E01006139,Trafford 026D,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,No people in household have English as a main language,Count,Households,20
E01006140,Trafford 026E,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,All adults in household have English as a main language,Count,Households,573
E01006140,Trafford 026E,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,At least one but not all adults in household have English as a main language,Count,Households,28
E01006140,Trafford 026E,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,"No adults in household, but at least one person aged 3 to 15 years has English as a main language",Count,Households,14
E01006140,Trafford 026E,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,No people in household have English as a main language,Count,Households,13
E01006141,Trafford 003A,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,All adults in household have English as a main language,Count,Households,538
E01006141,Trafford 003A,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,At least one but not all adults in household have English as a main language,Count,Households,65
E01006141,Trafford 003A,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,"No adults in household, but at least one person aged 3 to 15 years has English as a main language",Count,Households,11
E01006141,Trafford 003A,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,No people in household have English as a main language,Count,Households,32
E01006142,Trafford 011A,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,All adults in household have English as a main language,Count,Households,674
E01006142,Trafford 011A,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,At least one but not all adults in household have English as a main language,Count,Households,43
E01006142,Trafford 011A,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,"No adults in household, but at least one person aged 3 to 15 years has English as a main language",Count,Households,7
E01006142,Trafford 011A,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,No people in household have English as a main language,Count,Households,29
E01006143,Trafford 011B,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,All adults in household have English as a main language,Count,Households,629
E01006143,Trafford 011B,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,At least one but not all adults in household have English as a main language,Count,Households,38
E01006143,Trafford 011B,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,"No adults in household, but at least one person aged 3 to 15 years has English as a main language",Count,Households,5
E01006143,Trafford 011B,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,No people in household have English as a main language,Count,Households,24
E01006144,Trafford 011C,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,All adults in household have English as a main language,Count,Households,636
E01006144,Trafford 011C,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,At least one but not all adults in household have English as a main language,Count,Households,20
E01006144,Trafford 011C,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,"No adults in household, but at least one person aged 3 to 15 years has English as a main language",Count,Households,10
E01006144,Trafford 011C,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,No people in household have English as a main language,Count,Households,26
E01006145,Trafford 004D,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,All adults in household have English as a main language,Count,Households,638
E01006145,Trafford 004D,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,At least one but not all adults in household have English as a main language,Count,Households,69
E01006145,Trafford 004D,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,"No adults in household, but at least one person aged 3 to 15 years has English as a main language",Count,Households,19
E01006145,Trafford 004D,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,No people in household have English as a main language,Count,Households,80
E01006146,Trafford 004E,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,All adults in household have English as a main language,Count,Households,541
E01006146,Trafford 004E,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,At least one but not all adults in household have English as a main language,Count,Households,74
E01006146,Trafford 004E,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,"No adults in household, but at least one person aged 3 to 15 years has English as a main language",Count,Households,10
E01006146,Trafford 004E,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,No people in household have English as a main language,Count,Households,22
E01006147,Trafford 012A,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,All adults in household have English as a main language,Count,Households,497
E01006147,Trafford 012A,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,At least one but not all adults in household have English as a main language,Count,Households,10
E01006147,Trafford 012A,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,"No adults in household, but at least one person aged 3 to 15 years has English as a main language",Count,Households,8
E01006147,Trafford 012A,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,No people in household have English as a main language,Count,Households,14
E01006148,Trafford 016A,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,All adults in household have English as a main language,Count,Households,628
E01006148,Trafford 016A,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,At least one but not all adults in household have English as a main language,Count,Households,23
E01006148,Trafford 016A,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,"No adults in household, but at least one person aged 3 to 15 years has English as a main language",Count,Households,11
E01006148,Trafford 016A,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,No people in household have English as a main language,Count,Households,22
E01006149,Trafford 012B,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,All adults in household have English as a main language,Count,Households,641
E01006149,Trafford 012B,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,At least one but not all adults in household have English as a main language,Count,Households,15
E01006149,Trafford 012B,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,"No adults in household, but at least one person aged 3 to 15 years has English as a main language",Count,Households,7
E01006149,Trafford 012B,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,No people in household have English as a main language,Count,Households,24
E01006150,Trafford 012C,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,All adults in household have English as a main language,Count,Households,797
E01006150,Trafford 012C,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,At least one but not all adults in household have English as a main language,Count,Households,28
E01006150,Trafford 012C,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,"No adults in household, but at least one person aged 3 to 15 years has English as a main language",Count,Households,4
E01006150,Trafford 012C,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,No people in household have English as a main language,Count,Households,36
E01006151,Trafford 016B,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,All adults in household have English as a main language,Count,Households,505
E01006151,Trafford 016B,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,At least one but not all adults in household have English as a main language,Count,Households,40
E01006151,Trafford 016B,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,"No adults in household, but at least one person aged 3 to 15 years has English as a main language",Count,Households,9
E01006151,Trafford 016B,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,No people in household have English as a main language,Count,Households,12
E01006152,Trafford 016C,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,All adults in household have English as a main language,Count,Households,534
E01006152,Trafford 016C,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,At least one but not all adults in household have English as a main language,Count,Households,37
E01006152,Trafford 016C,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,"No adults in household, but at least one person aged 3 to 15 years has English as a main language",Count,Households,24
E01006152,Trafford 016C,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,No people in household have English as a main language,Count,Households,25
E01006153,Trafford 016D,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,All adults in household have English as a main language,Count,Households,548
E01006153,Trafford 016D,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,At least one but not all adults in household have English as a main language,Count,Households,33
E01006153,Trafford 016D,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,"No adults in household, but at least one person aged 3 to 15 years has English as a main language",Count,Households,17
E01006153,Trafford 016D,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,No people in household have English as a main language,Count,Households,29
E01006154,Trafford 012D,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,All adults in household have English as a main language,Count,Households,616
E01006154,Trafford 012D,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,At least one but not all adults in household have English as a main language,Count,Households,19
E01006154,Trafford 012D,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,"No adults in household, but at least one person aged 3 to 15 years has English as a main language",Count,Households,10
E01006154,Trafford 012D,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,No people in household have English as a main language,Count,Households,12
E01006155,Trafford 006A,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,All adults in household have English as a main language,Count,Households,678
E01006155,Trafford 006A,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,At least one but not all adults in household have English as a main language,Count,Households,13
E01006155,Trafford 006A,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,"No adults in household, but at least one person aged 3 to 15 years has English as a main language",Count,Households,11
E01006155,Trafford 006A,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,No people in household have English as a main language,Count,Households,16
E01006156,Trafford 008A,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,All adults in household have English as a main language,Count,Households,656
E01006156,Trafford 008A,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,At least one but not all adults in household have English as a main language,Count,Households,20
E01006156,Trafford 008A,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,"No adults in household, but at least one person aged 3 to 15 years has English as a main language",Count,Households,8
E01006156,Trafford 008A,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,No people in household have English as a main language,Count,Households,14
E01006157,Trafford 006B,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,All adults in household have English as a main language,Count,Households,593
E01006157,Trafford 006B,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,At least one but not all adults in household have English as a main language,Count,Households,27
E01006157,Trafford 006B,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,"No adults in household, but at least one person aged 3 to 15 years has English as a main language",Count,Households,19
E01006157,Trafford 006B,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,No people in household have English as a main language,Count,Households,17
E01006158,Trafford 008B,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,All adults in household have English as a main language,Count,Households,706
E01006158,Trafford 008B,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,At least one but not all adults in household have English as a main language,Count,Households,40
E01006158,Trafford 008B,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,"No adults in household, but at least one person aged 3 to 15 years has English as a main language",Count,Households,11
E01006158,Trafford 008B,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,No people in household have English as a main language,Count,Households,31
E01006159,Trafford 006C,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,All adults in household have English as a main language,Count,Households,637
E01006159,Trafford 006C,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,At least one but not all adults in household have English as a main language,Count,Households,26
E01006159,Trafford 006C,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,"No adults in household, but at least one person aged 3 to 15 years has English as a main language",Count,Households,18
E01006159,Trafford 006C,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,No people in household have English as a main language,Count,Households,25
E01006160,Trafford 015B,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,All adults in household have English as a main language,Count,Households,906
E01006160,Trafford 015B,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,At least one but not all adults in household have English as a main language,Count,Households,40
E01006160,Trafford 015B,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,"No adults in household, but at least one person aged 3 to 15 years has English as a main language",Count,Households,34
E01006160,Trafford 015B,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,No people in household have English as a main language,Count,Households,112
E01006161,Trafford 015C,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,All adults in household have English as a main language,Count,Households,845
E01006161,Trafford 015C,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,At least one but not all adults in household have English as a main language,Count,Households,32
E01006161,Trafford 015C,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,"No adults in household, but at least one person aged 3 to 15 years has English as a main language",Count,Households,14
E01006161,Trafford 015C,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,No people in household have English as a main language,Count,Households,53
E01006162,Trafford 015D,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,All adults in household have English as a main language,Count,Households,637
E01006162,Trafford 015D,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,At least one but not all adults in household have English as a main language,Count,Households,13
E01006162,Trafford 015D,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,"No adults in household, but at least one person aged 3 to 15 years has English as a main language",Count,Households,6
E01006162,Trafford 015D,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,No people in household have English as a main language,Count,Households,22
E01006163,Trafford 015E,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,All adults in household have English as a main language,Count,Households,747
E01006163,Trafford 015E,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,At least one but not all adults in household have English as a main language,Count,Households,29
E01006163,Trafford 015E,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,"No adults in household, but at least one person aged 3 to 15 years has English as a main language",Count,Households,11
E01006163,Trafford 015E,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,No people in household have English as a main language,Count,Households,28
