area_code,area_name,geography,period,indicator,unpaid_care,measure,unit,value
E01006155,Trafford 006A,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 35 to 49 hours unpaid care a week,Count,Persons,13
E01006155,Trafford 006A,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 50 or more hours unpaid care a week,Count,Persons,31
E01006157,Trafford 006B,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides no unpaid care,Count,Persons,1458
E01006157,Trafford 006B,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 9 hours or less unpaid care a week,Count,Persons,42
E01006157,Trafford 006B,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 10 to 19 hours unpaid care a week,Count,Persons,16
E01006157,Trafford 006B,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 20 to 34 hours unpaid care a week,Count,Persons,16
E01006157,Trafford 006B,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 35 to 49 hours unpaid care a week,Count,Persons,14
E01006157,Trafford 006B,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 50 or more hours unpaid care a week,Count,Persons,41
E01006159,Trafford 006C,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides no unpaid care,Count,Persons,1577
E01006159,Trafford 006C,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 9 hours or less unpaid care a week,Count,Persons,39
E01006159,Trafford 006C,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 10 to 19 hours unpaid care a week,Count,Persons,21
E01006159,Trafford 006C,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 20 to 34 hours unpaid care a week,Count,Persons,21
E01006159,Trafford 006C,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 35 to 49 hours unpaid care a week,Count,Persons,11
E01006159,Trafford 006C,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 50 or more hours unpaid care a week,Count,Persons,72
E01006182,Trafford 006D,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides no unpaid care,Count,Persons,1385
E01006182,Trafford 006D,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 9 hours or less unpaid care a week,Count,Persons,34
E01006182,Trafford 006D,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 10 to 19 hours unpaid care a week,Count,Persons,30
E01006182,Trafford 006D,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 20 to 34 hours unpaid care a week,Count,Persons,14
E01006182,Trafford 006D,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 35 to 49 hours unpaid care a week,Count,Persons,16
E01006182,Trafford 006D,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 50 or more hours unpaid care a week,Count,Persons,39
E01006183,Trafford 006E,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides no unpaid care,Count,Persons,1491
E01006183,Trafford 006E,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 9 hours or less unpaid care a week,Count,Persons,48
E01006183,Trafford 006E,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 10 to 19 hours unpaid care a week,Count,Persons,20
E01006183,Trafford 006E,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 20 to 34 hours unpaid care a week,Count,Persons,10
E01006183,Trafford 006E,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 35 to 49 hours unpaid care a week,Count,Persons,26
E01006183,Trafford 006E,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 50 or more hours unpaid care a week,Count,Persons,41
E01006125,Trafford 007A,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides no unpaid care,Count,Persons,1288
E01006125,Trafford 007A,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 9 hours or less unpaid care a week,Count,Persons,51
E01006125,Trafford 007A,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 10 to 19 hours unpaid care a week,Count,Persons,22
E01006125,Trafford 007A,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 20 to 34 hours unpaid care a week,Count,Persons,9
E01006125,Trafford 007A,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 35 to 49 hours unpaid care a week,Count,Persons,23
E01006125,Trafford 007A,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 50 or more hours unpaid care a week,Count,Persons,35
E01006126,Trafford 007B,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides no unpaid care,Count,Persons,1557
E01006126,Trafford 007B,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 9 hours or less unpaid care a week,Count,Persons,46
E01006126,Trafford 007B,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 10 to 19 hours unpaid care a week,Count,Persons,21
E01006126,Trafford 007B,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 20 to 34 hours unpaid care a week,Count,Persons,18
E01006126,Trafford 007B,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 35 to 49 hours unpaid care a week,Count,Persons,25
E01006126,Trafford 007B,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 50 or more hours unpaid care a week,Count,Persons,55
E01006127,Trafford 007C,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides no unpaid care,Count,Persons,1315
E01006127,Trafford 007C,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 9 hours or less unpaid care a week,Count,Persons,54
E01006127,Trafford 007C,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 10 to 19 hours unpaid care a week,Count,Persons,20
E01006127,Trafford 007C,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 20 to 34 hours unpaid care a week,Count,Persons,18
E01006127,Trafford 007C,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 35 to 49 hours unpaid care a week,Count,Persons,19
E01006127,Trafford 007C,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 50 or more hours unpaid care a week,Count,Persons,47
E01006130,Trafford 007D,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides no unpaid care,Count,Persons,1505
E01006130,Trafford 007D,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 9 hours or less unpaid care a week,Count,Persons,66
E01006130,Trafford 007D,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 10 to 19 hours unpaid care a week,Count,Persons,24
E01006130,Trafford 007D,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 20 to 34 hours unpaid care a week,Count,Persons,10
E01006130,Trafford 007D,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 35 to 49 hours unpaid care a week,Count,Persons,12
E01006130,Trafford 007D,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 50 or more hours unpaid care a week,Count,Persons,42
E01006132,Trafford 007E,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides no unpaid care,Count,Persons,1323
E01006132,Trafford 007E,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 9 hours or less unpaid care a week,Count,Persons,58
E01006132,Trafford 007E,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 10 to 19 hours unpaid care a week,Count,Persons,13
E01006132,Trafford 007E,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 20 to 34 hours unpaid care a week,Count,Persons,16
E01006132,Trafford 007E,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 35 to 49 hours unpaid care a week,Count,Persons,13
E01006132,Trafford 007E,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 50 or more hours unpaid care a week,Count,Persons,30
E01006156,Trafford 008A,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides no unpaid care,Count,Persons,1444
E01006156,Trafford 008A,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 9 hours or less unpaid care a week,Count,Persons,47
E01006156,Trafford 008A,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 10 to 19 hours unpaid care a week,Count,Persons,16
E01006156,Trafford 008A,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 20 to 34 hours unpaid care a week,Count,Persons,12
E01006156,Trafford 008A,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 35 to 49 hours unpaid care a week,Count,Persons,17
E01006156,Trafford 008A,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 50 or more hours unpaid care a week,Count,Persons,54
E01006158,Trafford 008B,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides no unpaid care,Count,Persons,1490
E01006158,Trafford 008B,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 9 hours or less unpaid care a week,Count,Persons,42
E01006158,Trafford 008B,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 10 to 19 hours unpaid care a week,Count,Persons,11
E01006158,Trafford 008B,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 20 to 34 hours unpaid care a week,Count,Persons,9
E01006158,Trafford 008B,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 35 to 49 hours unpaid care a week,Count,Persons,21
E01006158,Trafford 008B,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 50 or more hours unpaid care a week,Count,Persons,40
E01006179,Trafford 008C,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides no unpaid care,Count,Persons,1545
E01006179,Trafford 008C,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 9 hours or less unpaid care a week,Count,Persons,58
E01006179,Trafford 008C,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 10 to 19 hours unpaid care a week,Count,Persons,23
E01006179,Trafford 008C,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 20 to 34 hours unpaid care a week,Count,Persons,16
E01006179,Trafford 008C,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 35 to 49 hours unpaid care a week,Count,Persons,14
E01006179,Trafford 008C,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 50 or more hours unpaid care a week,Count,Persons,38
E01006184,Trafford 008D,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides no unpaid care,Count,Persons,1417
E01006184,Trafford 008D,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 9 hours or less unpaid care a week,Count,Persons,62
E01006184,Trafford 008D,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 10 to 19 hours unpaid care a week,Count,Persons,21
E01006184,Trafford 008D,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 20 to 34 hours unpaid care a week,Count,Persons,19
E01006184,Trafford 008D,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 35 to 49 hours unpaid care a week,Count,Persons,21
E01006184,Trafford 008D,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 50 or more hours unpaid care a week,Count,Persons,49
E01006198,Trafford 009A,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides no unpaid care,Count,Persons,1275
E01006198,Trafford 009A,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 9 hours or less unpaid care a week,Count,Persons,51
E01006198,Trafford 009A,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 10 to 19 hours unpaid care a week,Count,Persons,17
E01006198,Trafford 009A,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 20 to 34 hours unpaid care a week,Count,Persons,13
E01006198,Trafford 009A,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 35 to 49 hours unpaid care a week,Count,Persons,5
E01006198,Trafford 009A,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 50 or more hours unpaid care a week,Count,Persons,35
E01006199,Trafford 009B,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides no unpaid care,Count,Persons,1319
E01006199,Trafford 009B,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 9 hours or less unpaid care a week,Count,Persons,49
E01006199,Trafford 009B,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 10 to 19 hours unpaid care a week,Count,Persons,21
E01006199,Trafford 009B,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 20 to 34 hours unpaid care a week,Count,Persons,9
E01006199,Trafford 009B,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 35 to 49 hours unpaid care a week,Count,Persons,21
E01006199,Trafford 009B,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 50 or more hours unpaid care a week,Count,Persons,32
E01006200,Trafford 009C,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides no unpaid care,Count,Persons,1280
E01006200,Trafford 009C,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 9 hours or less unpaid care a week,Count,Persons,50
E01006200,Trafford 009C,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 10 to 19 hours unpaid care a week,Count,Persons,23
E01006200,Trafford 009C,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 20 to 34 hours unpaid care a week,Count,Persons,15
E01006200,Trafford 009C,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 35 to 49 hours unpaid care a week,Count,Persons,12
E01006200,Trafford 009C,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 50 or more hours unpaid care a week,Count,Persons,41
E01006201,Trafford 009D,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides no unpaid care,Count,Persons,1235
E01006201,Trafford 009D,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 9 hours or less unpaid care a week,Count,Persons,58
E01006201,Trafford 009D,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 10 to 19 hours unpaid care a week,Count,Persons,15
E01006201,Trafford 009D,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 20 to 34 hours unpaid care a week,Count,Persons,10
E01006201,Trafford 009D,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 35 to 49 hours unpaid care a week,Count,Persons,19
E01006201,Trafford 009D,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 50 or more hours unpaid care a week,Count,Persons,25
E01006202,Trafford 009E,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides no unpaid care,Count,Persons,1133
E01006202,Trafford 009E,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 9 hours or less unpaid care a week,Count,Persons,55
E01006202,Trafford 009E,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 10 to 19 hours unpaid care a week,Count,Persons,6
E01006202,Trafford 009E,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 20 to 34 hours unpaid care a week,Count,Persons,6
E01006202,Trafford 009E,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 35 to 49 hours unpaid care a week,Count,Persons,4
E01006202,Trafford 009E,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 50 or more hours unpaid care a week,Count,Persons,30
E01006120,Trafford 010A,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides no unpaid care,Count,Persons,1228
E01006120,Trafford 010A,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 9 hours or less unpaid care a week,Count,Persons,46
E01006120,Trafford 010A,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 10 to 19 hours unpaid care a week,Count,Persons,13
E01006120,Trafford 010A,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 20 to 34 hours unpaid care a week,Count,Persons,4
E01006120,Trafford 010A,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 35 to 49 hours unpaid care a week,Count,Persons,7
E01006120,Trafford 010A,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 50 or more hours unpaid care a week,Count,Persons,42
E01006129,Trafford 010B,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides no unpaid care,Count,Persons,1180
E01006129,Trafford 010B,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 9 hours or less unpaid care a week,Count,Persons,45
E01006129,Trafford 010B,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 10 to 19 hours unpaid care a week,Count,Persons,19
E01006129,Trafford 010B,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 20 to 34 hours unpaid care a week,Count,Persons,11
E01006129,Trafford 010B,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 35 to 49 hours unpaid care a week,Count,Persons,13
E01006129,Trafford 010B,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 50 or more hours unpaid care a week,Count,Persons,44
E01006133,Trafford 010C,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides no unpaid care,Count,Persons,1221
E01006133,Trafford 010C,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 9 hours or less unpaid care a week,Count,Persons,63
E01006133,Trafford 010C,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 10 to 19 hours unpaid care a week,Count,Persons,21
E01006133,Trafford 010C,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 20 to 34 hours unpaid care a week,Count,Persons,6
E01006133,Trafford 010C,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 35 to 49 hours unpaid care a week,Count,Persons,7
E01006133,Trafford 010C,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 50 or more hours unpaid care a week,Count,Persons,42
E01006197,Trafford 010D,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides no unpaid care,Count,Persons,1264
E01006197,Trafford 010D,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 9 hours or less unpaid care a week,Count,Persons,51
E01006197,Trafford 010D,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 10 to 19 hours unpaid care a week,Count,Persons,13
E01006197,Trafford 010D,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 20 to 34 hours unpaid care a week,Count,Persons,14
E01006197,Trafford 010D,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 35 to 49 hours unpaid care a week,Count,Persons,10
E01006197,Trafford 010D,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 50 or more hours unpaid care a week,Count,Persons,40
E01006203,Trafford 010E,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides no unpaid care,Count,Persons,1170
E01006203,Trafford 010E,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 9 hours or less unpaid care a week,Count,Persons,59
E01006203,Trafford 010E,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 10 to 19 hours unpaid care a week,Count,Persons,16
E01006203,Trafford 010E,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 20 to 34 hours unpaid care a week,Count,Persons,4
E01006203,Trafford 010E,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 35 to 49 hours unpaid care a week,Count,Persons,9
E01006203,Trafford 010E,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 50 or more hours unpaid care a week,Count,Persons,19
E01006142,Trafford 011A,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides no unpaid care,Count,Persons,1492
E01006142,Trafford 011A,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 9 hours or less unpaid care a week,Count,Persons,56
E01006142,Trafford 011A,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 10 to 19 hours unpaid care a week,Count,Persons,22
E01006142,Trafford 011A,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 20 to 34 hours unpaid care a week,Count,Persons,13
E01006142,Trafford 011A,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 35 to 49 hours unpaid care a week,Count,Persons,16
E01006142,Trafford 011A,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 50 or more hours unpaid care a week,Count,Persons,33
E01006143,Trafford 011B,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides no unpaid care,Count,Persons,1437
E01006143,Trafford 011B,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 9 hours or less unpaid care a week,Count,Persons,61
E01006143,Trafford 011B,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 10 to 19 hours unpaid care a week,Count,Persons,29
E01006143,Trafford 011B,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 20 to 34 hours unpaid care a week,Count,Persons,12
E01006143,Trafford 011B,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 35 to 49 hours unpaid care a week,Count,Persons,10
E01006143,Trafford 011B,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 50 or more hours unpaid care a week,Count,Persons,31
E01006144,Trafford 011C,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides no unpaid care,Count,Persons,1200
E01006144,Trafford 011C,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 9 hours or less unpaid care a week,Count,Persons,36
E01006144,Trafford 011C,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 10 to 19 hours unpaid care a week,Count,Persons,14
E01006144,Trafford 011C,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 20 to 34 hours unpaid care a week,Count,Persons,14
E01006144,Trafford 011C,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 35 to 49 hours unpaid care a week,Count,Persons,22
E01006144,Trafford 011C,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 50 or more hours unpaid care a week,Count,Persons,42
E01006180,Trafford 011D,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides no unpaid care,Count,Persons,1599
E01006180,Trafford 011D,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 9 hours or less unpaid care a week,Count,Persons,59
