area_code,area_name,geography,period,indicator,disability_category,measure,unit,value
E01006125,Trafford 007A,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Not disabled under the Equality Act: Has long term physical or mental health condition but day-to-day activities are not limited,Count,Persons,95
E01006125,Trafford 007A,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Not disabled under the Equality Act: No long term physical or mental health conditions,Count,Persons,1111
E01006126,Trafford 007B,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Disabled under the Equality Act: Day-to-day activities limited a lot,Count,Persons,226
E01006126,Trafford 007B,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Disabled under the Equality Act: Day-to-day activities limited a little,Count,Persons,232
E01006126,Trafford 007B,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Not disabled under the Equality Act: Has long term physical or mental health condition but day-to-day activities are not limited,Count,Persons,99
E01006126,Trafford 007B,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Not disabled under the Equality Act: No long term physical or mental health conditions,Count,Persons,1282
E01006127,Trafford 007C,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Disabled under the Equality Act: Day-to-day activities limited a lot,Count,Persons,106
E01006127,Trafford 007C,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Disabled under the Equality Act: Day-to-day activities limited a little,Count,Persons,160
E01006127,Trafford 007C,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Not disabled under the Equality Act: Has long term physical or mental health condition but day-to-day activities are not limited,Count,Persons,135
E01006127,Trafford 007C,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Not disabled under the Equality Act: No long term physical or mental health conditions,Count,Persons,1143
E01006130,Trafford 007D,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Disabled under the Equality Act: Day-to-day activities limited a lot,Count,Persons,91
E01006130,Trafford 007D,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Disabled under the Equality Act: Day-to-day activities limited a little,Count,Persons,164
E01006130,Trafford 007D,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Not disabled under the Equality Act: Has long term physical or mental health condition but day-to-day activities are not limited,Count,Persons,169
E01006130,Trafford 007D,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Not disabled under the Equality Act: No long term physical or mental health conditions,Count,Persons,1335
E01006132,Trafford 007E,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Disabled under the Equality Act: Day-to-day activities limited a lot,Count,Persons,123
E01006132,Trafford 007E,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Disabled under the Equality Act: Day-to-day activities limited a little,Count,Persons,148
E01006132,Trafford 007E,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Not disabled under the Equality Act: Has long term physical or mental health condition but day-to-day activities are not limited,Count,Persons,127
E01006132,Trafford 007E,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Not disabled under the Equality Act: No long term physical or mental health conditions,Count,Persons,1141
E01006156,Trafford 008A,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Disabled under the Equality Act: Day-to-day activities limited a lot,Count,Persons,130
E01006156,Trafford 008A,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Disabled under the Equality Act: Day-to-day activities limited a little,Count,Persons,184
E01006156,Trafford 008A,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Not disabled under the Equality Act: Has long term physical or mental health condition but day-to-day activities are not limited,Count,Persons,106
E01006156,Trafford 008A,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Not disabled under the Equality Act: No long term physical or mental health conditions,Count,Persons,1254
E01006158,Trafford 008B,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Disabled under the Equality Act: Day-to-day activities limited a lot,Count,Persons,138
E01006158,Trafford 008B,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Disabled under the Equality Act: Day-to-day activities limited a little,Count,Persons,208
E01006158,Trafford 008B,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Not disabled under the Equality Act: Has long term physical or mental health condition but day-to-day activities are not limited,Count,Persons,99
E01006158,Trafford 008B,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Not disabled under the Equality Act: No long term physical or mental health conditions,Count,Persons,1306
E01006179,Trafford 008C,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Disabled under the Equality Act: Day-to-day activities limited a lot,Count,Persons,195
E01006179,Trafford 008C,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Disabled under the Equality Act: Day-to-day activities limited a little,Count,Persons,195
E01006179,Trafford 008C,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Not disabled under the Equality Act: Has long term physical or mental health condition but day-to-day activities are not limited,Count,Persons,126
E01006179,Trafford 008C,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Not disabled under the Equality Act: No long term physical or mental health conditions,Count,Persons,1286
E01006184,Trafford 008D,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Disabled under the Equality Act: Day-to-day activities limited a lot,Count,Persons,163
E01006184,Trafford 008D,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Disabled under the Equality Act: Day-to-day activities limited a little,Count,Persons,184
E01006184,Trafford 008D,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Not disabled under the Equality Act: Has long term physical or mental health condition but day-to-day activities are not limited,Count,Persons,116
E01006184,Trafford 008D,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Not disabled under the Equality Act: No long term physical or mental health conditions,Count,Persons,1236
E01006198,Trafford 009A,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Disabled under the Equality Act: Day-to-day activities limited a lot,Count,Persons,132
E01006198,Trafford 009A,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Disabled under the Equality Act: Day-to-day activities limited a little,Count,Persons,184
E01006198,Trafford 009A,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Not disabled under the Equality Act: Has long term physical or mental health condition but day-to-day activities are not limited,Count,Persons,87
E01006198,Trafford 009A,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Not disabled under the Equality Act: No long term physical or mental health conditions,Count,Persons,1061
E01006199,Trafford 009B,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Disabled under the Equality Act: Day-to-day activities limited a lot,Count,Persons,149
E01006199,Trafford 009B,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Disabled under the Equality Act: Day-to-day activities limited a little,Count,Persons,184
E01006199,Trafford 009B,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Not disabled under the Equality Act: Has long term physical or mental health condition but day-to-day activities are not limited,Count,Persons,115
E01006199,Trafford 009B,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Not disabled under the Equality Act: No long term physical or mental health conditions,Count,Persons,1091
E01006200,Trafford 009C,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Disabled under the Equality Act: Day-to-day activities limited a lot,Count,Persons,201
E01006200,Trafford 009C,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Disabled under the Equality Act: Day-to-day activities limited a little,Count,Persons,165
E01006200,Trafford 009C,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Not disabled under the Equality Act: Has long term physical or mental health condition but day-to-day activities are not limited,Count,Persons,117
E01006200,Trafford 009C,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Not disabled under the Equality Act: No long term physical or mental health conditions,Count,Persons,1000
E01006201,Trafford 009D,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Disabled under the Equality Act: Day-to-day activities limited a lot,Count,Persons,117
E01006201,Trafford 009D,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Disabled under the Equality Act: Day-to-day activities limited a little,Count,Persons,161
E01006201,Trafford 009D,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Not disabled under the Equality Act: Has long term physical or mental health condition but day-to-day activities are not limited,Count,Persons,120
E01006201,Trafford 009D,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Not disabled under the Equality Act: No long term physical or mental health conditions,Count,Persons,1069
E01006202,Trafford 009E,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Disabled under the Equality Act: Day-to-day activities limited a lot,Count,Persons,82
E01006202,Trafford 009E,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Disabled under the Equality Act: Day-to-day activities limited a little,Count,Persons,136
E01006202,Trafford 009E,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Not disabled under the Equality Act: Has long term physical or mental health condition but day-to-day activities are not limited,Count,Persons,128
E01006202,Trafford 009E,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Not disabled under the Equality Act: No long term physical or mental health conditions,Count,Persons,954
E01006120,Trafford 010A,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Disabled under the Equality Act: Day-to-day activities limited a lot,Count,Persons,90
E01006120,Trafford 010A,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Disabled under the Equality Act: Day-to-day activities limited a little,Count,Persons,118
E01006120,Trafford 010A,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Not disabled under the Equality Act: Has long term physical or mental health condition but day-to-day activities are not limited,Count,Persons,126
E01006120,Trafford 010A,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Not disabled under the Equality Act: No long term physical or mental health conditions,Count,Persons,1093
E01006129,Trafford 010B,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Disabled under the Equality Act: Day-to-day activities limited a lot,Count,Persons,146
E01006129,Trafford 010B,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Disabled under the Equality Act: Day-to-day activities limited a little,Count,Persons,161
E01006129,Trafford 010B,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Not disabled under the Equality Act: Has long term physical or mental health condition but day-to-day activities are not limited,Count,Persons,121
E01006129,Trafford 010B,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Not disabled under the Equality Act: No long term physical or mental health conditions,Count,Persons,956
E01006133,Trafford 010C,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Disabled under the Equality Act: Day-to-day activities limited a lot,Count,Persons,110
E01006133,Trafford 010C,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Disabled under the Equality Act: Day-to-day activities limited a little,Count,Persons,157
E01006133,Trafford 010C,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Not disabled under the Equality Act: Has long term physical or mental health condition but day-to-day activities are not limited,Count,Persons,140
E01006133,Trafford 010C,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Not disabled under the Equality Act: No long term physical or mental health conditions,Count,Persons,1009
E01006197,Trafford 010D,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Disabled under the Equality Act: Day-to-day activities limited a lot,Count,Persons,94
E01006197,Trafford 010D,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Disabled under the Equality Act: Day-to-day activities limited a little,Count,Persons,130
E01006197,Trafford 010D,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Not disabled under the Equality Act: Has long term physical or mental health condition but day-to-day activities are not limited,Count,Persons,130
E01006197,Trafford 010D,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Not disabled under the Equality Act: No long term physical or mental health conditions,Count,Persons,1123
E01006203,Trafford 010E,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Disabled under the Equality Act: Day-to-day activities limited a lot,Count,Persons,76
E01006203,Trafford 010E,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Disabled under the Equality Act: Day-to-day activities limited a little,Count,Persons,113
E01006203,Trafford 010E,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Not disabled under the Equality Act: Has long term physical or mental health condition but day-to-day activities are not limited,Count,Persons,96
E01006203,Trafford 010E,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Not disabled under the Equality Act: No long term physical or mental health conditions,Count,Persons,1046
E01006142,Trafford 011A,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Disabled under the Equality Act: Day-to-day activities limited a lot,Count,Persons,138
E01006142,Trafford 011A,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Disabled under the Equality Act: Day-to-day activities limited a little,Count,Persons,193
E01006142,Trafford 011A,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Not disabled under the Equality Act: Has long term physical or mental health condition but day-to-day activities are not limited,Count,Persons,129
E01006142,Trafford 011A,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Not disabled under the Equality Act: No long term physical or mental health conditions,Count,Persons,1254
E01006143,Trafford 011B,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Disabled under the Equality Act: Day-to-day activities limited a lot,Count,Persons,95
E01006143,Trafford 011B,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Disabled under the Equality Act: Day-to-day activities limited a little,Count,Persons,156
E01006143,Trafford 011B,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Not disabled under the Equality Act: Has long term physical or mental health condition but day-to-day activities are not limited,Count,Persons,139
E01006143,Trafford 011B,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Not disabled under the Equality Act: No long term physical or mental health conditions,Count,Persons,1278
E01006144,Trafford 011C,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Disabled under the Equality Act: Day-to-day activities limited a lot,Count,Persons,156
E01006144,Trafford 011C,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Disabled under the Equality Act: Day-to-day activities limited a little,Count,Persons,189
E01006144,Trafford 011C,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Not disabled under the Equality Act: Has long term physical or mental health condition but day-to-day activities are not limited,Count,Persons,93
E01006144,Trafford 011C,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Not disabled under the Equality Act: No long term physical or mental health conditions,Count,Persons,948
E01006180,Trafford 011D,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Disabled under the Equality Act: Day-to-day activities limited a lot,Count,Persons,102
E01006180,Trafford 011D,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Disabled under the Equality Act: Day-to-day activities limited a little,Count,Persons,182
E01006180,Trafford 011D,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Not disabled under the Equality Act: Has long term physical or mental health condition but day-to-day activities are not limited,Count,Persons,120
E01006180,Trafford 011D,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Not disabled under the Equality Act: No long term physical or mental health conditions,Count,Persons,1436
E01006181,Trafford 011E,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Disabled under the Equality Act: Day-to-day activities limited a lot,Count,Persons,132
E01006181,Trafford 011E,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Disabled under the Equality Act: Day-to-day activities limited a little,Count,Persons,155
E01006181,Trafford 011E,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Not disabled under the Equality Act: Has long term physical or mental health condition but day-to-day activities are not limited,Count,Persons,112
E01006181,Trafford 011E,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Not disabled under the Equality Act: No long term physical or mental health conditions,Count,Persons,1347
E01006147,Trafford 012A,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Disabled under the Equality Act: Day-to-day activities limited a lot,Count,Persons,48
E01006147,Trafford 012A,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Disabled under the Equality Act: Day-to-day activities limited a little,Count,Persons,110
E01006147,Trafford 012A,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Not disabled under the Equality Act: Has long term physical or mental health condition but day-to-day activities are not limited,Count,Persons,110
E01006147,Trafford 012A,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Not disabled under the Equality Act: No long term physical or mental health conditions,Count,Persons,1175
E01006149,Trafford 012B,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Disabled under the Equality Act: Day-to-day activities limited a lot,Count,Persons,140
E01006149,Trafford 012B,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Disabled under the Equality Act: Day-to-day activities limited a little,Count,Persons,146
