name,type,address,postcode,telephone,website,area_name,area_code,lon,lat
Malt House Specialist Dental Centre,Dentist,"Deva Centre, Trinity Way, Salford",M3 7BD,1618329400,NA,Salford,E0800006,-2.254112,53.484728
The Bridge Dental Care,Dentist,"58 Town Street, Marple Bridge, Stockport",SK6 5AA,1614497080,NA,Stockport,E0800007,-2.053323,53.400594
Glen Maye Dental Practice,Dentist,"Sale Road, Northenden, Manchester",M23 0DF,1619985588,http://www.glenmayedental.co.uk,Manchester,E0800003,-2.271165,53.408153
Elli and Associates,Dentist,"Ashton Road Limited Company, 234 Ashton Road, Hathershaw, Oldham",OL8 1QN,1616285676,NA,Oldham,E0800004,-2.112559,53.529133
High Lane Partnership,Dentist,"73 Buxton Road, High Lane, Stockport",SK6 8DR,1454771570,NA,Stockport,E0800007,-2.075293,53.364978
Mydentist - King Street - Dukinfield,Dentist,"140 King Street, Dukinfield",SK16 4LG,1613301036,http://www.mydentist.co.uk,Tameside,E0800008,-2.092728,53.476936
GreenLane Dental Practice,Dentist,"96-98 Manchester Road, Leigh",WN7 2LD,1942260597,NA,Wigan,E08000010,-2.495535,53.494217
Church Street Dental Practice,Dentist,"52 Church Street, Orrell, Wigan",WN5 8TQ,1695625565,NA,Wigan,E08000010,-2.709831,53.531086
Malmin Dental Manchester,Dentist,"44-46 John Dalton Street, Manchester",M2 6LE,1612144800,http://www.malmin.co.uk,Manchester,E0800003,-2.24587,53.480186
North Road Dental Practice,Dentist,"6 North Road, Clayton, Manchester",M11 4WE,1612232145,NA,Manchester,E0800003,-2.178975,53.484855
Northenden House Orthodontics,Dentist,"Sale Road, Northenden, Manchester",M23 0DF,1619982622,http://www.manchesterorthodontics.co.uk,Manchester,E0800003,-2.271165,53.408153
61 Dental,Dentist,"61 Church Road, Gatley, Cheadle",SK8 4NG,1614282447,http://www.61dental.co.uk,Stockport,E0800007,-2.235845,53.39186
BramcoteDental Practice,Dentist,"3 Syddal Road, Bramhall, Stockport",SK7 1AB,1614394297,http://www.smiledoc.co.uk,Stockport,E0800007,-2.168202,53.35585
Mr Gehad Philobbos,Dentist,"756 Hollins Road, Oldham",OL8 4SA,1616823587,NA,Oldham,E0800004,-2.136126,53.520605
128 Dental Care,Dentist,"128 Mile End Lane, Stockport",SK2 6BY,1614832823,NA,Stockport,E0800007,-2.136339,53.394962
Ortho 2008 - Wigan,Dentist,"2-6 King Street, Wigan",WN1 1BS,1942821166,http://www.ortho2008.co.uk,Wigan,E08000010,-2.631644,53.544735
Mydentist - Gorton Road - Stockport,Dentist,"268 Gorton Road, Reddish, Stockport",SK5 6RN,1614329600,http://www.mydentist.co.uk,Stockport,E0800007,-2.157026,53.446056
Derby Street Dentist,Dentist,"288 Derby Street, Bolton",BL3 6LF,1204366954,NA,Bolton,E0800001,-2.442806,53.567653
G & L Askins - Lowton,Dentist,"71a Church Lane, Lowton, Warrington",WA3 2QZ,1942726494,NA,Wigan,E08000010,-2.575409,53.470858
"Bupa - Drake Street, Rochdale",Dentist,"121 Drake Street, Rochdale",OL16 1PZ,1706643203,http://www.rochdaledental.co.uk,Rochdale,E0800005,-2.155723,53.612379
"Bupa - Rochdale Road, Oldham",Dentist,"118 Rochdale Road, Royton, Oldham",OL2 6QF,1616242730,http://www.roytondental.co.uk,Oldham,E0800004,-2.123759,53.568066
"Bupa - Washway Road, Sale",Dentist,"23 Washway Road, Sale",M33 7AD,1619695513,http://www.haddonlodgedental.co.uk,Trafford,E0800009,-2.325507,53.424941
Oasis Dental Care - Stockport,Dentist,"99 Edgeley Road, Edgeley, Stockport",SK3 9NG,1614808828,http://www.stockportorthodontist.co.uk,Stockport,E0800007,-2.176511,53.399693
"Bupa - Bramhall Lane South, Bramhall",Dentist,"233 Bramhall Lane South, Bramhall, Stockport",SK7 3EP,1614392360,http://www.bramhallparkdental.co.uk,Stockport,E0800007,-2.162344,53.376037
"Bupa - Liverpool Road, Irlam",Dentist,"125 Liverpool Road, Irlam, Manchester",M44 6DP,1617752184,http://www.irlamdental.co.uk,Salford,E0800006,-2.417074,53.449107
"Bupa - Wilmslow Road, Withington",Dentist,"429 Wilmslow Road, Withington, Manchester",M20 4AF,1614453104,http://www.glynhousedental.co.uk,Manchester,E0800003,-2.226511,53.435104
Silverwell Dental Surgery,Dentist,"18 Silverwell Street, Bolton",BL1 1PP,1204533341,http://www.silverwell.co.uk,Bolton,E0800001,-2.425228,53.578079
Kingsway Dental Care,Dentist,"7 Lane End Road, Burnage, Manchester",M19 1WA,1614328741,NA,Manchester,E0800003,-2.212276,53.420911
Heaton Mersey Orthodontic Centre Limited,Dentist,"458 Didsbury Road, Heaton Mersey, Stockport",SK4 3BS,1619479900,http://www.hmorthoc.co.uk,Stockport,E0800007,-2.205509,53.412338
Lees Dental Centre,Dentist,"74 High Street, Lees, Oldham",OL4 5AA,1616338227,NA,Oldham,E0800004,-2.072191,53.537856
The Ivy Dental Practice,Dentist,"161 Wellington Road South, Stockport",SK1 3UA,1614802913,http://www.theivydentalpractice.co.uk,Stockport,E0800007,-2.156308,53.40231
Dental Surgery,Dentist,"295 Broadstone Road, Heaton Chapel, Stockport",SK4 5HQ,1614314524,NA,Stockport,E0800007,-2.173609,53.429368
Mydentist - Marple Road - Offerton,Dentist,"1 Marple Road, Offerton, Stockport",SK2 5EH,1614833898,http://www.mydentist.co.uk,Stockport,E0800007,-2.12902,53.400967
Pemberton Dental Practice,Dentist,"655 Ormskirk Road, Pemberton, Wigan",WN5 8AG,1942223815,NA,Wigan,E08000010,-2.677634,53.535677
Firswood Dental Practice,Dentist,"90-92 Warwick Road South, Firswood, Manchester",M16 0HU,NA,NA,Trafford,E0800009,-2.281641,53.452335
The Railway Road Dental Surgery,Dentist,"26 Railway Road, Leigh",WN7 4AU,1942673201,NA,Wigan,E08000010,-2.522088,53.497331
Freedom Dental,Dentist,"105 Station Road, Cheadle Hulme",SK8 7BG,1614866821,NA,Stockport,E0800007,-2.183013,53.372807
Mayfield Dental Care,Dentist,"3 Mayfield Street, Atherton",M46 0BF,1942877130,NA,Wigan,E08000010,-2.49295,53.523414
Sale Moor Dental Practice,Dentist,"15 Marsland Road, Sale",M33 3HP,1619629990,NA,Trafford,E0800009,-2.304805,53.41929
Didsbury Family Dental Care,Dentist,"121 School Lane, Didsbury, Manchester",M20 6HS,1614451010,NA,Manchester,E0800003,-2.221882,53.416255
Green Lane Dental Practice,Dentist,"46 Green Lane, Ashton-on-Mersey, Sale",M33 5PP,1619733802,NA,Trafford,E0800009,-2.341857,53.429643
Ascroft Medical,Doctors/GPs|Dentist|Doctors/GPs,"3 Ascroft Court, Peter Street, Oldham",OL1 1HP,NA,http://www.ascroftmedical.co.uk,Oldham,E0800004,-2.11304,53.540644
Bredbury Dental Practice Limited,Dentist,"219 George Lane, Bredbury, Stockport",SK6 1DJ,1614305999,NA,Stockport,E0800007,-2.101442,53.416722
Castle Street Dental Practice,Dentist,"136 Castle Street, Edgeley, Stockport",SK3 9JH,1614805068,http://www.castle-dentist.com,Stockport,E0800007,-2.170802,53.401238
Whitefield Dental Practice,Dentist,"118 Radcliffe New Road, Whitefield, Manchester",M45 7WQ,1617666164,http://www.whitefielddentalpractice.co.uk,Bury,E0800002,-2.309206,53.555263
Mydentist - Bedford Street - Leigh,Dentist,"3-5 Bedford Street, Leigh",WN7 1BX,1942673691,http://www.mydentist.co.uk,Wigan,E08000010,-2.513273,53.496495
Mydentist - Beal Lane - Oldham,Dentist,"12 Beal Lane, Shaw, Oldham",OL2 8PB,NA,http://www.mydentist.co.uk,Oldham,E0800004,-2.092314,53.577345
Mydentist - Victoria Street - Denton,Dentist,"2 Victoria Street, Denton, Manchester",M34 3JQ,NA,http://www.mydentist.co.uk,Tameside,E0800008,-2.114112,53.455759
Aligned Orthodontics,Dentist,"56 Chorley Road, Swinton, Manchester",M27 5AD,1617939802,NA,Salford,E0800006,-2.335368,53.509685
Mydentist - Reddish Road - Stockport,Dentist,"345 Reddish Road, Stockport",SK5 7EN,NA,http://www.mydentist.co.uk,Stockport,E0800007,-2.15663,53.43279
Mydentist - Bolton Road - Salford,Dentist,"371 Bolton Road, Irlam O'th' Heights, Salford",M6 7NJ,1617366411,http://www.mydentist.co.uk,Salford,E0800006,-2.308735,53.500671
Mydentist - King Street - Leigh,Dentist,"14 King Street, Leigh",WN7 4LR,NA,http://www.mydentist.co.uk,Wigan,E08000010,-2.519316,53.496388
Cahill Dental Care Centre,Dentist,"38 Higher Bridge Street, Bolton",BL1 2HA,1204895774,NA,Bolton,E0800001,-2.428633,53.583066
Arundel Dental Practice,Dentist,"33 Bramhall Lane South, Bramhall, Stockport",SK7 2DN,1614392048,http://www.arundeldentalpractice.co.uk,Stockport,E0800007,-2.165195,53.35927
Apollonia House Dental & Health Care,Dentist,"167 Mossley Road, Grasscroft, Oldham",OL4 4HA,1457821800,http://www.apolloniahouse.com,Oldham,E0800004,-2.033274,53.533873
Claremont Dental Surgery - Wigan,Dentist,"Mesnes Street, Wigan",WN1 1SS,1942242334,NA,Wigan,E08000010,-2.633033,53.550798
Mydentist - Ripponden Road - Oldham,Dentist,"177-187 Littlemoor Lane, Watersheddings, Oldham",OL4 2SF,NA,http://www.mydentist.co.uk,Oldham,E0800004,-2.085195,53.552093
Mydentist - Lees Road - Oldham,Dentist,"341 Lees Road, Oldham",OL4 1LR,NA,http://www.mydentist.co.uk,Oldham,E0800004,-2.088612,53.540163
Butterfly Dental Care Limited - Altrincham,Dentist,"17 Barrington Road, Altrincham",WA14 1HP,1619412048,NA,Trafford,E0800009,-2.348577,53.391872
Dentist On The Rock,Dentist,"26 The Rock, Bury",BL9 0NT,1612224840,http://www.dentistontherock.com,Bury,E0800002,-2.296616,53.593596
ICE Hospital and Postgraduate Training Centre,Dentist,"24 Furness Quay, Salford Quays, Manchester",M50 3XZ,8000141882,http://www.icedentalimplants.com,Salford,E0800006,-2.282982,53.472968
Charisma Clinic Ltd,Dentist,"6 Chepstow Drive, Hazel Grove, Stockport",SK7 4RY,1614835433,NA,Stockport,E0800007,-2.103709,53.377064
Droylsden Road Dental Practice,Dentist,"117 Droylsden Road, Newton Heath, Manchester",M40 1NT,1616826991,NA,Manchester,E0800003,-2.175662,53.499916
Dukinfield Dental Care,Dentist,"137 King Street, Dukinfield",SK16 4JZ,1613083763,NA,Tameside,E0800008,-2.093455,53.478589
Simply Smiles Manchester Limited,Dentist,"35 Holden Road, Higher Broughton, Salford",M7 4LR,1617926502,NA,Salford,E0800006,-2.265447,53.516433
Bryn Street Dental Clinic Limited,Dentist,"23 Bryn Street, Ashton-in-Makerfield, Wigan",WN4 9AX,1942727465,http://www.brynstreetdental.co.uk,Wigan,E08000010,-2.63928,53.487584
Mossley Dental Care,Dentist,"16 Lancaster Street, Mossley, Ashton Under Lyne",OL5 0PD,1457837361,http://www.mossleydental.co.uk,Tameside,E0800008,-2.046926,53.518265
Mydentist - Cross Street - Wigan,Dentist,"2 Cross Street, Hindley, Wigan",WN2 3AT,1942200600,http://www.mydentist.co.uk,Wigan,E08000010,-2.579601,53.53524
Dental Surgery,Dentist,"96 Union Street, Oldham",OL1 1DU,1616204343,NA,Oldham,E0800004,-2.10737,53.540975
Ellesmere Dental Practice,Dentist,"70 Ellesmere Road, Altrincham",WA14 1JD,1619291009,NA,Trafford,E0800009,-2.349202,53.394746
Endo 61 Limited - Gatley,Dentist,"61 Church Road, Gatley, Cheadle",SK8 4NG,1614957293,http://www.endo61.com,Stockport,E0800007,-2.235845,53.39186
Rokni Euro - Dental Practice,Dentist,"2A Copson Street, Withington, Manchester",M20 3HE,1614349129,NA,Manchester,E0800003,-2.229695,53.433705
Dental Surgery,Dentist,"555 Barlow Moor Road, Chorlton-cum-Hardy, Manchester",M21 8AN,1618811257,NA,Manchester,E0800003,-2.2761,53.440824
Market Street Dental Practice,Dentist,"28 Market Street, Wigan",WN1 1HX,1942243720,NA,Wigan,E08000010,-2.633606,53.547748
Platt Bridge Dental Practice,Dentist,"152 Walthew Lane, Platt Bridge, Wigan",WN2 5AW,1942865115,NA,Wigan,E08000010,-2.600357,53.522087
P V McCrory- The Dental Practice,Dentist,"58 Ainsworth Road, Radcliffe, Manchester",M26 4FA,1617259542,NA,Bury,E0800002,-2.334228,53.565786
Dr David Ian Llewellyn - Parrswood Road,Dentist,"162 Parrswood Road, Withington, Manchester",M20 4RQ,1614459033,NA,Manchester,E0800003,-2.216574,53.428597
The Dental Surgery,Dentist,"28 Delaunays Road, Crumpsall, Manchester",M8 4QS,1617402956,NA,Manchester,E0800003,-2.235291,53.517512
Stalybridge Dental Care,Dentist,"42 Acres Lane, Stalybridge",SK15 2JU,1613382341,http://www.stalybridgedentalcare.co.uk,Tameside,E0800008,-2.051828,53.482372
Peter Watson Dental Practice,Dentist,"4th Floor St John Chambers, 2 St John Street, Manchester",M3 4DA,1618345691,NA,Manchester,E0800003,-2.250301,53.477706
Synergy Dental Clinic,Dentist,"10 Tenterden Street, Bury",BL9 0EG,1617644366,http://www.synergydental.org.uk,Bury,E0800002,-2.300951,53.591266
Ravat and Ray Dental Care (Rumworth) Ltd,Dentist,"Rumworth House, 512 Wigan Road, Bolton",BL3 4QW,1204850285,http://www.ravatandray.com,Bolton,E0800001,-2.469641,53.565232
Ravat & Ray Dental Care (Wigan) Ltd,Dentist,"Pemberton Health Centre, Sherwood Drive, Wigan",WN5 9QX,1942481929,http://www.ravatandray.com,Wigan,E08000010,-2.669697,53.538479
Ravat & Ray Dental Care (Chadderton) Ltd,Dentist,"Fields New Road Primary Care Centre, Fields New Road, Oldham",OL9 8NH,1616336193,http://www.ravatandray.com,Oldham,E0800004,-2.145068,53.533205
W B Whittle,Dentist,"202/204 Tonge Moor Road, Bolton",BL2 2HN,1204521514,http://www.cosmeticdentistbolton.co.uk,Bolton,E0800001,-2.412144,53.589766
Bryn Dental Practice t/a Smiles R US Limited,Dentist,"8 Downall Green Road, Ashton-in-Makerfield, Wigan",WN4 0DH,1942275001,NA,Wigan,E08000010,-2.649133,53.501176
Mydentist - Platt Lane - Fallowfield,Dentist,"306 Platt Lane, Fallowfield, Manchester",M14 7BZ,1612242532,http://www.mydentist.co.uk,Manchester,E0800003,-2.237552,53.44719
Manchester Dental,Dentist,"154 Flixton Road, Urmston, Manchester",M41 5BG,1617482674,http://www.manchesterdental.co.uk,Trafford,E0800009,-2.362664,53.448267
Hyde Dental Practice Limited,Dentist,"203 Market Street, Hyde",SK14 1HF,1613682167,NA,Tameside,E0800008,-2.07562,53.44752
Mydentist - Park Road - Westhoughton,Dentist,"53 Park Road, Westhoughton, Bolton",BL5 3BX,1942812239,http://www.mydentist.co.uk,Bolton,E0800001,-2.518336,53.548105
Oakmount Dental Practice,Dentist,"628 Wilmslow Road, Manchester",M20 3QX,1614451211,http://www.oakdental.co.uk,Manchester,E0800003,-2.231705,53.424272
Glyn House Dental Partnership,Dentist,"429 Wilmslow Road, Withington, Manchester",M20 4AF,1614453104,NA,Manchester,E0800003,-2.226511,53.435104
Holly House Dental Practice,Dentist,"105 Hyde Road, Woodley, Stockport",SK6 1NB,1614948621,NA,Stockport,E0800007,-2.099991,53.426073
Corra Linn House Dental Practice,Dentist,"316b Buxton Road, Stockport",SK2 7DD,1614832816,NA,Stockport,E0800007,-2.136905,53.388526
Dr Pauline Gail Carmichael,Dentist,"7 Longsight Road, Holcombe Brook, Bury",BL0 9SL,1204886408,NA,Bury,E0800002,-2.333361,53.63205
Ravat & Ray Dental Care (Fitton Hill) Ltd,Dentist,"Ravat & Ray Dental Care, Tanhill Lane, Oldham",OL8 2QL,1616277065,http://www.ravatandray.com,Oldham,E0800004,-2.103488,53.520791
Concord Dental Practice,Dentist,"36 Concord Way, Dukinfield",SK16 4DB,1613305682,NA,Tameside,E0800008,-2.083416,53.476538
Openshaw Dental Practice,Dentist,"1333 Ashton Old Road, Openshaw, Manchester",M11 1JT,1613702213,NA,Manchester,E0800003,-2.161494,53.472998
The St John Street Surgery,Dentist,"14 St John Street, Manchester",M3 4DZ,1618349468,NA,Manchester,E0800003,-2.251027,53.477823
"Bupa - Chorley New Road, Bolton",Dentist,"40 Chorley New Road, Bolton",BL1 4AP,1204521734,http://www.boltondental.co.uk,Bolton,E0800001,-2.44329,53.582159
"Bupa - Northenden Road, Sale Moor",Dentist,"116 Northenden Road, Sale",M33 3HD,1619736356,http://www.salemoordentist.co.uk,Trafford,E0800009,-2.306545,53.420551
DCO Dental Group - Sale,Dentist,"1 Hope Road, Sale",M33 3AB,1619627465,http://www.dcodental.co.uk,Trafford,E0800009,-2.319176,53.423511
DCO Dental Group - Timperley,Dentist,"The Lakes Medical Centre, 53C Mainwood Road, Timperley, Altrincham",WA15 7JW,1619806745,http://www.dcodental.co.uk,Trafford,E0800009,-2.312943,53.392375
Marjory Lees Dental Centre,Dentist,"283 Ashton Road, Oldham",OL8 1NN,1616331234,NA,Oldham,E0800004,-2.11212,53.529203
Ayres Road Dental Surgery,Dentist,"151 Ayres Road, Old Trafford, Manchester",M16 9WR,1618721695,NA,Trafford,E0800009,-2.271872,53.457679
Peel Green Dental,Dentist,"419 Liverpool Road, Eccles, Manchester",M30 7HD,NA,NA,Salford,E0800006,-2.364325,53.478769
Cheadle Village Dental Practice,Dentist,"89B High Street, Cheadle",SK8 1AA,1614282355,NA,Stockport,E0800007,-2.216788,53.393935
Dental Lounge,Dentist,"47 Brown Lane, Heald Green, Cheadle",SK8 3RL,1614371250,http://www.thedental-lounge.com,Stockport,E0800007,-2.233667,53.373141
Ellesmere Endodontic Centre,Dentist,"70 Ellesmere Road, Altrincham",WA14 1JD,1619269535,NA,Trafford,E0800009,-2.349202,53.394746
Shine Dental Practice Limited,Dentist,"61 Stamford Square, Ashton Under Lyne",OL6 6QR,1613301178,http://www.shinedental.co.uk,Tameside,E0800008,-2.077121,53.486367
Delahays Dental Practice,Dentist,"2 Delahays Drive, Hale, Altrincham",WA15 8DP,1619805019,NA,Trafford,E0800009,-2.323197,53.376312
Campaigne Limited,Dentist,"159-161 Stockport Road, Cheadle",SK8 2DP,NA,http://www.cthedentist.com,Stockport,E0800007,-2.205095,53.395403
Alkrington Dental,Dentist,"64 Mount Road, Middleton, Manchester",M24 1DZ,1616530777,http://www.alkringtondental.co.uk,Rochdale,E0800005,-2.19656,53.543225
Moston Healthcare Limited (Formerly known as Mr Michael Fine - Moston Lane),Dentist,"334 Moston Lane, Moston, Manchester",M40 9JS,1616811033,NA,Manchester,E0800003,-2.194838,53.51369
Lartey Dental Clinic,Dentist,"563 Barlow Moor Road, Chorleton, Manchester",M21 8AE,1772252154,NA,Manchester,E0800003,-2.276661,53.441524
Hopwood Dental Practice,Dentist,"181 Manchester Road, Hopwood",OL10 2PP,1706369636,NA,Rochdale,E0800005,-2.2105070000000002,53.583281
Swinton Practice Limited,Dentist,"63 Chorley Road, Swinton, Manchester",M27 4AF,8448151368,NA,Salford,E0800006,-2.33372,53.509205
The Vallance Dental Centre,Dentist,"1st Floor, The Vallance Centre, Wadeson Road, Manchester",M13 9UJ,1612735998,NA,Manchester,E0800003,-2.224542,53.469786
HMP Manchester,Dentist,"Dental Department, 1 Southall Street, Manchester",M60 9AH,1612735998,NA,Manchester,E0800003,-2.245686,53.492188
Unsworth Smile Clinic,Dentist,"1st Floor, 57 Parr Lane, Unsworth, Bury",BL9 8JR,1617666661,NA,Bury,E0800002,-2.273074,53.560681
Sale Dental Care,Dentist,"77 Washway Road, Sale",M33 7TQ,1619697432,http://www.saledentalspa.co.uk,Trafford,E0800009,-2.329303,53.42158
Chadderton Dental Health Center - Oldham,Dentist,"Middleton Road, Chadderton, Oldham",OL9 0LH,1616267727,NA,Oldham,E0800004,-2.142182,53.545559
Dental Surgery Offerton Health Centre,Dentist,"10 Offerton Lane, Stockport",SK2 5AR,1614800327,NA,Stockport,E0800007,-2.136713,53.403467
Jct20 Dental Clinic,Dentist,"1190 Rochdale Road, Blackley, Manchester",M9 6FR,1617405407,http://www.jct20dentalclinic.co.uk,Manchester,E0800003,-2.207465,53.532825
Langley Dental Practice,Dentist,"215a Wood Street, Middleton, Manchester",M24 5RU,1616432428,http://www.langleydentalpractice.com,Rochdale,E0800005,-2.207706,53.554226
True Dentistry,Dentist,"177 Chorley New Road, Bolton",BL1 4QZ,1204373555,http://www.truedentistry.co.uk,Bolton,E0800001,-2.448472,53.580809
Chariwala Smile Limited,Dentist,"37 Victoria Road, Horwich, Bolton",BL6 5ND,7590928937,NA,Bolton,E0800001,-2.542583,53.595933
Chariwala Smile Limited,Dentist,"9 Marsden House, Marsden Road, Bolton",BL1 2JT,7590928937,NA,Bolton,E0800001,-2.43424,53.578947
Ravat and Ray Dental Care (Salford) Ltd,Dentist,"Ordsall Health Surgery, 118 Phoebe Street, Salford",M5 3PA,1618720606,http://www.ravatandray.com,Salford,E0800006,-2.275427,53.476322
Pracny & Strass,Dentist,"195 Finney Lane, Heald Green, Cheadle",SK8 3PX,1614374040,NA,Stockport,E0800007,-2.234085,53.369887
Cheadle Heath Dental Practice,Dentist,"242 Stockport Road, Cheadle Heath, Stockport",SK3 0LX,1614283024,NA,Stockport,E0800007,-2.192822,53.401322
Stephen Emmett's Dental Surgery,Dentist,"165 Chapman Street, Gorton, Manchester",M18 8LY,1612231888,NA,Manchester,E0800003,-2.169882,53.464456
The Dentists of Didsbury Limited,Dentist,"839 Wilmslow Road, Didsbury, Manchester",M20 5WD,1614454005,http://www.thedentistsofdidsbury.com,Manchester,E0800003,-2.221913,53.410619
Moston Dental Surgery,Dentist,"301 Moston Lane, Moston, Manchester",M40 9NL,1612034575,NA,Manchester,E0800003,-2.199381,53.514017
Kingswater Dental Practice,Dentist,"102 Denton Road, Audenshaw, Manchester",M34 5BD,1613363649,NA,Tameside,E0800008,-2.117553,53.464088
Dairyground Dental Practice,Dentist,"59A Dairyground Road, Bramhall, Stockport",SK7 2QW,1614393098,NA,Stockport,E0800007,-2.15709,53.365644
White House Dental Practice,Dentist,"11 Ack Lane East, Bramhall, Stockport",SK7 2BE,1614394842,NA,Stockport,E0800007,-2.167762,53.358655
Avenue Dental Surgery,Dentist,"4 The Avenue, Leigh",WN7 1ES,1942676336,NA,Wigan,E08000010,-2.517786,53.499354
The Fold,Dentist,"3 Back Pool Fold, Manchester",M2 1HB,7872906245,NA,Manchester,E0800003,-2.243879,53.481909
Allan Dental Practice,Dentist,"60 Stamford Street East, Ashton Under Lyne",OL6 6QH,1613303419,NA,Tameside,E0800008,-2.084569,53.487872
Manchester BabyScan Clinic,Dentist|Diagnosis/screening,"Waterhouse, 41 Spring Gardens, Manchester",M2 2BG,1617130030,http://www.manchesterbabyscanclinic.com,Manchester,E0800003,-2.241793,53.480754
Hale Bowden Dental Practice,Dentist,"118 Ashley Road, Hale, Altrincham",WA14 2UN,NA,NA,Trafford,E0800009,-2.349039,53.378531
Awburn House Dental Practice,Dentist,"Mottram Moor, Mottram, Hyde",SK14 6LA,1457766050,NA,Tameside,E0800008,-2.011,53.458105
Park House Dental Surgery Brinnington Health Centre,Dentist,"Brinnington Health Centre, Brinnington, Stockport",SK5 8BS,1616275242,NA,Stockport,E0800007,-2.132367,53.427651
Park House Dental Practice,Dentist,"80 Manchester Road, Werneth, Oldham",OL9 7AP,1616204213,NA,Oldham,E0800004,-2.132291,53.533975
Park House Dental Practice,Dentist,"74 Oldham Road, Springhead, Oldham",OL4 5SR,1616269246,NA,Oldham,E0800004,-2.063771,53.537788
The Park House Dental Practice and Cosmetic Centre,Dentist,"32 Middleton Road, Crumpsall, Manchester",M8 4JX,1617402080,NA,Manchester,E0800003,-2.248393,53.519561
The Park House Dental Practice and Cosmetic Centre,Dentist,"7 Slade Lane, Longsight, Manchester",M13 0QJ,1612573839,NA,Manchester,E0800003,-2.196561,53.452503
DHS Dental Practice,Dentist,"1 Bridge Street, Upper Mill, Oldham",OL3 6HZ,1457874872,NA,Oldham,E0800004,-2.007251,53.545931
Dental Care Plus Manchester,Dentist,"268 Finney Lane, Heald Green, Cheadle",SK8 3QD,1614379622,NA,Stockport,E0800007,-2.234718,53.370308
The Bank Dental Practice Limited,Dentist,"437 Bury New Road, Prestwich, Manchester",M25 1AF,1617989955,NA,Bury,E0800002,-2.284871,53.532082
Oldham Orthodontics,Dentist,"221 Hollins Road, Oldham",OL8 3AA,1616220987,http://www.oldhamorthodontics.co.uk,Oldham,E0800004,-2.12006,53.524793
Crescent Orthodontics & Dental Practice,Dentist,"107 Drake Street, Rochdale",OL16 1PZ,1706645125,http://www.rochdaleorthodontics.co.uk,Rochdale,E0800005,-2.155723,53.612379
Boothstown Dental Practice,Dentist,"51 Leigh Road, Boothstown Dental Practice, Manchester",M28 1HP,1617902830,NA,Salford,E0800006,-2.420855,53.502522
Barton Cosmetic Dentistry Centre,Dentist,"Barton Arcade, Deansgate, Manchester",M3 2BH,1618329559,NA,Manchester,E0800003,-2.246384,53.48265
Dale Street Dental Practice,Dentist,"36 Dale Street, Milnrow, Rochdale",OL16 4HS,1706641051,NA,Rochdale,E0800005,-2.111778,53.610424
Ringway Dental Care,Dentist,"187 Finney Lane, Heald Green, Cheadle",SK8 3PX,1614372029,NA,Stockport,E0800007,-2.234085,53.369887
Glodwick Dental Centre,Dentist,"12 Abbey Hills Road, Oldham",OL8 2BS,1616289567,NA,Oldham,E0800004,-2.096442,53.533828
Bamford Dental Practice,Dentist,"Norden Road, Bamford, Rochdale",OL11 5PT,1706527700,http://www.bamforddental.co.uk,Rochdale,E0800005,-2.206315,53.615745
Urban Dental,Dentist,"185 Langworthy Road, Salford",M6 5PW,1617374714,http://www.urbandental.co.uk,Salford,E0800006,-2.295174,53.486395
Littleton Road Dental Practice,Dentist,"311 Littleton Road, Salford",M7 3TA,1617089644,NA,Salford,E0800006,-2.280008,53.503968
Dental @ MediaCity,Dentist,"Blue, The Garage, Media City UK, Salford",M50 2TG,1617133655,http://www.dentalatmediacityuk.co.uk,Salford,E0800006,-2.301304,53.473283
Love-Teeth Dental Practice Ltd,Dentist,"3 Kings Road, Prestwich, Manchester",M25 0LE,1617737080,http://www.loveteethdp.co.uk,Bury,E0800002,-2.270288,53.518831
Milnrow Center OF Dental Excellence,Dentist,"107 Dale Street, Milnrow, Rochdale",OL16 3NW,1706710209,http://www.skexceldental.net,Rochdale,E0800005,-2.108328,53.608899
Fog Lane Dental Practice,Dentist,"3 Fog Lane, Manchester",M20 6AX,7849709620,NA,Manchester,E0800003,-2.229859,53.422298
Dental Surgery - Oldham Road,Dentist,"293 Oldham Road, Failsworth, Manchester",M35 0AS,7849709620,NA,Oldham,E0800004,-2.164162,53.508346
First Dental Care,Dentist,"22 Manchester Road, Denton, Manchester",M34 3LE,1613362710,http://www.firstdentalcare.co.uk,Tameside,E0800008,-2.115619,53.45635
Harmony Dental Spa,Dentist,"36 High Street, Lees, Oldham",OL4 5AQ,161629e6,NA,Oldham,E0800004,-2.074001,53.537854
Bury Dental Practice,Dentist,"434 Manchester Road, Bury",BL9 9NS,1617644960,NA,Bury,E0800002,-2.297108,53.57576
Heywood Dental Practice,Dentist,"6 Manchester Street, Heywood",OL10 1DL,1706369810,NA,Rochdale,E0800005,-2.213445,53.591174
Waterside Dental Care,Dentist,"330 Yorkshire Street, Rochdale",OL16 2DS,1706632661,NA,Rochdale,E0800005,-2.145874,53.622683
Mydentist - Market Street - Shaw,Dentist,"56 Market Street, Shaw, Oldham",OL2 8NH,1706843637,http://www.mydentist.co.uk,Oldham,E0800004,-2.093915,53.577083
G T Bennett,Dentist,"38 Durnford Street, Middleton, Manchester",M24 5UD,1616434932,NA,Rochdale,E0800005,-2.198084,53.552867
