lsoa11cd,index_domain,decile,rank,score
E01005266,Income,1,3167,0.305
E01005266,Index of Multiple Deprivation,1,3097,45.44
E01005266,Living Environment,4,12087,23.855
E01005267,Barriers to Housing and Services,9,26526,12.097
E01005267,Crime,1,2400,1.13
E01005267,"Education, Skills and Training",7,20247,11.762
E01005267,Employment,4,10417,0.137
E01005267,Health Deprivation and Disability,2,4362,1.007
E01005267,Income Deprivation Affecting Children Index (IDACI),5,16273,0.149
E01005267,Income Deprivation Affecting Older People Index (IDAOPI),4,12311,0.195
E01005267,Income,4,13055,0.144
E01005267,Index of Multiple Deprivation,3,9405,27.593
E01005267,Living Environment,2,4942,39.27
E01005268,Barriers to Housing and Services,10,29849,8.857
E01005268,Crime,3,6686,0.676
E01005268,"Education, Skills and Training",8,25279,6.812
E01005268,Employment,5,15930,0.099
E01005268,Health Deprivation and Disability,2,5900,0.822
E01005268,Income Deprivation Affecting Children Index (IDACI),8,23589,0.082
E01005268,Income Deprivation Affecting Older People Index (IDAOPI),4,10531,0.218
E01005268,Income,6,17551,0.105
E01005268,Index of Multiple Deprivation,5,14647,19.519
E01005268,Living Environment,3,7011,33.869
E01005269,Barriers to Housing and Services,6,19228,18.077
E01005269,Crime,5,16146,0.025
E01005269,"Education, Skills and Training",8,23236,8.68
E01005269,Employment,5,14059,0.111
E01005269,Health Deprivation and Disability,2,5490,0.867
E01005269,Income Deprivation Affecting Children Index (IDACI),8,24150,0.078
E01005269,Income Deprivation Affecting Older People Index (IDAOPI),5,13457,0.181
E01005269,Income,6,18181,0.101
E01005269,Index of Multiple Deprivation,5,15385,18.599
E01005269,Living Environment,4,11171,25.36
E01005270,Barriers to Housing and Services,3,7834,28.652
E01005270,Crime,1,2588,1.101
E01005270,"Education, Skills and Training",2,3429,48.598
E01005270,Employment,2,3838,0.221
E01005270,Health Deprivation and Disability,1,1653,1.497
E01005270,Income Deprivation Affecting Children Index (IDACI),1,2005,0.431
E01005270,Income Deprivation Affecting Older People Index (IDAOPI),1,2324,0.405
E01005270,Income,1,2814,0.315
E01005270,Index of Multiple Deprivation,1,2619,47.918
E01005270,Living Environment,5,13693,21.402
E01005271,Barriers to Housing and Services,2,4865,33.226
E01005271,Crime,2,3396,0.997
E01005271,"Education, Skills and Training",2,5667,38.805
E01005271,Employment,8,23438,0.066
E01005271,Health Deprivation and Disability,1,1044,1.69
E01005271,Income Deprivation Affecting Children Index (IDACI),1,1809,0.441
E01005271,Income Deprivation Affecting Older People Index (IDAOPI),2,4060,0.344
E01005271,Income,6,16953,0.11
E01005271,Index of Multiple Deprivation,3,7070,32.638
E01005271,Living Environment,2,4578,40.474
E01005272,Barriers to Housing and Services,2,6554,30.373
E01005272,Crime,1,2571,1.104
E01005272,"Education, Skills and Training",2,6465,36.125
E01005272,Employment,1,1650,0.275
E01005272,Health Deprivation and Disability,1,538,1.942
E01005272,Income Deprivation Affecting Children Index (IDACI),1,2612,0.408
E01005272,Income Deprivation Affecting Older People Index (IDAOPI),1,788,0.504
E01005272,Income,1,1284,0.373
E01005272,Index of Multiple Deprivation,1,1390,55.645
E01005272,Living Environment,5,15420,18.97
E01005273,Barriers to Housing and Services,4,10470,25.54
E01005273,Crime,1,2676,1.091
E01005273,"Education, Skills and Training",8,23683,8.247
E01005273,Employment,7,20327,0.078
E01005273,Health Deprivation and Disability,1,3119,1.19
E01005273,Income Deprivation Affecting Children Index (IDACI),2,5049,0.338
E01005273,Income Deprivation Affecting Older People Index (IDAOPI),2,4354,0.337
E01005273,Income,6,16530,0.113
E01005273,Index of Multiple Deprivation,4,11449,23.965
E01005273,Living Environment,3,9326,28.719
E01005274,Barriers to Housing and Services,6,17909,19.142
E01005274,Crime,1,923,1.434
E01005274,"Education, Skills and Training",4,10010,26.759
E01005274,Employment,3,8888,0.151
E01005274,Health Deprivation and Disability,1,2187,1.367
E01005274,Income Deprivation Affecting Children Index (IDACI),2,4376,0.356
E01005274,Income Deprivation Affecting Older People Index (IDAOPI),1,3019,0.377
E01005274,Income,3,7374,0.215
E01005274,Index of Multiple Deprivation,2,5502,36.841
E01005274,Living Environment,3,7278,33.192
E01005275,Barriers to Housing and Services,5,15787,20.804
E01005275,Crime,4,11303,0.339
E01005275,"Education, Skills and Training",10,32720,0.276
E01005275,Employment,10,29803,0.042
E01005275,Health Deprivation and Disability,4,10072,0.442
E01005275,Income Deprivation Affecting Children Index (IDACI),5,15611,0.157
E01005275,Income Deprivation Affecting Older People Index (IDAOPI),4,12495,0.193
E01005275,Income,8,24647,0.065
E01005275,Index of Multiple Deprivation,7,20454,13.207
E01005275,Living Environment,2,4976,39.191
E01005276,Barriers to Housing and Services,5,15520,21.018
E01005276,Crime,2,5467,0.78
E01005276,"Education, Skills and Training",7,19757,12.287
E01005276,Employment,7,20929,0.076
E01005276,Health Deprivation and Disability,1,2563,1.292
E01005276,Income Deprivation Affecting Children Index (IDACI),5,14576,0.17
E01005276,Income Deprivation Affecting Older People Index (IDAOPI),3,7130,0.273
E01005276,Income,6,18878,0.096
E01005276,Index of Multiple Deprivation,4,11988,23.079
E01005276,Living Environment,2,5576,37.464
E01005277,Barriers to Housing and Services,7,20854,16.724
E01005277,Crime,7,20999,-0.296
E01005277,"Education, Skills and Training",10,32443,0.638
E01005277,Employment,9,28549,0.047
E01005277,Health Deprivation and Disability,5,13172,0.204
E01005277,Income Deprivation Affecting Children Index (IDACI),10,31575,0.028
E01005277,Income Deprivation Affecting Older People Index (IDAOPI),8,23532,0.095
E01005277,Income,9,29209,0.044
E01005277,Index of Multiple Deprivation,8,25974,8.608
E01005277,Living Environment,3,9525,28.294
E01005278,Barriers to Housing and Services,2,5434,32.2
E01005278,Crime,2,3752,0.957
E01005278,"Education, Skills and Training",3,8373,30.581
E01005278,Employment,6,18834,0.085
E01005278,Health Deprivation and Disability,3,8330,0.593
E01005278,Income Deprivation Affecting Children Index (IDACI),3,6833,0.297
E01005278,Income Deprivation Affecting Older People Index (IDAOPI),3,8315,0.251
E01005278,Income,4,11982,0.155
E01005278,Index of Multiple Deprivation,3,9500,27.423
E01005278,Living Environment,3,7498,32.655
E01005279,Barriers to Housing and Services,2,6295,30.76
E01005279,Crime,2,5044,0.82
E01005279,"Education, Skills and Training",3,9833,27.125
E01005279,Employment,2,5664,0.19
E01005279,Health Deprivation and Disability,2,4989,0.926
E01005279,Income Deprivation Affecting Children Index (IDACI),1,2062,0.429
E01005279,Income Deprivation Affecting Older People Index (IDAOPI),1,3184,0.372
E01005279,Income,1,3053,0.308
E01005279,Index of Multiple Deprivation,2,4485,40.054
E01005279,Living Environment,3,7682,32.245
E01005280,Barriers to Housing and Services,3,9389,26.718
E01005280,Crime,7,19922,-0.223
E01005280,"Education, Skills and Training",2,4821,41.958
E01005280,Employment,2,4534,0.208
E01005280,Health Deprivation and Disability,1,1776,1.465
E01005280,Income Deprivation Affecting Children Index (IDACI),2,6507,0.303
E01005280,Income Deprivation Affecting Older People Index (IDAOPI),1,616,0.525
E01005280,Income,2,3347,0.3
E01005280,Index of Multiple Deprivation,2,4172,41.17
E01005280,Living Environment,4,11247,25.238
E01005281,Barriers to Housing and Services,1,2715,38.126
E01005281,Crime,4,9947,0.434
E01005281,"Education, Skills and Training",6,17350,15.139
E01005281,Employment,9,27511,0.051
E01005281,Health Deprivation and Disability,1,2924,1.228
E01005281,Income Deprivation Affecting Children Index (IDACI),7,22571,0.09
E01005281,Income Deprivation Affecting Older People Index (IDAOPI),1,3167,0.372
E01005281,Income,8,25617,0.06
E01005281,Index of Multiple Deprivation,4,11906,23.215
E01005281,Living Environment,2,3758,43.316
E01005282,Barriers to Housing and Services,3,9260,26.877
E01005282,Crime,3,7787,0.591
E01005282,"Education, Skills and Training",5,14315,19.236
E01005282,Employment,4,10818,0.134
E01005282,Health Deprivation and Disability,2,4490,0.988
E01005282,Income Deprivation Affecting Children Index (IDACI),4,10396,0.231
E01005282,Income Deprivation Affecting Older People Index (IDAOPI),1,2348,0.404
E01005282,Income,3,7994,0.205
E01005282,Index of Multiple Deprivation,3,7943,30.617
E01005282,Living Environment,2,5198,38.517
E01005283,Barriers to Housing and Services,3,7025,29.674
E01005283,Crime,4,12834,0.241
E01005283,"Education, Skills and Training",4,10334,26.07
E01005283,Employment,10,31219,0.035
E01005283,Health Deprivation and Disability,1,2388,1.328
E01005283,Income Deprivation Affecting Children Index (IDACI),1,769,0.501
E01005283,Income Deprivation Affecting Older People Index (IDAOPI),3,6973,0.277
E01005283,Income,9,27294,0.053
E01005283,Index of Multiple Deprivation,5,14070,20.188
E01005283,Living Environment,3,9225,28.888
E01005284,Barriers to Housing and Services,1,2880,37.682
E01005284,Crime,1,2823,1.072
E01005284,"Education, Skills and Training",7,21436,10.437
E01005284,Employment,10,31505,0.033
E01005284,Health Deprivation and Disability,3,6974,0.714
E01005284,Income Deprivation Affecting Children Index (IDACI),5,16029,0.152
E01005284,Income Deprivation Affecting Older People Index (IDAOPI),1,803,0.502
E01005284,Income,9,27263,0.053
E01005284,Index of Multiple Deprivation,4,10466,25.701
E01005284,Living Environment,1,152,71.889
E01005285,Barriers to Housing and Services,2,4436,34.053
E01005285,Crime,1,634,1.548
E01005285,"Education, Skills and Training",3,7857,31.894
E01005285,Employment,2,3469,0.228
E01005285,Health Deprivation and Disability,1,207,2.247
E01005285,Income Deprivation Affecting Children Index (IDACI),1,717,0.505
E01005285,Income Deprivation Affecting Older People Index (IDAOPI),1,39,0.726
E01005285,Income,1,929,0.391
E01005285,Index of Multiple Deprivation,1,1089,58.311
E01005285,Living Environment,3,9518,28.303
E01005286,Barriers to Housing and Services,2,5346,32.37
E01005286,Crime,1,908,1.437
E01005286,"Education, Skills and Training",9,26587,5.653
E01005286,Employment,7,22918,0.068
E01005286,Health Deprivation and Disability,3,6836,0.727
E01005286,Income Deprivation Affecting Children Index (IDACI),7,20374,0.108
E01005286,Income Deprivation Affecting Older People Index (IDAOPI),2,5468,0.309
E01005286,Income,7,21274,0.082
E01005286,Index of Multiple Deprivation,4,11472,23.935
E01005286,Living Environment,2,4951,39.252
E01005287,Barriers to Housing and Services,2,4287,34.375
E01005287,Crime,1,1470,1.297
E01005287,"Education, Skills and Training",2,5173,40.647
E01005287,Employment,1,1586,0.278
E01005287,Health Deprivation and Disability,1,216,2.226
E01005287,Income Deprivation Affecting Children Index (IDACI),2,4136,0.362
E01005287,Income Deprivation Affecting Older People Index (IDAOPI),1,164,0.634
E01005287,Income,1,1350,0.369
E01005287,Index of Multiple Deprivation,1,916,60.185
E01005287,Living Environment,4,10197,27.061
E01005288,Barriers to Housing and Services,2,6452,30.529
E01005288,Crime,1,1455,1.3
E01005288,"Education, Skills and Training",5,15909,16.926
E01005288,Employment,3,8493,0.155
E01005288,Health Deprivation and Disability,1,726,1.831
E01005288,Income Deprivation Affecting Children Index (IDACI),1,1219,0.471
E01005288,Income Deprivation Affecting Older People Index (IDAOPI),1,604,0.526
E01005288,Income,2,5722,0.245
E01005288,Index of Multiple Deprivation,2,3549,43.45
E01005288,Living Environment,1,1836,52.5
E01005289,Barriers to Housing and Services,6,16520,20.215
E01005289,Crime,2,6500,0.691
E01005289,"Education, Skills and Training",1,920,67.994
E01005289,Employment,1,490,0.336
E01005289,Health Deprivation and Disability,1,62,2.596
E01005289,Income Deprivation Affecting Children Index (IDACI),1,1308,0.467
E01005289,Income Deprivation Affecting Older People Index (IDAOPI),1,866,0.495
E01005289,Income,1,601,0.415
E01005289,Index of Multiple Deprivation,1,472,66.176
E01005289,Living Environment,5,14034,20.88
E01005290,Barriers to Housing and Services,5,16294,20.4
E01005290,Crime,1,3101,1.032
E01005290,"Education, Skills and Training",1,1362,62.8
E01005290,Employment,1,1514,0.281
E01005290,Health Deprivation and Disability,1,271,2.151
E01005290,Income Deprivation Affecting Children Index (IDACI),1,2016,0.431
E01005290,Income Deprivation Affecting Older People Index (IDAOPI),2,4421,0.335
E01005290,Income,1,2064,0.338
E01005290,Index of Multiple Deprivation,1,1164,57.501
E01005290,Living Environment,4,12254,23.6
E01005291,Barriers to Housing and Services,4,11009,25.034
E01005291,Crime,3,9230,0.486
E01005291,"Education, Skills and Training",1,2936,51.355
E01005291,Employment,1,865,0.309
E01005291,Health Deprivation and Disability,1,92,2.51
E01005291,Income Deprivation Affecting Children Index (IDACI),1,2447,0.413
E01005291,Income Deprivation Affecting Older People Index (IDAOPI),1,1286,0.461
E01005291,Income,1,1216,0.376
E01005291,Index of Multiple Deprivation,1,1010,59.079
E01005291,Living Environment,5,14130,20.739
E01005292,Barriers to Housing and Services,6,17412,19.528
E01005292,Crime,4,12441,0.266
E01005292,"Education, Skills and Training",1,1891,58.319
E01005292,Employment,1,1310,0.288
E01005292,Health Deprivation and Disability,1,489,1.972
E01005292,Income Deprivation Affecting Children Index (IDACI),1,3242,0.387
E01005292,Income Deprivation Affecting Older People Index (IDAOPI),2,3518,0.361
E01005292,Income,1,2374,0.329
E01005292,Index of Multiple Deprivation,1,1767,52.738
E01005292,Living Environment,5,13372,21.877
E01005293,Barriers to Housing and Services,4,10273,25.74
E01005293,Crime,3,7090,0.643
E01005293,"Education, Skills and Training",4,10663,25.383
E01005293,Employment,5,15005,0.104
E01005293,Health Deprivation and Disability,2,5202,0.9
E01005293,Income Deprivation Affecting Children Index (IDACI),6,17524,0.135
E01005293,Income Deprivation Affecting Older People Index (IDAOPI),5,15266,0.161
E01005293,Income,6,17827,0.103
E01005293,Index of Multiple Deprivation,4,11677,23.609
E01005293,Living Environment,4,12679,22.916
E01005294,Barriers to Housing and Services,5,15854,20.751
E01005294,Crime,5,14047,0.16
E01005294,"Education, Skills and Training",5,13562,20.273
E01005294,Employment,4,10499,0.136
E01005294,Health Deprivation and Disability,1,2872,1.236
E01005294,Income Deprivation Affecting Children Index (IDACI),6,18020,0.13
E01005294,Income Deprivation Affecting Older People Index (IDAOPI),4,12579,0.192
E01005294,Income,5,13654,0.138
E01005294,Index of Multiple Deprivation,4,11101,24.56
E01005294,Living Environment,6,18777,14.728
E01005295,Barriers to Housing and Services,5,13733,22.551
E01005295,Crime,6,19460,-0.19
E01005295,"Education, Skills and Training",5,15103,18.079
E01005295,Employment,6,16735,0.095
E01005295,Health Deprivation and Disability,1,3155,1.184
E01005295,Income Deprivation Affecting Children Index (IDACI),4,10754,0.225
E01005295,Income Deprivation Affecting Older People Index (IDAOPI),3,7003,0.276
E01005295,Income,4,12237,0.152
E01005295,Index of Multiple Deprivation,4,12503,22.339
E01005295,Living Environment,5,14579,20.09
E01005296,Barriers to Housing and Services,6,18787,18.415
E01005296,Crime,2,5726,0.757
E01005296,"Education, Skills and Training",10,29741,3.045
E01005296,Employment,4,12618,0.12
E01005296,Health Deprivation and Disability,2,5017,0.922
E01005296,Income Deprivation Affecting Children Index (IDACI),6,19147,0.118
E01005296,Income Deprivation Affecting Older People Index (IDAOPI),2,4751,0.327
E01005296,Income,4,12080,0.154
E01005296,Index of Multiple Deprivation,4,11788,23.42
E01005296,Living Environment,3,8538,30.276
E01005297,Barriers to Housing and Services,3,9683,26.392
E01005297,Crime,2,5661,0.762
E01005297,"Education, Skills and Training",7,19824,12.214
E01005297,Employment,2,5439,0.194
E01005297,Health Deprivation and Disability,2,5873,0.825
E01005297,Income Deprivation Affecting Children Index (IDACI),3,8708,0.26
E01005297,Income Deprivation Affecting Older People Index (IDAOPI),2,4858,0.324
E01005297,Income,2,6318,0.234
E01005297,Index of Multiple Deprivation,3,6738,33.435
E01005297,Living Environment,3,6651,34.723
E01005298,Barriers to Housing and Services,6,17127,19.757
E01005298,Crime,4,11209,0.345
E01005298,"Education, Skills and Training",8,23658,8.276
E01005298,Employment,4,11345,0.129
E01005298,Health Deprivation and Disability,2,4430,0.997
E01005298,Income Deprivation Affecting Children Index (IDACI),4,11780,0.209
E01005298,Income Deprivation Affecting Older People Index (IDAOPI),1,1259,0.463
E01005298,Income,3,8584,0.196
E01005298,Index of Multiple Deprivation,4,10139,26.267
E01005298,Living Environment,2,5927,36.554
E01005299,Barriers to Housing and Services,6,18847,18.373
E01005299,Crime,1,2417,1.126
E01005299,"Education, Skills and Training",7,21952,9.918
E01005299,Employment,4,11698,0.126
E01005299,Health Deprivation and Disability,3,6664,0.743
E01005299,Income Deprivation Affecting Children Index (IDACI),5,13580,0.182
E01005299,Income Deprivation Affecting Older People Index (IDAOPI),2,5496,0.308
E01005299,Income,4,10652,0.17
E01005299,Index of Multiple Deprivation,4,10496,25.649
E01005299,Living Environment,4,11038,25.58
E01005300,Barriers to Housing and Services,5,14163,22.167
E01005300,Crime,2,6125,0.725
E01005300,"Education, Skills and Training",7,20510,11.467
E01005300,Employment,5,15224,0.103
E01005300,Health Deprivation and Disability,3,6785,0.731
E01005300,Income Deprivation Affecting Children Index (IDACI),5,16343,0.149
E01005300,Income Deprivation Affecting Older People Index (IDAOPI),3,9313,0.235
E01005300,Income,4,12625,0.148
E01005300,Index of Multiple Deprivation,4,12253,22.712
E01005300,Living Environment,3,9698,27.994
E01005301,Barriers to Housing and Services,8,23103,14.953
E01005301,Crime,3,6927,0.656
E01005301,"Education, Skills and Training",10,30898,2.057
E01005301,Employment,6,16778,0.095
E01005301,Health Deprivation and Disability,4,10532,0.406
E01005301,Income Deprivation Affecting Children Index (IDACI),8,24517,0.076
E01005301,Income Deprivation Affecting Older People Index (IDAOPI),4,10550,0.217
E01005301,Income,6,17310,0.107
E01005301,Index of Multiple Deprivation,5,14719,19.408
E01005301,Living Environment,1,2586,48.366
E01005302,Barriers to Housing and Services,5,13761,22.522
E01005302,Crime,2,4203,0.909
E01005302,"Education, Skills and Training",6,19028,13.058
E01005302,Employment,3,7449,0.167
E01005302,Health Deprivation and Disability,1,1988,1.409
E01005302,Income Deprivation Affecting Children Index (IDACI),6,18404,0.126
E01005302,Income Deprivation Affecting Older People Index (IDAOPI),1,3094,0.375
E01005302,Income,3,9828,0.179
E01005302,Index of Multiple Deprivation,2,5954,35.502
E01005302,Living Environment,1,1484,54.854
E01005304,Barriers to Housing and Services,4,12973,23.19
E01005304,Crime,1,1844,1.22
E01005304,"Education, Skills and Training",9,28479,4.075
E01005304,Employment,7,22638,0.069
E01005304,Health Deprivation and Disability,2,3608,1.113
E01005304,Income Deprivation Affecting Children Index (IDACI),9,27812,0.055
E01005304,Income Deprivation Affecting Older People Index (IDAOPI),2,6165,0.294
E01005304,Income,7,21437,0.081
E01005304,Index of Multiple Deprivation,4,12380,22.517
E01005304,Living Environment,2,5262,38.345
E01005305,Barriers to Housing and Services,6,19174,18.116
E01005305,Crime,2,4305,0.898
E01005305,"Education, Skills and Training",8,23192,8.719
E01005305,Employment,8,25625,0.058
E01005305,Health Deprivation and Disability,4,13066,0.212
E01005305,Income Deprivation Affecting Children Index (IDACI),4,12862,0.193
E01005305,Income Deprivation Affecting Older People Index (IDAOPI),3,9553,0.232
E01005305,Income,6,16962,0.11
E01005305,Index of Multiple Deprivation,6,17038,16.686
E01005305,Living Environment,3,8172,31.144
E01005306,Barriers to Housing and Services,6,19064,18.209
E01005306,Crime,2,3704,0.962
E01005306,"Education, Skills and Training",10,32723,0.272
E01005306,Employment,9,27984,0.049
E01005306,Health Deprivation and Disability,4,11256,0.349
E01005306,Income Deprivation Affecting Children Index (IDACI),9,28449,0.05
E01005306,Income Deprivation Affecting Older People Index (IDAOPI),6,18126,0.134
E01005306,Income,8,25273,0.062
E01005306,Index of Multiple Deprivation,7,20504,13.158
E01005306,Living Environment,4,11814,24.321
E01005307,Barriers to Housing and Services,6,19259,18.053
E01005307,Crime,2,3997,0.932
E01005307,"Education, Skills and Training",9,26577,5.664
E01005307,Employment,9,28172,0.049
E01005307,Health Deprivation and Disability,4,10381,0.417
E01005307,Income Deprivation Affecting Children Index (IDACI),6,16896,0.142
E01005307,Income Deprivation Affecting Older People Index (IDAOPI),4,12034,0.198
E01005307,Income,7,22212,0.077
E01005307,Index of Multiple Deprivation,6,19486,14.152
E01005307,Living Environment,5,13910,21.07
E01005308,Barriers to Housing and Services,6,19256,18.053
E01005308,Crime,1,2737,1.083
E01005308,"Education, Skills and Training",4,12164,22.552
E01005308,Employment,3,7265,0.169
E01005308,Health Deprivation and Disability,2,3557,1.121
E01005308,Income Deprivation Affecting Children Index (IDACI),1,3222,0.388
E01005308,Income Deprivation Affecting Older People Index (IDAOPI),2,4829,0.325
E01005308,Income,2,5727,0.245
E01005308,Index of Multiple Deprivation,3,6599,33.811
E01005308,Living Environment,5,14311,20.48
E01005309,Barriers to Housing and Services,2,5504,32.077
E01005309,Crime,1,1798,1.229
E01005309,"Education, Skills and Training",9,29498,3.251
E01005309,Employment,9,27128,0.053
E01005309,Health Deprivation and Disability,1,2080,1.39
E01005309,Income Deprivation Affecting Children Index (IDACI),5,15420,0.16
E01005309,Income Deprivation Affecting Older People Index (IDAOPI),2,3651,0.357
E01005309,Income,8,24398,0.066
E01005309,Index of Multiple Deprivation,4,10333,25.918
E01005309,Living Environment,1,1997,51.489
E01005310,Barriers to Housing and Services,2,5583,31.935
E01005310,Crime,2,6262,0.713
E01005310,"Education, Skills and Training",2,3773,46.884
E01005310,Employment,6,18467,0.086
E01005310,Health Deprivation and Disability,1,1712,1.482
E01005310,Income Deprivation Affecting Children Index (IDACI),2,3911,0.368
E01005310,Income Deprivation Affecting Older People Index (IDAOPI),1,2599,0.393
E01005310,Income,4,12718,0.147
E01005310,Index of Multiple Deprivation,3,7307,32.036
E01005310,Living Environment,4,11091,25.49
E01005311,Barriers to Housing and Services,6,16815,19.995
E01005311,Crime,3,6665,0.678
E01005311,"Education, Skills and Training",5,15234,17.895
E01005311,Employment,7,20409,0.078
E01005311,Health Deprivation and Disability,2,4922,0.934
E01005311,Income Deprivation Affecting Children Index (IDACI),3,8361,0.267
E01005311,Income Deprivation Affecting Older People Index (IDAOPI),3,8059,0.256
E01005311,Income,5,15910,0.118
E01005311,Index of Multiple Deprivation,4,12198,22.804
E01005311,Living Environment,2,4755,39.885
E01005312,Barriers to Housing and Services,3,7427,29.158
E01005312,Crime,1,1582,1.272
E01005312,"Education, Skills and Training",4,10710,25.295
E01005312,Employment,8,23593,0.065
E01005312,Health Deprivation and Disability,1,972,1.717
E01005312,Income Deprivation Affecting Children Index (IDACI),1,1946,0.435
E01005312,Income Deprivation Affecting Older People Index (IDAOPI),1,931,0.49
E01005312,Income,6,16659,0.112
E01005312,Index of Multiple Deprivation,3,8133,30.242
E01005312,Living Environment,3,8612,30.112
E01005313,Barriers to Housing and Services,6,16560,20.19
E01005313,Crime,2,5276,0.796
E01005313,"Education, Skills and Training",1,2889,51.568
E01005313,Employment,1,2323,0.254
E01005313,Health Deprivation and Disability,1,761,1.814
E01005313,Income Deprivation Affecting Children Index (IDACI),1,1297,0.467
E01005313,Income Deprivation Affecting Older People Index (IDAOPI),2,4024,0.345
E01005313,Income,1,1991,0.341
E01005313,Index of Multiple Deprivation,1,1990,51.365
E01005313,Living Environment,4,11492,24.83
E01005314,Barriers to Housing and Services,7,20428,17.075
E01005314,Crime,4,11759,0.31
E01005314,"Education, Skills and Training",1,3133,50.169
E01005314,Employment,1,3179,0.233
E01005314,Health Deprivation and Disability,1,454,1.993
E01005314,Income Deprivation Affecting Children Index (IDACI),1,2211,0.422
E01005314,Income Deprivation Affecting Older People Index (IDAOPI),2,3497,0.362
E01005314,Income,1,3261,0.303
E01005314,Index of Multiple Deprivation,1,2873,46.56
E01005314,Living Environment,4,10758,26.088
E01005315,Barriers to Housing and Services,3,9236,26.907
E01005315,Crime,5,13841,0.173
E01005315,"Education, Skills and Training",1,2597,53.327
E01005315,Employment,1,1261,0.29
E01005315,Health Deprivation and Disability,1,149,2.346
E01005315,Income Deprivation Affecting Children Index (IDACI),2,5680,0.323
E01005315,Income Deprivation Affecting Older People Index (IDAOPI),1,2550,0.395
E01005315,Income,1,2562,0.323
E01005315,Index of Multiple Deprivation,1,1637,53.75
E01005315,Living Environment,6,17014,16.774
E01005316,Barriers to Housing and Services,3,8301,28.069
E01005316,Crime,8,23486,-0.47
E01005316,"Education, Skills and Training",2,6412,36.282
E01005316,Employment,3,6588,0.177
E01005316,Health Deprivation and Disability,1,1593,1.511
E01005316,Income Deprivation Affecting Children Index (IDACI),2,4991,0.339
E01005316,Income Deprivation Affecting Older People Index (IDAOPI),3,9391,0.234
E01005316,Income,3,6980,0.222
E01005316,Index of Multiple Deprivation,3,6602,33.805
E01005316,Living Environment,7,22443,11.016
E01005317,Barriers to Housing and Services,5,15499,21.036
E01005317,Crime,7,19845,-0.216
E01005317,"Education, Skills and Training",2,3736,47.033
E01005317,Employment,1,2122,0.26
E01005317,Health Deprivation and Disability,1,436,2.006
E01005317,Income Deprivation Affecting Children Index (IDACI),2,4073,0.364
E01005317,Income Deprivation Affecting Older People Index (IDAOPI),2,4514,0.332
E01005317,Income,2,3911,0.285
E01005317,Index of Multiple Deprivation,1,3070,45.555
E01005317,Living Environment,6,17641,16.03
E01005318,Barriers to Housing and Services,7,20257,17.227
E01005318,Crime,5,13187,0.217
E01005318,"Education, Skills and Training",1,2440,54.395
E01005318,Employment,2,4195,0.214
E01005318,Health Deprivation and Disability,1,241,2.186
E01005318,Income Deprivation Affecting Children Index (IDACI),3,8232,0.27
E01005318,Income Deprivation Affecting Older People Index (IDAOPI),2,5057,0.319
E01005318,Income,2,5559,0.248
E01005318,Index of Multiple Deprivation,2,3559,43.405
E01005318,Living Environment,5,14913,19.64
E01005319,Barriers to Housing and Services,2,6072,31.13
E01005319,Crime,4,10211,0.414
E01005319,"Education, Skills and Training",1,2268,55.559
E01005319,Employment,2,4527,0.208
E01005319,Health Deprivation and Disability,1,1051,1.685
E01005319,Income Deprivation Affecting Children Index (IDACI),1,2950,0.396
E01005319,Income Deprivation Affecting Older People Index (IDAOPI),2,4048,0.344
E01005319,Income,2,3382,0.299
E01005319,Index of Multiple Deprivation,1,2866,46.586
E01005319,Living Environment,4,11908,24.177
E01005320,Barriers to Housing and Services,8,24697,13.665
E01005320,Crime,4,12631,0.254
E01005320,"Education, Skills and Training",1,1643,60.417
E01005320,Employment,1,2914,0.239
E01005320,Health Deprivation and Disability,2,3318,1.158
E01005320,Income Deprivation Affecting Children Index (IDACI),2,6142,0.311
E01005320,Income Deprivation Affecting Older People Index (IDAOPI),2,5162,0.316
E01005320,Income,2,3304,0.301
E01005320,Index of Multiple Deprivation,2,3359,44.225
E01005320,Living Environment,3,7709,32.184
E01005321,Barriers to Housing and Services,8,26064,12.499
E01005321,Crime,1,2298,1.145
E01005321,"Education, Skills and Training",1,794,69.574
E01005321,Employment,1,1557,0.279
E01005321,Health Deprivation and Disability,1,2816,1.246
E01005321,Income Deprivation Affecting Children Index (IDACI),2,5843,0.319
E01005321,Income Deprivation Affecting Older People Index (IDAOPI),2,5274,0.313
E01005321,Income,1,3129,0.306
E01005321,Index of Multiple Deprivation,1,1827,52.344
E01005321,Living Environment,3,8273,30.89
E01005322,Barriers to Housing and Services,8,24710,13.657
E01005322,Crime,1,664,1.539
E01005322,"Education, Skills and Training",1,1471,61.758
E01005322,Employment,1,342,0.355
E01005322,Health Deprivation and Disability,1,305,2.105
E01005322,Income Deprivation Affecting Children Index (IDACI),1,851,0.495
E01005322,Income Deprivation Affecting Older People Index (IDAOPI),1,1268,0.462
E01005322,Income,1,512,0.424
E01005322,Index of Multiple Deprivation,1,321,68.927
E01005322,Living Environment,4,10600,26.361
E01005323,Barriers to Housing and Services,10,29788,8.934
E01005323,Crime,5,15390,0.075
E01005323,"Education, Skills and Training",3,6684,35.501
E01005323,Employment,2,3604,0.225
E01005323,Health Deprivation and Disability,2,3700,1.101
E01005323,Income Deprivation Affecting Children Index (IDACI),1,3092,0.392
E01005323,Income Deprivation Affecting Older People Index (IDAOPI),2,6396,0.289
