Identifier,Title,Description,Currency,Amount Applied For,Amount Awarded,Amount Disbursed,Award Date,URL,Planned Dates:Start Date,Planned Dates:End Date,Planned Dates:Duration (months),Recipient Org:Identifier,Recipient Org:Name,Recipient Org:Charity Number,Recipient Org:Company Number,Recipient Org:Street Address,Recipient Org:City,Recipient Org:County,Recipient Org:Country,Recipient Org:Postal Code,Recipient Org:Description,Recipient Org:Web Address,Beneficiary Location:Name,Beneficiary Location:Country Code,Beneficiary Location:Latitude,Beneficiary Location:Longitude,Beneficiary Location:Geographic Code,Beneficiary Location:Geographic Code Type,Funding Org:Identifier,Funding Org:Name,Funding Org:Department,Grant Programme:Code,Grant Programme:Title,Grant Programme:URL,From an open call?,Related Activity,Last modified,Data Source
360G-traffordmbc-SAL14012,Voluntary Sector Grant to New Way Forward,Ladies and Mens group providing different activities,GBP,,2980,,2014-09-06,,,,12,GB-COH-04783624,New Way Forward,508746,04783624,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2021-04-07T12:00:00Z,https://www.trafforddatalab.io/open_data/grants/
360G-traffordmbc-SAL14015,Voluntary Sector Grant to Trafford Carers Centre,"Our aim is to promote the Carers Choir to the 20,000 un paid Carers living within the Trafford region and to encourage as many Carers as we can to come and socialise within their community and combat some of the isolation that they may encounter due to their caring role, along with promoting the health and wellbeing needs of carers in the area, via our trained caseworker who is in attendance at the regular choir practices.",GBP,,3000,,2014-09-06,,,,12,GB-COH-04695523,Trafford Carers Centre,1102075,04695523,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2020-11-11T12:00:00Z,https://www.trafforddatalab.io/open_data/grants/
360G-traffordmbc-SAL14018,Voluntary Sector Grant to Confidence After Cancer,"We will provide weekly group coaching sessions, starting in October in Sale consisting of meetings where we will support women to work on their own recovery plan to wellbeing. They will set their own goals, which typically may be: returning to work, changing their job, volunteering, losing weight, improving fitness levels, taking responsibility for their own health and wellbeing, improving their diet, doing more exercise ,  joining community groups",GBP,,1700,,2014-09-06,,,,12,360G-trafford-confidence_after_cancer,Confidence After Cancer,,,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2020-11-11T12:00:00Z,https://www.trafforddatalab.io/open_data/grants/
360G-traffordmbc-SAL14023,Voluntary Sector Grant to Sale Arts Trail,"In 2014 we organised our first event to high public and artistic praise, over the weekend of the 11-13th July we opened The Waterside Arts Centre, 4 local cafes and 6 local artist's studios to the public. Over this weekend more than 250 people came to the preview at the Waterside on the Friday night and more than 600 came to the artist's studios and cafes around Sale on the Saturday and Sunday.",GBP,,2935,,2014-09-06,,,,12,360G-trafford-sale_arts_trail,Sale Arts Trail,,,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2020-11-11T12:00:00Z,https://www.trafforddatalab.io/open_data/grants/
360G-traffordmbc-SAL14027,Voluntary Sector Grant to Sale West Amateur Boxing Club,"We would like to purchase  equipment, e.g. sparring gloves, bag gloves, skipping ropes, protective head guard's, electronic timer, groin protectors, coaching pads and a  coach body blaster protector.  We would be able to offer a wider variety of improved exercises and drills for the young boxers both male and female on an individual bases, also the interest in boxing for young girls is becoming more popular",GBP,,2888.4,,2014-09-06,,,,12,360G-trafford-sale_west_amateur_boxing_club,Sale West Amateur Boxing Club,,,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2020-11-11T12:00:00Z,https://www.trafforddatalab.io/open_data/grants/
360G-traffordmbc-SAL14032,Voluntary Sector Grant to Manor Court Social Group,"We provide a service to over 60s living in assisted housing and local area, including social activities and help. At present Trafford Housing Trust are modernising our communal lounge- we need some items which they are not supplying to help us go forward with our aims. We would like a music centre so that we can have afternoon tea, some games or a dartboard for a games afternoon. For the opening of the new lounge we would like a singer for our special afternoon tea.",GBP,,300,,2014-09-06,,,,12,360G-trafford-manor_court_social_group,Manor Court Social Group,,,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2020-11-11T12:00:00Z,https://www.trafforddatalab.io/open_data/grants/
360G-traffordmbc-VSG16001,Voluntary Sector Grant to Friends of Ashton Park,Improve hedging to ensure children and animals are safe whilst in the park,GBP,,990,,2016-06-19,,,,12,360G-trafford-friends_of_ashton_park,Friends of Ashton Park,,,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2021-04-07T12:00:00Z,https://www.trafforddatalab.io/open_data/grants/
360G-traffordmbc-VSG16002,Voluntary Sector Grant to Friends of the Bridgewater Canal,Restore flower beds near Whites Bridge and improve benches,GBP,,525,,2016-06-19,,,,12,360G-trafford-friends_of_the_bridgewater_canal,Friends of the Bridgewater Canal,,,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2021-04-07T12:00:00Z,https://www.trafforddatalab.io/open_data/grants/
360G-traffordmbc-VSG16003,Voluntary Sector Grant to Sale Arts Trail,Commission a local illustrator to paint a mural on a wall at Bean and Brush café,GBP,,996.51,,2016-06-19,,,,12,360G-trafford-sale_arts_trail,Sale Arts Trail,,,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2021-04-07T12:00:00Z,https://www.trafforddatalab.io/open_data/grants/
360G-traffordmbc-VSG16004,Voluntary Sector Grant to Sale Wombles,Supporting associated groups such as Waterpark Wombles who organise litter picks  ,GBP,,724,,2016-06-19,,,,12,360G-trafford-sale_wombles,Sale Wombles,,,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2021-04-07T12:00:00Z,https://www.trafforddatalab.io/open_data/grants/
360G-traffordmbc-VSG16005,Voluntary Sector Grant to Trafford Carers Centre,Fund the Carers Choir for the next 12 months and market the group to other carers living in Trafford,GBP,,1300,,2016-06-19,,,,12,GB-COH-04695523,Trafford Carers Centre,1102075,04695523,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2021-04-07T12:00:00Z,https://www.trafforddatalab.io/open_data/grants/
360G-traffordmbc-VSG16006,Voluntary Sector Grant to New Way Forward,To exhibit works from the twice weekly free arts and crafts classes,GBP,,1000,,2016-06-19,,,,12,GB-COH-04783624,New Way Forward,508746,04783624,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2021-04-07T12:00:00Z,https://www.trafforddatalab.io/open_data/grants/
360G-traffordmbc-VSG16007,Voluntary Sector Grant to We Are Sale Moor Community Interest Company,Funding for a licence and  folding chairs to set up a pop up cinema,GBP,,1500,,2016-06-19,,,,12,GB-COH-10158145,We Are Sale Moor Community Interest Company,,10158145,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2021-04-07T12:00:00Z,https://www.trafforddatalab.io/open_data/grants/
360G-traffordmbc-VSG16008,Voluntary Sector Grant to Centre for Independent Living,Convert a patch of land into a more attractive public space,GBP,,1485,,2016-06-19,,,,12,GB-COH-07859780,Centre for Independent Living,1145800,07859780,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2021-04-07T12:00:00Z,https://www.trafforddatalab.io/open_data/grants/
360G-traffordmbc-VSG16009,Voluntary Sector Grant to Friends of Brentwood School Association,Specialist cycle equipment for those with physical and learning disabilities,GBP,,1495,,2016-06-19,,,,12,360G-trafford-friends_of_brentwood_school_association,Friends of Brentwood School Association,,,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2021-04-07T12:00:00Z,https://www.trafforddatalab.io/open_data/grants/
360G-traffordmbc-VSG16010,Voluntary Sector Grant to Sale Central Scout Group,Funding to refurbish the toilets in Woodbourne Road Scout Hut ,GBP,,1500,,2016-06-19,,,,12,GB-CHC-520239,Sale Central Scout Group,520239,,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2021-04-07T12:00:00Z,https://www.trafforddatalab.io/open_data/grants/
360G-traffordmbc-VSG16011,Voluntary Sector Grant to Two by Two,Funding for three community events in Sale as part of the Sale Arts Zoo,GBP,,1500,,2016-06-19,,,,12,360G-trafford-two_by_two,Two by Two,,,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2021-04-07T12:00:00Z,https://www.trafforddatalab.io/open_data/grants/
360G-traffordmbc-VSG16012,Voluntary Sector Grant to Wellbeing Wednesday CIC,16 week programme of health and wellbeing activity at Sale West Community Centre ,GBP,,1440,,2016-06-19,,,,12,GB-COH-09926948,Wellbeing Wednesday CIC,,09926948,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2021-04-07T12:00:00Z,https://www.trafforddatalab.io/open_data/grants/
360G-traffordmbc-VSG16013,Voluntary Sector Grant to Old Trafford Community Allotment,Promoting wellbeing through social engagement and creative opportunities at the allotment,GBP,,512,,2016-06-25,,,,12,360G-trafford-old_trafford_community_allotment,Old Trafford Community Allotment,,,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2021-04-07T12:00:00Z,https://www.trafforddatalab.io/open_data/grants/
360G-traffordmbc-VSG16014,Voluntary Sector Grant to Smallwords,Weekly creative writing workshops and supporting writing projects,GBP,,1390,,2016-06-25,,,,12,360G-trafford-smallwords,Smallwords,,,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2021-04-07T12:00:00Z,https://www.trafforddatalab.io/open_data/grants/
360G-traffordmbc-VSG16015,Voluntary Sector Grant to Tree Things Trafford,Free wood work sessions for families in Timperley,GBP,,1500,,2016-06-25,,,,12,360G-trafford-tree_things_trafford,Tree Things Trafford,,,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2021-04-07T12:00:00Z,https://www.trafforddatalab.io/open_data/grants/
360G-traffordmbc-VSG16016,Voluntary Sector Grant to G-Force,Weekly Community Art and Social Therapy Class for local adults ,GBP,,2500,,2016-06-25,,,,12,GB-CHC-1110767,G-Force,1110767,,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2021-04-07T12:00:00Z,https://www.trafforddatalab.io/open_data/grants/
360G-traffordmbc-VSG16017,Voluntary Sector Grant to Altrincham Baptist Church,Deliver Eat Well for Less workshops to families in Altrincham,GBP,,1258,,2016-06-25,,,,12,GB-CHC-1130343,Altrincham Baptist Church,1130343,,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2021-04-07T12:00:00Z,https://www.trafforddatalab.io/open_data/grants/
360G-traffordmbc-VSG16018,Voluntary Sector Grant to Art with a Heart,To run free mosaic workshops to create Poppy Mosaic boxes,GBP,,1104,,2016-06-25,,,,12,GB-CHC-1159034,Art with a Heart,1159034,,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2021-04-07T12:00:00Z,https://www.trafforddatalab.io/open_data/grants/
360G-traffordmbc-VSG16019,Voluntary Sector Grant to Seed Studios,Set a up a local group to encourage people to use the studios to improve mental health and wellbeing ,GBP,,2250,,2016-06-25,,,,12,360G-trafford-seed_studios,Seed Studios,,,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2021-04-07T12:00:00Z,https://www.trafforddatalab.io/open_data/grants/
360G-traffordmbc-VSG16020,Voluntary Sector Grant to Trafford Carers Centre,"Weekly garden project in Gorse Hill to help improve physical, social, mental and emotional wellbeing",GBP,,1596,,2016-06-25,,,,12,GB-COH-04695523,Trafford Carers Centre,1102075,04695523,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2021-04-07T12:00:00Z,https://www.trafforddatalab.io/open_data/grants/
360G-traffordmbc-VSG16021,Voluntary Sector Grant to Genesis Sale Moor CiC,Food Safety & Hygiene Training Level 2 course for volunteers at the Genesis Coffee Bar,GBP,,414,,2016-06-25,,,,12,GB-COH-06023117,Genesis Sale Moor CiC,,06023117,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2021-04-07T12:00:00Z,https://www.trafforddatalab.io/open_data/grants/
360G-traffordmbc-VSG16022,Voluntary Sector Grant to St Johns Centre,"Two week Summer School for children offering activities, lunches and trip out",GBP,,1800,,2016-06-25,,,,12,GB-COH-07597525,St Johns Centre,1146058,07597525,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2021-04-07T12:00:00Z,https://www.trafforddatalab.io/open_data/grants/
360G-traffordmbc-VSG16023,Voluntary Sector Grant to Our Altrincham,To redesign and reinvigorate a public green space for public use,GBP,,2400,,2016-06-25,,,,12,GB-COH-08285266,Our Altrincham,,08285266,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2021-04-07T12:00:00Z,https://www.trafforddatalab.io/open_data/grants/
360G-traffordmbc-VSG16024,Voluntary Sector Grant to BHA for Equality,Project helping asylum seekers / refugee women living with HIV to recover and regain control of their lives,GBP,,1012.67,,2016-06-25,,,,12,GB-COH-03818058,BHA for Equality,1079727,03818058,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2021-04-07T12:00:00Z,https://www.trafforddatalab.io/open_data/grants/
360G-traffordmbc-VSG16025,Voluntary Sector Grant to Blues Community Cafe,Project to run a series of 6 cookery workshops over the coming year focusing on cooking on a budget; healthy eating and nutrition.,GBP,,1450,,2016-06-25,,,,12,360G-trafford-blues_community_cafe,Blues Community Cafe,,,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2021-04-07T12:00:00Z,https://www.trafforddatalab.io/open_data/grants/
360G-traffordmbc-VSG16026,Voluntary Sector Grant to Broadheath Community Association,Panto Event at Broadheath Primary School,GBP,,750,,2016-06-25,,,,12,360G-trafford-broadheath_community_association,Broadheath Community Association,,,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2021-04-07T12:00:00Z,https://www.trafforddatalab.io/open_data/grants/
360G-traffordmbc-VSG16027,Voluntary Sector Grant to Cafe Sci,Set up two groups; one is to help isolated older people come together and the otheris for younger children and carers t in the school holiday,GBP,,2019,,2016-06-25,,,,12,360G-trafford-cafe_sci,Cafe Sci,,,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2021-04-07T12:00:00Z,https://www.trafforddatalab.io/open_data/grants/
360G-traffordmbc-VSG16028,Voluntary Sector Grant to City Year UK,Seven volunteers will lead and deliver Breakfast Clubs for the whole school population of 800 students at Stretford High School. ,GBP,,2000,,2016-06-25,,,,12,GB-COH-06965846,City Year UK,1131350,06965846,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2021-04-07T12:00:00Z,https://www.trafforddatalab.io/open_data/grants/
360G-traffordmbc-VSG16029,Voluntary Sector Grant to Collaborative Women UK,Delivering ‘Independent Women’ training programmes plus outreach to help vulnerable women,GBP,,2000,,2016-06-25,,,,12,GB-COH-09085624,Collaborative Women UK CIC,,09085624,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2021-04-07T12:00:00Z,https://www.trafforddatalab.io/open_data/grants/
360G-traffordmbc-VSG16030,Voluntary Sector Grant to Footlights,"Engaging children and young people in dance, drama and singing",GBP,,1820,,2016-06-25,,,,12,GB-COH-07363900,Footlights,,07363900,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2021-04-07T12:00:00Z,https://www.trafforddatalab.io/open_data/grants/
360G-traffordmbc-VSG16031,Voluntary Sector Grant to Friends of De Quincey Park,Purchase equipment for the Park to allow more events to take place and encourage resident volunteering,GBP,,2005,,2016-06-25,,,,12,360G-trafford-friends_of_de_quincey_park,Friends of De Quincey Park,,,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2021-04-07T12:00:00Z,https://www.trafforddatalab.io/open_data/grants/
360G-traffordmbc-VSG16032,Voluntary Sector Grant to LifeChurch,"Funding for materials needed at a Community Garden, providing a practical, positive way to draw community together",GBP,,1080,,2016-06-25,,,,12,GB-COH-05392860,LifeChurch,1111303,05392860,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2021-04-07T12:00:00Z,https://www.trafforddatalab.io/open_data/grants/
360G-traffordmbc-VSG16033,Voluntary Sector Grant to Out there supporting families of prisoners,"Enabling continuation of Family Days project, to provide activities and refreshments for children within families of prisoners",GBP,,841.8,,2016-06-25,,,,12,360G-trafford-out_there_supporting_families_of_prisoners,Out there supporting families of prisoners,,,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2021-04-07T12:00:00Z,https://www.trafforddatalab.io/open_data/grants/
360G-traffordmbc-VSG16034,"Voluntary Sector Grant to Parents, teachers and friends of Gorse Hill Primary School","Using PTA allotment to reduce social isolation and encourage children to learn about nature, developing year round outdoor learning/social growing space.",GBP,,1997.53,,2016-06-25,,,,12,360G-trafford-parents_teachers_and_friends_of_gorse_hill_primary_school,"Parents, teachers and friends of Gorse Hill Primary School",,,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2021-04-07T12:00:00Z,https://www.trafforddatalab.io/open_data/grants/
360G-traffordmbc-VSG16035,Voluntary Sector Grant to The Aim Sky High Company,Project dance class camp for children helping to understand what it takes to be a professional dancer.,GBP,,2000,,2016-06-25,,,,12,GB-COH-09238896,The Aim Sky High Company,,09238896,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2021-04-07T12:00:00Z,https://www.trafforddatalab.io/open_data/grants/
360G-traffordmbc-VSG16036,Voluntary Sector Grant to Trafford Community Media Ltd,Community involvement project and is designed to encourage and support isolated marginalised people and the wider community to get involved in the Trafford sounds,GBP,,2410,,2016-06-25,,,,12,GB-COH-08119275,Trafford Community Media Ltd,,08119275,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2021-04-07T12:00:00Z,https://www.trafforddatalab.io/open_data/grants/
360G-traffordmbc-VSG16037,Voluntary Sector Grant to Trafford Veterans,"Project to help Armed Forces Veterans, members of the emergency services and their families by providing peer support activities",GBP,,1890,,2016-06-25,,,,12,GB-COH-12727472,Trafford Veterans,,12727472,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2021-04-07T12:00:00Z,https://www.trafforddatalab.io/open_data/grants/
360G-traffordmbc-VSG16038,Voluntary Sector Grant to Chainlink Community Cycles CIC,Bling Your Bike - bike maintenance sessions with families and young people,GBP,,1465,,2016-07-02,,,,12,GB-COH-09073396,Chainlink Community Cycles CIC,,09073396,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2021-04-07T12:00:00Z,https://www.trafforddatalab.io/open_data/grants/
360G-traffordmbc-VSG16039,Voluntary Sector Grant to Cheeky Cherubs Play and Learning Centre,Funding for two Youth Workers to run the Higher Road Youth Club over a 6 month period,GBP,,4680,,2016-07-02,,,,12,GB-COH-08814780,Cheeky Cherubs Play and Learning Centre,,08814780,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2021-04-07T12:00:00Z,https://www.trafforddatalab.io/open_data/grants/
360G-traffordmbc-VSG16040,Voluntary Sector Grant to Delamere Toy Library,Enhance the outside space to teach children and volunteers about gardening and nature,GBP,,1921,,2016-07-02,,,,12,360G-trafford-delamere_toy_library,Delamere Toy Library,,,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2021-04-07T12:00:00Z,https://www.trafforddatalab.io/open_data/grants/
360G-traffordmbc-VSG16041,Voluntary Sector Grant to Flixton Swim Team,New swimming group in Partington providing 2 swimming sessions per week  for children,GBP,,3070,,2016-07-02,,,,12,360G-trafford-flixton_swim_team,Flixton Swim Team,,,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2021-04-07T12:00:00Z,https://www.trafforddatalab.io/open_data/grants/
360G-traffordmbc-VSG16042,Voluntary Sector Grant to Moss Lane Rovers,Set up a new girl’s Football Club in Partington to improve health and wellbeing ,GBP,,3900,,2016-07-02,,,,12,360G-trafford-moss_lane_rovers,Moss Lane Rovers,,,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2021-04-07T12:00:00Z,https://www.trafforddatalab.io/open_data/grants/
360G-traffordmbc-VSG16043,Voluntary Sector Grant to Sport Works Cheshire CIC,Project to provide swimming and activity sessions for 16 disabled young people in Partington,GBP,,4964,,2016-07-02,,,,12,GB-COH-09534148,Sport Works Cheshire CIC,,09534148,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2021-04-07T12:00:00Z,https://www.trafforddatalab.io/open_data/grants/
360G-traffordmbc-VSG-UP-17001,Voluntary Sector Grant to High-Functioning Trafford,Committed to ensuring that children and young people affected by Autism Spectrum Disorder can access the kind of physical activities that other children take for granted.,GBP,,1830,,2017-06-10,,,,12,360G-trafford-high-functioning_trafford,High-Functioning Trafford,,,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2020-11-11T12:00:00Z,https://www.trafforddatalab.io/open_data/grants/
360G-traffordmbc-VSG-UP-17002,Voluntary Sector Grant to Charisma Stars Dance Group,To help engage more young people to participating in their dance sessions,GBP,,500,,2017-06-10,,,,12,360G-trafford-charisma_stars_dance_group,Charisma Stars Dance Group,,,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2020-11-11T12:00:00Z,https://www.trafforddatalab.io/open_data/grants/
360G-traffordmbc-VSG-UP-17003,Voluntary Sector Grant to Flixton Infant School PTA,To transform an unused area of grass and scrub land into an exciting outdoor exploration and discovery area,GBP,,3000,,2017-06-10,,,,12,360G-trafford-flixton_infant_school_pta,Flixton Infant School PTA,,,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2020-11-11T12:00:00Z,https://www.trafforddatalab.io/open_data/grants/
360G-traffordmbc-VSG-UP-17004,Voluntary Sector Grant to Gendai Martial Arts,A variety of children's classes to teach martial arts and simple motor skills to help develop coordination and improve behaviour.,GBP,,1944,,2017-06-10,,,,12,360G-trafford-gendai_martial_arts,Gendai Martial Arts,,,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2020-11-11T12:00:00Z,https://www.trafforddatalab.io/open_data/grants/
360G-traffordmbc-VSG-UP-17005,Voluntary Sector Grant to Love Partington,To deliver free physical activities for children and young people throughout the 2017 school summer holidays.,GBP,,2440,,2017-06-10,,,,12,360G-trafford-love_partington,Love Partington,,,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2020-11-11T12:00:00Z,https://www.trafforddatalab.io/open_data/grants/
