name,address,postcode,lad16nm,lat,lon,precision
Stockport Medical Group,"1-3 Avondale Road, Edgeley, Stockport",SK3 9NX,Stockport,53.4015662,-2.183374,Address and postcode
St Gabriel's Medical Centre,"4 Bishops Road, Prestwich, Manchester",M25 0HT,Bury,53.521594,-2.2657854,Address and postcode
Wellfield Medical Centre,"55 Crescent Road, Crumpsall, Manchester",M8 9JT,Manchester,53.5123875,-2.2412635,Address and postcode
Heaton Mersey Medical Practice,"460 Didsbury Road, Heaton Mersey, Stockport",SK4 3BT,Stockport,53.4126251,-2.2031288,Address and postcode
The Dawes Family Practice,"83 Spotland Road, Rochdale",OL12 6RX,Rochdale,53.6207722,-2.1737839,Address and postcode
Shanti Medical Centre,"160 St Helens Road, Bolton",BL3 3PH,Bolton,53.56339465,-2.45137710378716,Address and postcode
Barlow Medical Centre,"828 Wilmslow Road, Didsbury, Manchester",M20 2RN,Manchester,53.4104004,-2.220794,Address and postcode
Dr Ngan and Partners,"The Vallance Centre, Brunswick Street, Manchester",M13 9UJ,Manchester,53.4698765,-2.22458610952956,Address and postcode
Adswood Road Surgery,"270 Adswood Road, Adswood, Stockport",SK3 8PN,Stockport,53.3877839,-2.1711153,Address and postcode
Gorton Medical Centre,"46 Wellington Street, Gorton, Manchester",M18 8LJ,Manchester,53.4628816,-2.1712619,Address and postcode
Standish Medical Practice,"49 High Street, Wigan",WN6 0HD,Wigan,53.5847104,-2.6607928,Address and postcode
Peterloo Medical Centre,"133-137 Manchester Old Road, Middleton, Manchester",M24 4DZ,Rochdale,53.5448959,-2.2193528,Address and postcode
Florence House Medical Practice,"Ashton Old Road,, Higher Openshaw,, Manchester",M11 1JG,Manchester,53.4742775,-2.1985651,Address and postcode
Shevington Surgery,"The Surgery, Houghton Lane, Shevington, Wigan",WN6 8ET,Wigan,53.59292715,-2.77282993952538,Address and postcode
Dr Stockton & Dr Thompson,"Clough Street,, Middleton,, Manchester",M24 2YJ,Rochdale,53.5567643,-2.1875622,Address and postcode
Langworthy Medical Practice,"250 Langworthy Road, Salford",M6 5WW,Salford,53.48979575,-2.29459731317714,Address and postcode
Heald Green Health Centre 1,"Finney Lane, Heald Green, Cheadle",SK8 3JD,Stockport,53.3708861,-2.2389137,Address and postcode
The Chandler Surgery,"Chandler House, Worsley Mesnes Health Centre, Poolstock Lane, Wigan",WN3 5HL,Wigan,53.4741945,-2.5674187,Address and postcode
King Street Medical Centre,"96-98 King Street, Dukinfield",SK16 4JZ,Tameside,53.4806191,-2.0941041,Address and postcode
Northern Moor Medical Practice,"216 Wythenshawe Road, Northern Moor, Manchester",M23 0PH,Manchester,53.4075754,-2.2943827,Address and postcode
Firsway Health Centre,"121 Firsway, Sale",M33 4BR,Trafford,53.4196615,-2.3606551,Address and postcode
The Northenden Group Practice,"489 Palatine Road, Northenden, Manchester",M22 4DH,Manchester,53.4125337,-2.252732,Address and postcode
The Arch Medical Practice,"175 Royce Road, Hulme, Manchester",M15 5TJ,Manchester,53.467782,-2.24953388997304,Address and postcode
Denton Medical Practice,"100 Ashton Road, Denton, Manchester",M34 3JE,Tameside,53.4375309,-2.1173563,Address and postcode
Walkden Medical Practice,"2 Hodge Road, Worsley, Manchester",M28 3AT,Salford,53.5222867,-2.3969307,Address and postcode
Gatley Group Practice,"Old Hall Road, Gatley, Cheadle",SK8 4DG,Stockport,53.394124,-2.2349436,Address and postcode
Marple Bridge Surgery,"Town Street, Marple Bridge, Stockport",SK6 5AA,Stockport,53.4007003,-2.0535366,Address and postcode
Spring View Medical Centre,"Mytham Road, Little Lever, Bolton",BL3 1HQ,Bolton,53.5584125,-2.3696775,Address and postcode
Unsworth Medical Centre,"Parr Lane, Unsworth, Bury",BL9 8JR,Bury,53.556766,-2.2795258,Address and postcode
Garnet Fold Practice,"374-376 St Helens Road, Bolton",BL3 3RR,Bolton,53.5564921,-2.4661133,Address and postcode
Bredbury Medical Centre,"1 Auburn Avenue, Bredbury, Stockport",SK6 2AH,Stockport,53.42287135,-2.11398748949573,Address and postcode
Tame Valley Medical Centre,"Glebe Street, Ashton Under Lyne",OL6 6HD,Tameside,53.4088154,-2.1450812,Address and postcode
IntraHealth Marsh Green,"Harrow Road, Wigan",WN5 0QL,Wigan,53.548968,-2.666947,Address and postcode
Lower Ince & Platt Bridge Medical Practice,"Rivington Avenue, Platt Bridge, Wigan",WN2 5NG,Wigan,53.5224885,-2.5961786,Address and postcode
IntraHealth Leigh Sports Village Practice,"Leigh Stadium, Sale Way, Leigh Sports Village, Leigh",WN7 4JY,Wigan,53.4897633,-2.53015414020958,Address and postcode
Alvanley Family Practice,"Woodley Health Centre, Hyde Road, Woodley, Stockport",SK6 1ND,Stockport,53.4263337,-2.09967573633122,Address and postcode
Town Hall Surgery,"112 King Street, Dukinfield",SK16 4LD,Tameside,53.4806191,-2.0941041,Address and postcode
Albion Medical Practice,"1 Albion Street, Ashton Under Lyne",OL6 6HF,Tameside,53.5426899,-2.1139952,Address and postcode
Fig Tree Medical Practice,"Farnworth Health Centre 1, Frederick Street, Farnworth, Bolton",BL4 9AH,Bolton,53.54601105,-2.39779412242283,Address and postcode
Dr Samuel Levenson,"6-8 Limefield Road,, Salford",M7 4LZ,Salford,53.5159669,-2.2622855,Address and postcode
Market Street Medical Practice,"76 Market Street, Droylsden, Manchester",M43 6DE,Tameside,53.4768169,-2.1483888,Address and postcode
Stonefield Street Surgery,"Stonefield Street, Milnrow, Rochdale",OL16 4JQ,Rochdale,53.6085124,-2.1088058,Address and postcode
St Andrews Medical Centre 3,"30 Russell Street, Eccles, Manchester",M30 0NU,Salford,53.4850193,-2.3398832,Address and postcode
The Brooke Surgery,"20 Market Street, Hyde",SK14 1AT,Tameside,53.4564277,-2.0115012,Address and postcode
Bracondale Medical Centre,"141 Buxton Road, Heaviley, Stockport",SK2 6EQ,Stockport,53.3866467,-2.1317692,Address and postcode
York House Surgery,"19 York Street, Heywood",OL10 4NN,Rochdale,53.5934679,-2.217352,Address and postcode
Spring Lane Surgery,"15-17 Spring Lane, Radcliffe, Manchester",M26 2TQ,Bury,53.5628689,-2.3270258,Address and postcode
Bodmin Road Health Centre,"Bodmin Road,, Sale",M33 5JH,Trafford,53.4280037,-2.3520163,Address and postcode
"Drs Chiu, Koh and Gan","The Vallance Centre, Brunswick Street, Manchester",M13 9UJ,Manchester,53.4698765,-2.22458610952956,Address and postcode
Archwood Medical Practice,"Woodley Health Centre, Hyde Road, Woodley, Stockport",SK6 1ND,Stockport,53.4263337,-2.09967573633122,Address and postcode
The Village Surgery,"31 Bramhall Lane South, Bramhall, Stockport",SK7 2DN,Stockport,53.3591379,-2.1646893,Address and postcode
Mocha Parade Medical Practice,"The Surgery, 4-5 Mocha Parade, Salford",M7 1QE,Salford,53.4169284,-2.3101255,Address and postcode
Cornerstone Surgery,"469 Chorley Old Road, Bolton",BL1 6AH,Bolton,53.5884813,-2.4578103,Address and postcode
Gordon Street Medical Centre,"171 Mossley Road, Ashton Under Lyne",OL6 6NE,Tameside,53.529192,-2.0369914,Address and postcode
Altrincham Medical Practice,"Lloyd House, 7 Lloyd Street, Altrincham",WA14 2DD,Trafford,53.3843779,-2.3489473,Address and postcode
Clarendon Medical Centre,"Clarendon Street, Hyde",SK14 2AQ,Tameside,53.4200701,-2.1587487,Address and postcode
The Borchardt Medical Centre,"62 Whitchurch Road, Withington, Manchester",M20 1EB,Manchester,53.4344896,-2.2394375,Address and postcode
Washway Road Medical Centre,"67 Washway Road, Sale",M33 7SS,Trafford,53.4219361,-2.3293442,Address and postcode
Knowsley Medical Centre,"9-11 Knowsley Street, Bury",BL9 0ST,Bury,53.5888714,-2.3006244,Address and postcode
Surrey Lodge Group Practice,"11 Anson Road, Victoria Park, Manchester",M14 5BY,Manchester,53.4580327,-2.2187999,Address and postcode
New Collegiate Medical Centre,"407 Cheetham Hill Road, Cheetham, Manchester",M8 0DA,Manchester,53.508326,-2.2418833,Address and postcode
Kearsley Medical Centre,"Jackson Street, Kearsley, Bolton",BL4 8EP,Bolton,53.5459212,-2.4006029,Address and postcode
Kingsway Medical Practice,"720 Burnage Lane, Manchester",M19 1UG,Manchester,53.4202423,-2.21260479374105,Address and postcode
Cheadle Medical Practice,"1-5 Ashfield Crescent, Cheadle",SK8 1BH,Stockport,53.393873,-2.2140262,Address and postcode
Bramhall Health Centre,"66 Bramhall Lane South, Bramhall, Stockport",SK7 2DY,Stockport,53.3600836,-2.16305304514497,Address and postcode
Spring House Surgery,"555 Chorley Old Road, Bolton",BL1 6AF,Bolton,53.5904584,-2.4758542,Address and postcode
Newton Heath Medical Centre,"Newton Heath Health Centre, 2 Old Church Street, Manchester",M40 2JF,Manchester,53.5022951,-2.18430057024905,Address and postcode
Park View Medical Centre,"66 Delaunays Road, Crumpsall, Manchester",M8 4RF,Manchester,53.5192402,-2.2307467,Address and postcode
St Mary's Medical Centre,"Rock Street, Oldham",OL1 3UL,Oldham,53.5436062,-2.1081356,Address and postcode
Tregenna Group Practice,"Portway, Woodhouse Park, Wythenshawe, Manchester",M22 0EP,Manchester,53.3727105,-2.2578768,Address and postcode
Beech Hill Medical Practice,"278 Gidlow Lane, Beech Hill, Wigan",WN6 7PD,Wigan,53.5601548,-2.645741,Address and postcode
The Dunstan Partnership,"Breightmet Health Centre,, Breightmet Fold Lane, Breightmet,, Bolton",BL2 6NT,Bolton,53.5820119,-2.3841409,Address and postcode
Marple Cottage Surgery,"50 Church Street, Marple, Stockport",SK6 6BW,Stockport,53.4245227,-2.1039595,Address and postcode
Levenshulme Medical Practice,"Levenshulme Health Centre, Dunstable Street, Levenshulme, Manchester",M19 3BX,Manchester,53.44629835,-2.18864938395036,Address and postcode
Davyhulme Medical Centre,"130 Broadway, Davyhulme, Urmston, Manchester",M41 7WJ,Trafford,53.4595472,-2.3659531,Address and postcode
Marple Medical Practice,"50 Stockport Road, Marple, Stockport",SK6 6AB,Stockport,53.3964082,-2.0831193,Address and postcode
Kildonan House,"Ramsbottom Road, Horwich, Bolton",BL6 5NW,Bolton,53.5956794,-2.5441745,Address and postcode
Springfield House,"275 Huddersfield Road, Oldham",OL4 2RJ,Oldham,53.5446052,-2.0964867,Address and postcode
Ladybarn Group Practice,"54 Briarfield Road, Withington, Manchester",M20 4SS,Manchester,53.4300201,-2.2134483,Address and postcode
Irlam Clinic,"125 Liverpool Road, Irlam, Manchester",M44 6DP,Salford,53.4393448,-2.4265523,Address and postcode
Ordsall Health Surgery,"118 Phoebe Street, Ordsall, Salford",M5 3PH,Salford,53.4741919,-2.2820176,Address and postcode
Harwood Medical Centre,"Harwood Medical Centre, Hough Fold Way, Harwood, Bolton",BL2 3HQ,Bolton,53.6040379,-2.3980497,Address and postcode
Mauldeth Medical Centre,"112 Mauldeth Road, Fallowfield, Manchester",M14 6SQ,Manchester,53.4344964,-2.2121676,Address and postcode
Dr BN Macdonald & Partners,"68 Barrington Road, Altrincham",WA14 1JB,Trafford,53.3910818,-2.3476744,Address and postcode
Dr Hampson & Partners,"9 Brandlesholme Road, Greenmount, Bury",BL8 4DR,Bury,53.6248477,-2.3367287,Address and postcode
Stable Fold Surgery,"119 Church Street, Westhoughton, Bolton",BL5 3SF,Bolton,53.5527459,-2.5238504,Address and postcode
Yorkshire Street Surgery,"188-190 Yorkshire Street, Rochdale",OL16 2DN,Rochdale,53.6195912,-2.1546665,Address and postcode
Brookmill Medical Centre,"College Street, Leigh",WN7 2RB,Wigan,53.4961099,-2.5088875,Address and postcode
Grosvenor Medical Centre,"62 Grosvenor Street, Stalybridge",SK15 1RZ,Tameside,53.4571595,-2.120998,Address and postcode
Drs Joseph Borg-Costanzi/Ian Gilani/Brian Rhodes,"Monton Medical Centre, Canal Side, Monton Green, Eccles, Manchester",M30 8AR,Salford,53.49177885,-2.35694675770014,Address and postcode
Flixton Road Medical Centre,"132 Flixton Road, Urmston, Manchester",M41 5BG,Trafford,53.4357995,-2.3868143,Address and postcode
Didsbury Medical Centre,"645 Wilmslow Road, Didsbury, Manchester",M20 6BA,Manchester,53.4104004,-2.220794,Address and postcode
The Smithy Surgery,"4 Market Street, Hollingworth, Hyde",SK14 8LN,Tameside,53.4635163,-1.990659,Address and postcode
West Point Medical Centre,"167 Slade Lane, Manchester",M19 2AF,Manchester,53.4500356,-2.1974074,Address and postcode
The Park Medical Centre,"434 Altrincham Road, Baguley, Wythenshaw, Manchester",M23 9AB,Manchester,53.4009301,-2.3012227,Address and postcode
Healey Surgery,"Whitworth Road, Rochdale",OL12 0SN,Rochdale,53.6393849,-2.174885,Address and postcode
The Avenue Medical Centre,"51-53 Victoria Avenue, Blackley, Manchester",M9 6BA,Manchester,53.533111,-2.2443684,Address and postcode
West Timperley Medical Centre,"21 Dawson Road, West Timperley, Altrincham",WA14 5PF,Trafford,53.4020668,-2.3531341,Address and postcode
Pennine Medical Centre,"193 Manchester Road, Mossley, Ashton Under Lyne",OL5 9AJ,Tameside,53.5295743,-2.0253981,Address and postcode
Fallowfield Medical Centre,"75 Ladybarn Lane, Fallowfield, Manchester",M14 6YL,Manchester,53.4404082,-2.2142967,Address and postcode
Dr Venkatachalum Raj,"37 Orient Road, Salford",M6 8LE,Salford,53.4944527,-2.3237891,Address and postcode
Dr AK and N Atrey,"Nelson Street, Atherton, Manchester",M46 0LE,Wigan,53.5265728,-2.5003563,Address and postcode
Wellfield Health Centre,"116 Oldham Road, Rochdale",OL11 1AD,Rochdale,53.5975801,-2.1451131,Address and postcode
Ramsbottom Medical Practice,"Ramsbottom Health Centre, Carr Street, Ramsbottom, Bury",BL0 9DD,Bury,53.648763,-2.31926800705362,Address and postcode
Brinnington Surgery,"Brinnington Health Centre, Brinnington Road, Brinnington, Stockport",SK5 8BS,Stockport,53.4280617,-2.1318622,Address and postcode
Pennygate Medical Centre,"109 Ladies Lane, Hindley, Wigan",WN2 2QG,Wigan,53.5395874,-2.5761377,Address and postcode
The Junction Alkrington Surgery,"346 Grimshaw Lane, Middleton Junction, Middleton, Manchester",M24 2AU,Rochdale,53.5403746,-2.171212,Address and postcode
Sorrel Bank Medical Practice,"23 Bolton Road, Salford",M6 7HL,Salford,53.4983165,-2.3037954,Address and postcode
Victoria Road Surgery,"9 Victoria Road, Salford, Lancashire",M6 8FZ,Salford,53.45031505,-2.25953003856858,Address and postcode
Tonge Fold Health Centre,"Hilton Street, Tonge Fold, Bolton",BL2 6DY,Bolton,53.5799404,-2.4049149,Address and postcode
Dr Sivakumar and Dr Gude,"The Surgery, 1 Coldalhurst Lane, Astley, Tyldesley, Manchester",M29 7BS,Wigan,53.5775377,-2.4167596,Address and postcode
Corkland Road Medical Practice,"9 Corkland Road, Chorlton-Cum-Hardy, Manchester",M21 8UP,Manchester,53.4420397,-2.2744072,Address and postcode
The Range Medical Centre,"121 Withington Road, Whalley Range, Manchester",M16 8EE,Manchester,53.4529987,-2.2571819,Address and postcode
Dr Cunningham and Partners,"The Vallance Centre, Brunswick Street, Manchester",M13 9UJ,Manchester,53.4698765,-2.22458610952956,Address and postcode
"Drs. Liversedge, McCurdie and Wong","Egerton/Dunscar Health Centre, Darwen Road, Bromley Cross, Bolton",BL7 9RG,Bolton,53.6176701,-2.42637225916149,Address and postcode
Bowland Medical Practice,"52 Bowland Road, Baguley, Manchester",M23 1JX,Manchester,53.3933174,-2.285638,Address and postcode
"Drs Dickie, Pontefract & Saksena Joye","306 Gorton Road, Stockport",SK5 6RN,Stockport,53.4413334,-2.1585308,Address and postcode
Churchgate Surgery,"119 Manchester Road, Denton, Manchester",M34 3RA,Tameside,53.47507035,-2.14082864706602,Address and postcode
Gorse Hill Medical Centre,"879 Chester Road, Stretford, Manchester",M32 0RN,Trafford,53.4345359,-2.3162195,Address and postcode
Adshall Road Medical Practice,"97 Adshall Road, Cheadle",SK8 2JN,Stockport,53.3900317,-2.191423,Address and postcode
West End Medical Centre,"98-102 Stockport Road, Ashton Under Lyne",OL7 0LH,Tameside,53.3965436,-2.0761548,Address and postcode
Chapel Street Medical Centre,"Chapel Street, Ashton Under Lyne",OL6 6EW,Tameside,53.4267203,-2.0988595,Address and postcode
"Dr Rubina Shahmalak, Dr Asif Javid and Dr Pirzada Anwer","357-359 Dickenson Road, Longsight, Manchester",M13 0WQ,Manchester,53.4548777,-2.2070471,Address and postcode
Parkside Medical Centre,"187 Northmoor Road, Longsight, Manchester",M12 5RU,Manchester,53.4524296,-2.1907288,Address and postcode
Pike View Medical Centre,"Albert Street, Horwich, Bolton",BL6 7AN,Bolton,53.6017252,-2.5479145,Address and postcode
Benchill Medical Practice,"171 Brownley Road, Manchester",M22 9UH,Manchester,53.3825114,-2.2561116,Address and postcode
Hopwood House Medical Practice,"Hopwood House, The Vineyard, Lees Road, Oldham",OL4 1JN,Oldham,53.5030166,-2.1858513,Address and postcode
Cornbrook Medical Practice,"204 City Road, Hulme, Manchester",M15 4EA,Manchester,53.4665873,-2.2632303,Address and postcode
Dr D T Brazier & Dr D York,"22 Winton Street, Littleborough",OL15 8AR,Rochdale,53.6425973,-2.0992378,Address and postcode
Little Lever Health Centre 1,"Mytham Road, Little Lever, Bolton",BL3 1JF,Bolton,53.5584125,-2.3696775,Address and postcode
The Alexandra Practice,"365 Wilbraham Road, Manchester",M16 8NG,Manchester,53.4432163,-2.2545799,Address and postcode
The Alastair Ross Medical Practice,"Breightmet Health Centre,, Breightmet Fold Lane, Breightmet,, Bolton",BL2 6NT,Bolton,53.5820119,-2.3841409,Address and postcode
Tottington Medical Practice,"16 Market Street, Tottington, Bury",BL8 4AD,Bury,53.6145609,-2.3410854,Address and postcode
Heady Hill Surgery,"114 Bury New Road, Heywood",OL10 4RG,Rochdale,53.5932494,-2.2382444,Address and postcode
Lostock Medical Centre,"431 Barton Road, Stretford, Manchester",M32 9PA,Trafford,53.4458388,-2.3138086,Address and postcode
Heaton Medical Centre,"2 Lucy Street, Bolton",BL1 5PU,Bolton,53.5880765,-2.4685914,Address and postcode
North Trafford Group Practice,"864 866 Chester Road, Stretford, Manchester",M32 0PA,Trafford,53.4345359,-2.3162195,Address and postcode
Dr Karim & Dr James-Authe,"46 Wyresdale Road, Bolton",BL1 4DN,Bolton,53.5820388,-2.4523039,Address and postcode
The Doc's Surgery,"55-59 Bloom Street, Manchester",M1 3LY,Manchester,53.4779144,-2.2366667,Address and postcode
Dr Robert Mathewson,"The Village Green, High Lane, Stockport",SK6 8DR,Stockport,53.3809272,-2.1232828,Address and postcode
The Poplars Medical Centre,"202 Partington Lane, Swinton, Manchester",M27 0NA,Salford,53.5118403,-2.3406311,Address and postcode
Salford Health Matters Eccles,"Eccles Gateway, 28 Barton Lane, Eccles",M30 0TU,Salford,53.482606143276,-2.3392245981429,Postcode
Salford Health Matters Homeless Service,"Windsor Christian Centre, Churchill Way, Salford",M6 5BU,Salford,53.48601174039,-2.2845167297175,Postcode
Salford Health Matters Little Hulton,"Little Hulton Health Centre, Haysbrook Avenue, Manchester",M28 0AY,Salford,53.529875818793,-2.4238870147311,Postcode
Rochdale Ophthalmology Clinical Assessment and Treatment Service,"The Croft Shifa, Belfield Road, Rochdale",OL16 2UP,Rochdale,53.622818127039,-2.1409002946132,Postcode
St Andrews House Medical Centre,"Stalybridge Resource Centre, 2 Waterloo Road, Stalybridge",SK15 2AU,Tameside,53.484726639122,-2.0597582083796,Postcode
The Dale Medical Practice,"2nd Floor Nye Bevan House, Maclure Road, Rochdale",OL11 1DN,Rochdale,53.611665247988,-2.1542397619475,Postcode
Whiteson Hair Loss Consultancy Ltd,"The Old Hall Clinic, 14 Old Hall Road, Gatley",SK8 4BE,Stockport,53.393817477642,-2.2343971108312,Postcode
Grasmere Surgery,"Leigh Health Centre, The Avenue, Leigh",WN7 1HR,Wigan,53.502946326816,-2.5112266158321,Postcode
The Jalal Practice,"Integrated Care Centre, New Radcliffe Street, Oldham",OL1 1NL,Oldham,53.543738137723,-2.1168541706637,Postcode
Eccles Gateway,"Eccles Gateway, 28 Barton Lane, Eccles",M30 0TU,Salford,53.482606143276,-2.3392245981429,Postcode
Lower Ince Surgery,"Clare Houae, Phoenix Way, Ince, Wigan",WN3 4NW,Wigan,53.534926204619,-2.6145706515994,Postcode
Ince Surgery,"Ince Community Centre, Manchester Road, Ince, Wigan",WN2 2DJ,Wigan,53.543339782094,-2.6039177595058,Postcode
Nuffield Health Manchester Diagnostic Suite,"City Labs, Nelson Street, Manchester",M13 9NQ,Manchester,53.462499709571,-2.2293383289338,Postcode
Veincentre Manchester (3-5 St John Street),"2nd Floor Suite, 3-5 St John Street, Manchester",M3 4DN,Manchester,53.477440369716,-2.250799276324,Postcode
Hyde 7 Day Access Hub,"Haughton Thornley Medical Centre, Thornley House, Thornley Street, Hyde",SK14 1JY,Tameside,53.446732112108,-2.076100903616,Postcode
Conran Medical Centre,"77 Church Lane, Harpurhey, Manchester",M9 1BA,Manchester,55.9564684,-3.4256471,Postcode
AMS Clinic Manchester,"Dr Bokhari and Partners (Cheetham Hill Medical Centre), 244 Cheetham Hill Road, Manchester",M8 8UP,Manchester,53.501174560829,-2.2352307236361,Postcode
Cherry Medical Practice,"Little Hulton Health Centre, Haysbrook Avenue, Worsley, Manchester",M28 0AY,Salford,53.529875818793,-2.4238870147311,Postcode
The Hospital Group-Colwyn Chambers,"5th Floor, Colwyn Chambers, 19 York Street, Manchester",M2 3BA,Manchester,53.48068971141,-2.2398487253922,Postcode
Spamedica Limited,"SpaMedica House, 43 Churchgate, Bolton",BL1 1HU,Bolton,53.57981664852,-2.4260481525843,Postcode
Swinton Gateway,"Swinton Gateway, 100 Chorley Road, Swinton, Manchester",M27 6BP,Salford,53.512170268289,-2.3419941872894,Postcode
Five Oaks Family Practice,"Oak House, 47 Graham Street, Manchester",M11 3BB,Manchester,53.475774756229,-2.1943802204883,Postcode
Dr Kamal Gupta,"Bridgewater Medical Centre,, Henry Street,, Leigh",WN7 2PE,Wigan,53.494704672956,-2.5110369930486,Postcode
Dr Vijaya Joshi,"Chapel Medical Centre, 220 Liverpool Road, Higher Irlam, Manchester",M44 6FE,Salford,53.449098027407,-2.4182786238238,Postcode
Dr Nasima Sidda,"Watersmeeting Health Center, Waters Meeting Road, Bolton",BL1 8TT,Bolton,53.596002209341,-2.4292480621121,Postcode
Dr Laurence Howard Sherman,"Greyland Medical Centre, 468 Bury Old Road, Prestwich, Manchester",M25 1NL,Bury,53.537705451146,-2.2762931906254,Postcode
Mrs Elaine Evans,"The Bridgewater Medical Centre, Henry Street, Leigh",WN7 2PE,Wigan,53.494704672956,-2.5110369930486,Postcode
Dr Anita Sharma,"Chadderton South Health Centre, Eaves Lane, Chadderton, Oldham",OL9 8RG,Oldham,53.533210225303,-2.1511931344172,Postcode
Pennine MSK Partnership Limited,"Integrated Care Centre, New Radcliffe Street, Oldham",OL1 1NL,Oldham,53.543738137723,-2.1168541706637,Postcode
Dr Sonal Sharma,"2nd Floor Croft Shifa Health Centre, Rochdale",OL16 2UY,Rochdale,53.622470586782,-2.1383289496448,Postcode
Salford Medical/2,"Salford Medical/2, 194-198 Langworthy Road, Salford",M6 5PP,Salford,53.48750651977,-2.2945337171625,Postcode
Dr Salam J Farhan,"Partington Health Centre, Central Road, Partington, Manchester",M31 4FY,Trafford,53.417208376574,-2.4253981329166,Postcode
Townside Surgery - Dr Cooke,"Townside Primary Care Centre, Knowsley Place, 1 Knowsley Place, Knowsley Street, Bury",BL9 0SN,Bury,53.590214823911,-2.2989342357789,Postcode
Dr Masud Prodhan,"Seymour Grove Health Centre, Manchester",M16 0LW,Trafford,53.458078172224,-2.2757303545716,Postcode
Ailsa Craig Medical Centre,"Ailsa Craig Medical Group, 270 Dickenson Road, Longsight, Manchester",M13 0YL,Manchester,53.454187548282,-2.2085272381881,Postcode
Leigh Family Practice,"Bridgewater Medical Centre,, Henry Street,, Leigh",WN7 2PE,Wigan,53.494704672956,-2.5110369930486,Postcode
Dr Krishnakant Buch,"Lower Broughton Health Centre, Great Clowes Street, Salford",M7 1RD,Salford,53.493593551352,-2.2587928667159,Postcode
Dr Mahadeva Selvarajan,"Deane Clinic One Stop Health Centre, Horsfield Street, Bolton",BL3 4LU,Bolton,53.567889667876,-2.4645222301741,Postcode
Peel Hall Medical Practice,"Forum Health, Simonsway, Wythenshawe, Manchester",M22 5RX,Manchester,53.3805413357,-2.2644952235312,Postcode
Dr Brian Perkins,"Integrated Care Centre, New Radcliffe Street, Oldham",OL1 1NL,Oldham,53.543738137723,-2.1168541706637,Postcode
Dr Syed Shahbazi,"Kidglove House, Kidglove Road, Golborne",WA3 3GS,Wigan,53.478429041947,-2.5958682165543,Postcode
Dr Geeta Gupta,"South Reddish Medical Centre, Reddish Road, South Reddish, Stockport",SK5 7QU,Stockport,53.422321890986,-2.1565018380282,Postcode
Dr George Duru,"Integrated Care Centre, New Radcliffe Street, Oldham",OL1 1NL,Oldham,53.543738137723,-2.1168541706637,Postcode
The Robert Darbishire Practice,"Rusholme Health Centre, Walmer Street, Rusholme, Manchester",M14 5NP,Manchester,53.454622886814,-2.2261484937071,Postcode
The Whitswood Practice,"Alexandra Park Health Centre, 2 Whitswood Close, Manchester",M16 7AP,Manchester,53.455781444986,-2.2534876374746,Postcode
Dr Raina Patel,"The Romiley Health Centre, Chichester Road, Romiley, Stockport",SK6 4QR,Stockport,53.415002043229,-2.0899155902539,Postcode
Dr Zuber Ahmed,"Sun Valley Medical Practice, 137 Glodwick Road, Oldham",OL4 1YN,Oldham,53.537708297442,-2.0950647969366,Postcode
Radcliffe Medical Practice,"Radcliffe Primary Care Centre, 69 Church Street West, Radcliffe, Manchester",M26 2SP,Bury,53.560219327692,-2.3236621094644,Postcode
The Mazhari and Khan Practice,"Clayton Health Centre, 89 North Road, Clayton, Manchester",M11 4EJ,Manchester,53.484312025571,-2.1841418424049,Postcode
Failsworth Group Practice,"Failsworth District Centre, Ashton Road West, Failsworth, Manchester",M35 0AD,Oldham,53.509842282273,-2.1567341402005,Postcode
Medlock Medical Practice  Dr Hossain & Dr Chauhan,"Failsworth District Centre, Ashton Road West, Failsworth, Manchester",M35 0AD,Oldham,53.509842282273,-2.1567341402005,Postcode
Middleton Health Centre,"Unit F1, Middleton Shopping Centre, Limetrees Road, Middleton, Manchester",M24 4EL,Rochdale,53.54824622396,-2.2010362426049,Postcode
Kirby - Crompton Health Centre,"Crompton Health Centre, 501 Crompton Way, Bolton",BL1 8UP,Bolton,53.597436108297,-2.4151650636005,Postcode
Dr Mohua Chowdhury,"Integrated Care Centre, New Radcliffe Street, Oldham",OL1 1NL,Oldham,53.543738137723,-2.1168541706637,Postcode
Dr Ahmad and Partners,"Platt Bridge Health Centre, Rivington Avenue, Platt Bridge, Wigan",WN2 5NG,Wigan,53.5219698389283,-2.59453396551349,Postcode
Hattersley Group Practice,"Hattersley Health Centre, Hattersley Road East, Hattersley, Hyde",SK14 3EH,Tameside,53.450339631244,-2.0274414292563,Postcode
Wilmslow Road Surgery,"Wilmslow Road Medical Centre, 156 Wilmslow Road, Rusholme, Manchester",M14 5LQ,Manchester,53.4518349027582,-2.22280478010555,Postcode
Premier Health Team,"The Bridgewater Medical Centre, Henry Street, Leigh",WN7 2PE,Wigan,53.494704672956,-2.5110369930486,Postcode
Dr Maung and Partners,"Leigh Health Centre, The Avenue, Leigh",WN7 1HR,Wigan,53.502946326816,-2.5112266158321,Postcode
Clarendon Surgery,"Clarendon Surgery, Pendleton Gateway, 1 The Broadwalk, Salford",M6 5FX,Salford,53.488393284507,-2.2846833921869,Postcode
"Dr Woodock & Partners, Ribblesdale Medical Practices","Townside Primary Care Centre, Knowsley Place, 1 Knowsley Place, Knowsley Street, Bury",BL9 0SN,Bury,53.590214823911,-2.2989342357789,Postcode
