id,name,address,postcode,ward_code,ward_name,la_code,la_name,lon,lat
9841,St Clement`s Church,"Ashton Old Road, Manchester",M11 1HF,E05011359,Clayton & Openshaw,E08000003,Manchester,-2.158918,53.473082
9494,Gorton South Sure Start Centre,"(entrance on Mountbatten Street), 18 Mount Road, Manchester",M18 7BG,E05011370,Longsight,E08000003,Manchester,-2.181253,53.460745
9470,St Peters Church,"Stockport Road/Barlow Road, Levenshulme, Manchester",M19 3BS,E05011369,Levenshulme,E08000003,Manchester,-2.19117,53.445449000000004
9429,Hulme Hall,"also known as Claremont Resource Centre, Rolls Crescent, Hulme, Manchester",M15 5FS,E05011368,Hulme,E08000003,Manchester,-2.249989,53.465214
9749,Arawak Walton Housing Association,"Sycamore Court, 144 Sandal Street, Manchester",M40 7BS,E05011371,Miles Platting & Newton Heath,E08000003,Manchester,-2.205117,53.490296
9589,St Werburgh's Church Hall,"St Werburghs Road, Manchester",M21 0UH,E05011357,Chorlton,E08000003,Manchester,-2.269489,53.442862
9402,Denmark Road Sports Centre,"Denmark Road, Moss Side, Manchester",M15 6FG,E05011351,Ardwick,E08000003,Manchester,-2.23285,53.460519
9301,St Mary`s Church,"47 Nuthurst Road, Manchester",M40 0EW,E05011355,Charlestown,E08000003,Manchester,-2.176341,53.51817
9801,Fielden Campus,"The Manchester College, Barlow Moor Road, West Didsbury, Manchester",M20 2PQ,E05011363,Didsbury West,E08000003,Manchester,-2.247432,53.421841
9838,St Barnabas CE Academy,"Parkhouse Street, Openshaw, Manchester",M11 2JX,E05011359,Clayton & Openshaw,E08000003,Manchester,-2.177049,53.474782
9525,Claremont Primary School,"entrance via Kippax Street, Moss Side, Manchester",M14 7NA,E05011372,Moss Side,E08000003,Manchester,-2.234873,53.453145
9534,Heald Place Primary School,"entrance on Parkfield Street, Rusholme, Manchester",M14 7PE,E05011372,Moss Side,E08000003,Manchester,-2.230923,53.452039
9852,Central Library,"St Peters Square, Manchester",M2 5PD,E05011361,Deansgate,E08000003,Manchester,-2.244594,53.477944
9341,Saviour Church,"Eggington Street, Manchester",M40 7RN,E05011366,Harpurhey,E08000003,Manchester,-2.22404,53.497909
9740,Brighter Beginnings Day Nursery,"Great Newton Street, off Droylsden Road, Manchester",M40 1WT,E05011371,Miles Platting & Newton Heath,E08000003,Manchester,-2.17566,53.499538
9761,Chorlton Central Church,"Barlow Moor Road, Chorlton-Cum-Hardy, Manchester",M21 8BF,E05011358,Chorlton Park,E08000003,Manchester,-2.2743,53.439543
9455,Divine Mercy RC Primary School,"20 Blue Moon Way, Moss Side, Manchester",M14 7SH,E05011372,Moss Side,E08000003,Manchester,-2.235824,53.450788
9810,Ivy Manchester Church,"Barlow Moor Road, Didsbury, Manchester",M20 2GP,E05011363,Didsbury West,E08000003,Manchester,-2.238375,53.41954
9723,St Andrew's Hall,"Longhurst Road, Higher Blackley, Manchester",M9 8NS,E05011367,Higher Blackley,E08000003,Manchester,-2.231346,53.532476
9583,St Clement's Church,"Edge Lane, Chorlton, Manchester",M21 9AE,E05011357,Chorlton,E08000003,Manchester,-2.283702,53.440662
9662,Jimmy Egans Boxing Academy,"Royalthorn Road, Benchill, Manchester",M22 8AD,E05011374,Northenden,E08000003,Manchester,-2.260669,53.394119
9316,St Thomas with St Mark Church,"Junction of Chataway Road, and Hazelbottom Road, Lower Crumpsall, Manchester",M8 5UX,E05011360,Crumpsall,E08000003,Manchester,-2.224686,53.511366
9496,Rushbrook Primary Academy School,"101 Shillingford Road, Manchester",M18 7TN,E05011370,Longsight,E08000003,Manchester,-2.168908,53.45075
9479,Dunamis Centre,"Formerly known as Northmoor Road Methodist Church, Northmoor Road, Longsight, Manchester",M12 5RT,E05011370,Longsight,E08000003,Manchester,-2.192541,53.455712
9549,Whalley Range High School,"Wilbraham Road, Whalley Range, Manchester",M16 8GW,E05011379,Whalley Range,E08000003,Manchester,-2.247011,53.44274
9776,Didsbury Baptist Church,"Beaver Road / School Lane, Didsbury, Manchester",M20 6SX,E05011362,Didsbury East,E08000003,Manchester,-2.228901,53.417662
9863,Emmanuel Church Hall,"Blackwin Street, West Gorton, Manchester",M12 5LD,E05011365,Gorton & Abbey Hey,E08000003,Manchester,-2.188604,53.467664
9449,St Kentigerns RC Primary School,"Bethnall Drive, Fallowfield, Manchester",M14 7ED,E05011364,Fallowfield,E08000003,Manchester,-2.236049,53.442482
9516,St Johns CE Primary School,"Clarence Road, Longsight, Manchester",M13 0YE,E05011377,Rusholme,E08000003,Manchester,-2.206529,53.458304
9791,Christ Church UR Church,"261-267 Parrs Wood Road, Corner of Fog Lane, Didsbury, Manchester",M20 6EE,E05011354,Burnage,E08000003,Manchester,-2.217721,53.423463
9616,Royal Oak Community Centre,"Brookcot Road, Manchester",M23 1DY,E05011352,Baguley,E08000003,Manchester,-2.290356,53.398787
9423,New Hope Fellowship Church,"Tatton Street, Hulme, Manchester",M15 4EQ,E05011368,Hulme,E08000003,Manchester,-2.263269,53.469185
9680,Haveley Hey Community School,"The Bridge Nursery, Gladeside Road, Benchill, Manchester",M22 9QY,E05011378,Sharston,E08000003,Manchester,-2.267629,53.384171
9347,Parish Church of Saint John the Evangelist,"100 Ashley Lane, Manchester",M9 4NT,E05011366,Harpurhey,E08000003,Manchester,-2.201197,53.509617
9552,Burnage United Reformed Church Hall,"111 Burnage Lane, Burnage, Manchester",M19 2WH,E05011354,Burnage,E08000003,Manchester,-2.199794,53.435672
9485,St Agnes CE Primary School,"Hamilton Road, Longsight, Manchester",M13 0PE,E05011370,Longsight,E08000003,Manchester,-2.200998,53.454215
9705,Ringway Primary School,"Rossett Avenue, Cornishway, Wythenshawe, Manchester",M22 0WW,E05011381,Woodhouse Park,E08000003,Manchester,-2.260794,53.370299
9624,Baguley Hall Primary School,"Ackworth Drive, Baguley, Manchester",M23 1LB,E05011352,Baguley,E08000003,Manchester,-2.285933,53.394142
9281,St John Bosco RC Primary School,"Hall Moss Road, Blackley, Manchester",M9 7AT,E05011355,Charlestown,E08000003,Manchester,-2.195505,53.526994
9564,The Klondyke,"Burnage Range, Levenshulme, Manchester",M19 2HQ,E05011354,Burnage,E08000003,Manchester,-2.196324,53.443578
9758,Loreto High School,"Nell Lane, Chorlton, Manchester",M21 7SW,E05011358,Chorlton Park,E08000003,Manchester,-2.262342,53.433825
9592,St Christophers Parish Hall,"Moorgate Avenue, Withington, Manchester",M20 1HE,E05011375,Old Moat,E08000003,Manchester,-2.245978,53.433304
9743,Christ The King Primary School,"Culcheth Lane, Newton Heath, Manchester",M40 1LU,E05011371,Miles Platting & Newton Heath,E08000003,Manchester,-2.176164,53.497801
9844,Clayton Sure Start Childrens Centre,"101 North Road, Clayton, Manchester",M11 4NE,E05011359,Clayton & Openshaw,E08000003,Manchester,-2.180346,53.484898
9659,Northenden Community School,"Bazley Road, Northenden, Manchester",M22 4FL,E05011374,Northenden,E08000003,Manchester,-2.259709,53.409267
9825,CE School of the Resurrection,"Pilgrim Drive, Beswick, Manchester",M11 3TQ,E05011350,Ancoats & Beswick,E08000003,Manchester,-2.200666,53.479671
9442,The Place at Platt Lane,"Fallowfield Library, Platt Lane, Manchester",M14 7FZ,E05011364,Fallowfield,E08000003,Manchester,-2.237849,53.446471
9732,Community Library near Victoria Mill,"Lower Vickers Street, Manchester",M40 7LJ,E05011371,Miles Platting & Newton Heath,E08000003,Manchester,-2.214292,53.489633
9959,NEW POLLING STATION,"St Cuthbert Church, 3 Palatine Road, Withington, Manchester",M20 3LH,E05011380,Withington,E08000003,Manchester,-2.229566,53.432213
9372,Moston Methodist Church,"corner of Ilkley Street and Moston Lane, Moston, Manchester",M40 9PA,E05011373,Moston,E08000003,Manchester,-2.194344,53.513936
9411,Unity Community Primary School,"41 Allesley Drive, Manchester",M7 4YE,E05011356,Cheetham,E08000003,Manchester,-2.249223,53.501556
9943,NEW POLLING STATION,"Cheetham Hill Sports Club, Catherine Road, Manchester",M8 4HF,E05011360,Crumpsall,E08000003,Manchester,-2.254189,53.517787
9335,Harpurhey Neighbourhood Project,"Carisbrook Street, entrance off Conran Street, Harpurhey, Manchester",M9 5UX,E05011366,Harpurhey,E08000003,Manchester,-2.215942,53.508668
9819,Victoria Square,"Community Room, Oldham Road, Manchester",M4 5DX,E05011350,Ancoats & Beswick,E08000003,Manchester,-2.229267,53.485704
9807,St James and Emmanuel Church Parish Centre,"6 Barlow Moor Road, Didsbury, Manchester",M20 6TR,E05011363,Didsbury West,E08000003,Manchester,-2.233736,53.418569
9835,Higher Openshaw Community School,"Saunton Road, Manchester",M11 1AJ,E05011359,Clayton & Openshaw,E08000003,Manchester,-2.17037,53.477309
9686,Brownley Green Baptist Church,"Crossacres Road, Manchester",M22 9TB,E05011378,Sharston,E08000003,Manchester,-2.257998,53.382628
9586,St John's Parish Centre,"Chequers Road, Chorlton-Cum-Hardy, Manchester",M21 9DX,E05011357,Chorlton,E08000003,Manchester,-2.278858,53.439029
9895,NEW POLLING STATION,"Scout Hut - The Shack, Mirfield Road, Higher Blackley, Manchester",M9 6NN,E05011367,Higher Blackley,E08000003,Manchester,-2.217945,53.531809
9287,Joy Community Church,"Booth Hall Road, Charlestown, Manchester",M9 7BL,E05011355,Charlestown,E08000003,Manchester,-2.192264,53.524312
9396,St Luke's Church and Neighbourhood Centre,"Guide Post Road, Ardwick, Manchester",M13 9HP,E05011351,Ardwick,E08000003,Manchester,-2.215629,53.465261
9387,Armitage CE Primary School,"Rostron Avenue, off Bennett Street, Ardwick, Manchester",M12 5NP,E05011351,Ardwick,E08000003,Manchester,-2.205898,53.467896
9393,Coverdale Baptist Church,"Morbourne Close, Ardwick, Manchester",M12 4FG,E05011351,Ardwick,E08000003,Manchester,-2.214481,53.467377
9630,Newall Green Primary School,"Firbank Road, Manchester",M23 2YH,E05011352,Baguley,E08000003,Manchester,-2.27942,53.387083
9284,Chain Bar Methodist Hall,"Nina Drive, Moston, Manchester",M40 5RT,E05011355,Charlestown,E08000003,Manchester,-2.178433,53.524405
9580,Brookburn Primary School,"Brookburn Road, Chorlton-Cum-Hardy, Manchester",M21 8EH,E05011357,Chorlton,E08000003,Manchester,-2.282676,53.435783
9290,St Margaret Mary's Church Hall,"St Margaret's Road, New Moston, Manchester",M40 0JE,E05011355,Charlestown,E08000003,Manchester,-2.172328,53.525403
9764,Chorlton Park Primary School,"Mauldeth Road West, Manchester",M21 7HH,E05011358,Chorlton Park,E08000003,Manchester,-2.270316,53.433269
9503,Xaverian College,"Entrance on Thurloe Street, Manchester",M14 5SG,E05011377,Rusholme,E08000003,Manchester,-2.223316,53.454713
9668,West View Court,"Community Room, West View Road, Northenden, Manchester",M22 4LQ,E05011374,Northenden,E08000003,Manchester,-2.248743,53.404256
9693,CHANGE OF STATION,"Woodhouse Park Lifestyle Centre, Portway, Woodhouse Park, Manchester",M22 1QW,E05011381,Woodhouse Park,E08000003,Manchester,-2.273337,53.373911
9735,Newton Heath Library,"Old Church Street, Newton Heath, Manchester",M40 2JB,E05011371,Miles Platting & Newton Heath,E08000003,Manchester,-2.182935,53.501505
9604,St Chad's Church Hall,"St Chads Road, Withington, Manchester",M20 4WH,E05011380,Withington,E08000003,Manchester,-2.216091,53.434369
9562,Westcroft Community Centre,"26 Westcroft Road, Burnage, Manchester",M20 6EF,E05011354,Burnage,E08000003,Manchester,-2.215681,53.42477
9473,St Marks Church,"Barlow Road, Levenshulme, Manchester",M19 3HP,E05011369,Levenshulme,E08000003,Manchester,-2.179036,53.445738
9613,Gandhi Hall,"Brunswick Road, Withington, Manchester",M20 4QB,E05011380,Withington,E08000003,Manchester,-2.223158,53.432837
9295,Northwards Housing Office,"White Moss Road, Blackley, Manchester",M9 6NZ,E05011355,Charlestown,E08000003,Manchester,-2.209593,53.526799
9363,Broadway Leisure Centre,"Broadway, New Moston, Manchester",M40 3LN,E05011373,Moston,E08000003,Manchester,-2.16724,53.520503
9366,Scout Hut,"Eastwood Road, New Moston, Manchester",M40 3TE,E05011373,Moston,E08000003,Manchester,-2.159687,53.517133
9813,Didsbury United Reformed Church,"Parkfield Road South, Didsbury, Manchester",M20 6DA,E05011363,Didsbury West,E08000003,Manchester,-2.238809,53.421687
9665,Wythenshawe Cricket Club,"Longley Lane, Northenden, Manchester",M22 4JF,E05011374,Northenden,E08000003,Manchester,-2.257961,53.403868
9482,United Church of God Assembly,"1 Rushford Street, Longsight, Manchester",M12 4UG,E05011370,Longsight,E08000003,Manchester,-2.196568,53.457071
9737,Abbott Primary School,"Livesey Street, Collyhurst, Manchester",M40 7PR,E05011371,Miles Platting & Newton Heath,E08000003,Manchester,-2.226913,53.490715
9708,The Romper Public House,"Wilmslow Old Road, Cheshire",WA15 8XJ,E05011381,Woodhouse Park,E08000003,Manchester,-2.288852,53.358962
9310,Crumpsall Lane Primary School - Nursery,"Crumpsall Lane, Manchester",M8 5SR,E05011360,Crumpsall,E08000003,Manchester,-2.238958,53.517873
9329,CHANGE OF STATION,"Mount Carmel RC Primary School, Nursery Block, Hunt Street, off Russett Road, Blackley",M9 8BL,E05011366,Harpurhey,E08000003,Manchester,-2.215182,53.516543
9831,Ravensbury School,"Tartan Street, Clayton, Manchester",M11 4EG,E05011359,Clayton & Openshaw,E08000003,Manchester,-2.185872,53.487263
9488,Old Hall Drive Academy,"Old Hall Drive, Gorton, Manchester",M18 7FU,E05011365,Gorton & Abbey Hey,E08000003,Manchester,-2.170639,53.458109
9426,St Wilfrid's Enterprise Centre,"Royce Road, Hulme, Manchester",M15 5BJ,E05011368,Hulme,E08000003,Manchester,-2.253308,53.468846
9461,St Andrew's Scout HQ,"Kirk Road, Levenshulme, Manchester",M19 2RH,E05011369,Levenshulme,E08000003,Manchester,-2.183722,53.436167
9408,Cheetham CE Community Academy,"Halliwell Lane, Cheetham, Manchester",M8 9FR,E05011356,Cheetham,E08000003,Manchester,-2.24555,53.507685
9573,Chorlton Library,"Manchester Road, Chorlton, Manchester",M21 9PN,E05011357,Chorlton,E08000003,Manchester,-2.279043,53.444269
9627,St Martin's Church Hall,"Blackcarr Road, Baguley, Manchester",M23 1LX,E05011352,Baguley,E08000003,Manchester,-2.278898,53.392262
9601,Withington Adult Education Centre,"Near Withington Baths, 24A Burton Road, Withington, Manchester",M20 3ED,E05011375,Old Moat,E08000003,Manchester,-2.231167,53.433262
9711,Glenbrook Road Hall,"Glenbrook Road, Higher Blackley, Manchester",M9 0PQ,E05011367,Higher Blackley,E08000003,Manchester,-2.239941,53.534436
9828,St Anne's Church,"Carruthers Street, Ancoats, Manchester",M4 7EQ,E05011350,Ancoats & Beswick,E08000003,Manchester,-2.215949,53.480936
9767,Barlow Hall Primary School,"Darley Avenue, Chorton-cum-Hardy, Manchester",M21 7JG,E05011358,Chorlton Park,E08000003,Manchester,-2.269786,53.427993
8997,Rushcroft Primary School,"Trent Road, Shaw",OL2 7YL,E05000724,Crompton,E08000004,Oldham,-2.0991,53.585726
9067,Mobile Unit SN5,"Three Crowns Car Park, Huddersfield Road, Scouthead, Oldham",OL4 4AT,E05000731,Saddleworth North,E08000004,Oldham,-2.054758,53.547373
9155,St John`s Church,"Oldham Road, Failsworth",M35 0EH,E05000725,Failsworth East,E08000004,Oldham,-2.155639,53.511395
8970,Werneth Park Lifelong Learning Centre,"Frederick Street, Oldham",OL8 1RB,E05000738,Werneth,E08000004,Oldham,-2.129299,53.532907
9141,St Barnabas Parish Hall,"Arundel Street, Clarksfield, Oldham",OL4 1NL,E05000737,Waterhead,E08000004,Oldham,-2.087441,53.543023
9052,St Thomas Church,"Church Street, Delph",OL3 5DR,E05000731,Saddleworth North,E08000004,Oldham,-2.024921,53.567384
9197,Canon George Community Hall,"St Margaret`s Church, Chapel Road, Oldahm",OL8 4QQ,E05000727,Hollinwood,E08000004,Oldham,-2.135717,53.525439
8825,Spring Bank Bowling Club,"Albion Street, Chadderton, Oldham",OL9 9HT,E05000720,Chadderton Central,E08000004,Oldham,-2.146984,53.542056
9113,St Saviours Church,"Crompton Fold, Buckstones Road, Shaw",OL2 8DF,E05000736,Shaw,E08000004,Oldham,-2.08028,53.586684
9127,Littlemoor Primary School,"Littlemoor Lane, Oldham",OL4 2RR,E05000737,Waterhead,E08000004,Oldham,-2.086594,53.549684
8813,Evangelical Church,"8-9 Eldon Precinct, Oldham",OL8 1NL,E05000719,Alexandra,E08000004,Oldham,-2.114253,53.536214
9221,Mobile Unit HO7,"Vaal Street, Hollins, Oldham",OL8 4NW,E05000727,Hollinwood,E08000004,Oldham,-2.131222,53.524745
9171,Failsworth Lifelong Learning Centre,"Failsworth Town Hall, Oldham Road, Failsworth",M35 0FH,E05000725,Failsworth East,E08000004,Oldham,-2.156813,53.510935
9145,Salem Moravian Church Hall,"Lees Road, Oldham",OL4 3AJ,E05000737,Waterhead,E08000004,Oldham,-2.08393,53.53818
8937,Blackshaw Lane Primary School,"Blackshaw Lane, Heyside, Royton",OL2 6NT,E05000724,Crompton,E08000004,Oldham,-2.106726,53.566907
9123,Waterhead Academy Sports Campus,"Counthill Road, Moorside, Oldham",OL4 2PY,E05000737,Waterhead,E08000004,Oldham,-2.077386,53.556926
9163,Hope Methodist Church,"Oldham Road, Failsworth, Manchester",M35 9AN,E05000725,Failsworth East,E08000004,Oldham,-2.151022,53.514978
9012,The Pavilion,"Station Road, Grotton, Oldham",OL4 5SF,E05000733,Saddleworth West and Lees,E08000004,Oldham,-2.054941,53.536848
8980,St Thomas Church - Werneth,"St Thomas Circle, Coppice, Oldham",OL8 1SE,E05000738,Werneth,E08000004,Oldham,-2.122624,53.535379
9004,Springhead Community Centre,"Ashes Lane, Springhead, Oldham",OL4 4PF,E05000733,Saddleworth West and Lees,E08000004,Oldham,-2.064587,53.538867
8989,Fir Lane Methodist Church,"Fir Lane, Royton",OL2 6SS,E05000724,Crompton,E08000004,Oldham,-2.12293,53.57819
8864,Turf Lane Lifelong Learning Centre,"Turf Lane, Chadderton",OL9 8HP,E05000722,Chadderton South,E08000004,Oldham,-2.152851,53.524459
9137,Greenacres Community Centre,"Galland Street, Greenacres, Oldham",OL4 3EU,E05000737,Waterhead,E08000004,Oldham,-2.079343,53.545976
8801,The Childrens Society,"13/21 Brownedge Road, Holts Village, Oldham",OL4 5QQ,E05000719,Alexandra,E08000004,Oldham,-2.073444,53.529586
8838,St Herbert`s Parish Centre,"148 Broadway, Chadderton, Oldham",OL9 0JY,E05000721,Chadderton North,E08000004,Oldham,-2.145974,53.54657
8872,St George`s Over 60`S Club,"St. Georges Square, Chadderton",OL9 9NU,E05000722,Chadderton South,E08000004,Oldham,-2.165838,53.524343
8793,Mobile Unit AL1,"Land opposite Pennine Pen, Honeywell Lane, Oldham",OL8 2JP,E05000719,Alexandra,E08000004,Oldham,-2.106283,53.528671
8856,North Chadderton Social & Bowling Club,"Broadway, Chadderton, Oldham",OL9 0EL,E05000721,Chadderton North,E08000004,Oldham,-2.141466,53.55248
9217,Werneth Golf Club,"Side Entrance, Green Lane, Oldham",OL8 3AZ,E05000727,Hollinwood,E08000004,Oldham,-2.120467,53.519525
8817,Mills Hill Community Hall,"Mills Hill Road, Chadderton, Oldham",M24 2FD,E05000720,Chadderton Central,E08000004,Oldham,-2.169257,53.549658
9088,Saint Stephen & All Martyrs Church,"Thames Street, Oldham",OL1 3QU,E05000735,St Mary's,E08000004,Oldham,-2.1039,53.54745
8891,OBA Millennium Centre,"Featherstall Road North, Oldham",OL9 6QB,E05000723,Coldhurst,E08000004,Oldham,-2.128763,53.544666
9159,Macedonia United Reformed Church,"Holt Lane, Failsworth",M35 9QG,E05000725,Failsworth East,E08000004,Oldham,-2.143214,53.507499
9059,Holy Trinity Church,"Woods Lane, Dobcross, Oldham",OL3 5AL,E05000731,Saddleworth North,E08000004,Oldham,-2.014664,53.556033
8941,Coppice Primary Academy,"Burlington Avenue, Oldham",OL8 1AP,E05000728,Medlock Vale,E08000004,Oldham,-2.120348,53.530761
9071,Woodlands Primary Academy,"Broadbent Road, Oldham",OL1 4HU,E05000734,St James',E08000004,Oldham,-2.085438,53.553719
8888,Mobile Unit CO2,"Channing Nursery Car Park, Maygate, Westwood, Oldham",OL9 6TR,E05000723,Coldhurst,E08000004,Oldham,-2.128175,53.549817
8908,Trinity House,"Godson Street, Oldham",OL1 2XL,E05000723,Coldhurst,E08000004,Oldham,-2.11705,53.549352
9020,Lees Library and Community Hub,"Thomas Street, Lees, Oldham",OL4 5DA,E05000733,Saddleworth West and Lees,E08000004,Oldham,-2.071887,53.536795
9074,Stoneleigh Park Community Cabin,"Buxted Road, Oldham",OL1 4LP,E05000734,St James',E08000004,Oldham,-2.094736,53.552518
8848,Burnley Brow Primary School,"Victoria Street, Chadderton",OL9 0BY,E05000721,Chadderton North,E08000004,Oldham,-2.133868,53.550799
8960,New Bridge Learning Centre,"St Martins Road, Oldham",OL8 2PZ,E05000728,Medlock Vale,E08000004,Oldham,-2.100721,53.518114
9213,St Chads Centre,"Lime Green Parade, Limehurst Village, Oldham",OL8 3HH,E05000727,Hollinwood,E08000004,Oldham,-2.126789,53.515222
8986,Crompton Primary School,"Longfield Road, Shaw",OL2 7HD,E05000724,Crompton,E08000004,Oldham,-2.103368,53.576707
9056,Diggle Band Club,"Huddersfield Road, Diggle",OL3 5PJ,E05000731,Saddleworth North,E08000004,Oldham,-1.997936,53.567232
9167,Mather Street Primary School,"Mather Street, Failsworth, Manchester",M35 0DT,E05000726,Failsworth West,E08000004,Oldham,-2.165979,53.510428
9201,Holy Family - Parish Room,"Holy Family RC Church, Roman Road, Limeside, Oldham",OL8 3PY,E05000727,Hollinwood,E08000004,Oldham,-2.136505,53.516704
8903,Coldhurst Lifelong Learning Centre,"Rochdale Road, Oldham",OL1 2HR,E05000723,Coldhurst,E08000004,Oldham,-2.120502,53.547641
8922,St Paul`s Parish Centre,"Church Street, Royton",OL2 5JS,E05000729,Royton North,E08000004,Oldham,-2.127224,53.564855
8993,St Mary`s Church,"Rushcroft Road, High Crompton",OL2 7PP,E05000724,Crompton,E08000004,Oldham,-2.111284,53.584185
8952,Holy Rosary R C Primary School,"Fir Tree Avenue, Fitton Hill, Oldham",OL8 2SR,E05000728,Medlock Vale,E08000004,Oldham,-2.108269,53.520867
9031,St Mary's C of E School,"Manchester Road, Greenfield",OL3 7DW,E05000732,Saddleworth South,E08000004,Oldham,-2.000791,53.532044
8895,Chadderton Community Church (Annexe),"Garforth Street, Chadderton",OL9 6RW,E05000721,Chadderton North,E08000004,Oldham,-2.134674,53.547859
9185,Ridgefield Community Centre,"Ridgefield Street, Failsworth, Manchester",M35 0HJ,E05000726,Failsworth West,E08000004,Oldham,-2.167196,53.505733
9205,Avenues & Hollins Residents & Tenants Association,"First Avenue, Limeside, Oldham",OL8 3SH,E05000727,Hollinwood,E08000004,Oldham,-2.127221,53.518574
8844,St Mark`s Church Vestry,"Milne Street, Chadderton, Oldham",OL9 0HR,E05000721,Chadderton North,E08000004,Oldham,-2.138097,53.546912
9068,Sholver Community Centre,"Sholver Lane, Sholver, Oldham",OL1 4NT,E05000734,St James',E08000004,Oldham,-2.074273,53.564917
9175,Failsworth Home Guard,"Poplar Street, Failsworth",M35 0HY,E05000726,Failsworth West,E08000004,Oldham,-2.170932,53.504606
9151,The Childrens Centre,"Higher Failsworth Primary School, Stansfield Road, Failsworth",M35 9ED,E05000725,Failsworth East,E08000004,Oldham,-2.147858,53.515638
8884,Barker Street Tenants Hall,"Adj. Browbeck Car Park, Off Eden Street, Oldham",OL1 2XA,E05000723,Coldhurst,E08000004,Oldham,-2.116994,53.545352
9178,The Millgate Function Room,"Ashton Road West, Failsworth, Manchester",M35 0ES,E05000726,Failsworth West,E08000004,Oldham,-2.160477,53.506957
9100,Greenhill Academy,"Harmony Street, Glodwick, Oldham",OL4 1RR,E05000735,St Mary's,E08000004,Oldham,-2.10573,53.536959
8902,Mobile Unit CO5,"Broome Street, Chadderton, Oldham",OL9 6TD,E05000723,Coldhurst,E08000004,Oldham,-2.126865,53.540577999999996
8934,St Anne`s C of E School,"Broadway, Longsight, Royton",OL2 5DH,E05000730,Royton South,E08000004,Oldham,-2.121489,53.560475
8948,The Hathershaw College,"Bellfield Avenue, Oldham",OL8 3EP,E05000728,Medlock Vale,E08000004,Oldham,-2.111893,53.522581
9214,Spring Brook Lower School,"Heron Street, Oldham",OL8 4JD,E05000727,Hollinwood,E08000004,Oldham,-2.12478,53.524375
8860,North Chadderton School,"Chadderton Hall Road, Chadderton",OL9 0BN,E05000721,Chadderton North,E08000004,Oldham,-2.151244,53.5561
8918,Fir Bank Primary School,"Grasmere Road, Royton",OL2 6SJ,E05000729,Royton North,E08000004,Oldham,-2.127578,53.576944
9023,Uppermill Civic Hall,"Lee Street, Uppermill",OL3 6AE,E05000732,Saddleworth South,E08000004,Oldham,-2.004248,53.547774
8945,The Honeywell Centre,"Schofield Street, Hathershaw, Oldham",OL8 3BP,E05000728,Medlock Vale,E08000004,Oldham,-2.11245,53.527641
9077,Mayfield Primary School,"Mayfield Road, Derker, Oldham",OL1 4LG,E05000734,St James',E08000004,Oldham,-2.09333,53.551656
8967,Freehold Community Primary Academy,"Sidmouth Street, Oldham",OL9 7RG,E05000738,Werneth,E08000004,Oldham,-2.137035,53.535902
9083,Moorside Cricket Pavillion,"Moorside Cricket and Bowling Club, Turf Pit Lane, Moorside, Oldham",OL4 2ND,E05000734,St James',E08000004,Oldham,-2.069819,53.563456
8973,Werneth Primary School,"Coppice Street, Oldham",OL8 4BL,E05000738,Werneth,E08000004,Oldham,-2.122432,53.532042
8915,Mobile Unit RN2,"Kingston Drive/Oozewood Road, Royton",OL2 5XW,E05000729,Royton North,E08000004,Oldham,-2.133771,53.572596
8930,Royton Park Bowling Club,"Bleasdale Street, Royton",OL2 6QD,E05000730,Royton South,E08000004,Oldham,-2.123687,53.569423
9049,Denshaw Village Hall,"Ripponden Road, Denshaw",OL3 5SH,E05000731,Saddleworth North,E08000004,Oldham,-2.038896,53.593131
8797,Hope Congregational Church,"Skipton Street, Oldham",OL8 2JF,E05000719,Alexandra,E08000004,Oldham,-2.094177,53.532339
8805,Alt Academy,"Alt Lane, Oldham",OL8 2EL,E05000719,Alexandra,E08000004,Oldham,-2.082235,53.52762
9148,Woodhouses Cricket Club,"Medlock Road, Woodhouses, Failsworth",M35 9WN,E05000725,Failsworth East,E08000004,Oldham,-2.137639,53.503444
8833,The Crossley Centre,"323 Denton Lane, Chadderton",OL9 9GA,E05000720,Chadderton Central,E08000004,Oldham,-2.142701,53.538295
9016,Zion Methodist Church Hall,"Chapel Street, Lees",OL4 4NA,E05000733,Saddleworth West and Lees,E08000004,Oldham,-2.06946,53.5381
9008,Springhead Children Centre,"Cooper Street, Springhead, Oldham",OL4 4QT,E05000733,Saddleworth West and Lees,E08000004,Oldham,-2.059821,53.540217
8956,Medlock Valley Community School,"Deanshut Road, Fitton Hill, Oldham",OL8 2PN,E05000728,Medlock Vale,E08000004,Oldham,-2.098651,53.522961
8911,Thornham St James Primary School,"Castleton Road, Royton",OL2 6XT,E05000729,Royton North,E08000004,Oldham,-2.129663,53.582362
9110,Salvation Army,"203 Roundthorn Road, Oldham",OL4 5LF,E05000735,St Mary's,E08000004,Oldham,-2.089207,53.536298
9189,Canterbury Hall,"Holy Family Community Centre, Lord Lane, Failsworth",M35 0GQ,E05000726,Failsworth West,E08000004,Oldham,-2.156016,53.499161
9222,Common Room,"Clough Gate House, Hollins Road, Oldham",OL8 3UX,E05000727,Hollinwood,E08000004,Oldham,-2.127489,53.522349
9096,Al-Madina Jamia Masjid,"230 Waterloo Street, Oldham",OL4 1ES,E05000735,St Mary's,E08000004,Oldham,-2.100689,53.536442
8963,Methodist Sunday School,"Keb Lane, Bardsley, Oldham",OL8 2TE,E05000728,Medlock Vale,E08000004,Oldham,-2.103741,53.513832
