area_code,area_name,geography,period,indicator,ethnic_diversity,measure,unit,value
E01006158,Trafford 008B,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Any other combination of multiple ethnic identities,Count,Households,15
E01006179,Trafford 008C,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,One-person household,Count,Households,367
E01006179,Trafford 008C,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,All household members have the same ethnic group,Count,Households,361
E01006179,Trafford 008C,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ between generations but not within partnerships,Count,Households,22
E01006179,Trafford 008C,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ within partnerships,Count,Households,80
E01006179,Trafford 008C,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Any other combination of multiple ethnic identities,Count,Households,21
E01006184,Trafford 008D,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,One-person household,Count,Households,283
E01006184,Trafford 008D,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,All household members have the same ethnic group,Count,Households,391
E01006184,Trafford 008D,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ between generations but not within partnerships,Count,Households,25
E01006184,Trafford 008D,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ within partnerships,Count,Households,47
E01006184,Trafford 008D,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Any other combination of multiple ethnic identities,Count,Households,10
E01006198,Trafford 009A,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,One-person household,Count,Households,295
E01006198,Trafford 009A,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,All household members have the same ethnic group,Count,Households,341
E01006198,Trafford 009A,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ between generations but not within partnerships,Count,Households,5
E01006198,Trafford 009A,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ within partnerships,Count,Households,53
E01006198,Trafford 009A,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Any other combination of multiple ethnic identities,Count,Households,8
E01006199,Trafford 009B,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,One-person household,Count,Households,279
E01006199,Trafford 009B,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,All household members have the same ethnic group,Count,Households,394
E01006199,Trafford 009B,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ between generations but not within partnerships,Count,Households,19
E01006199,Trafford 009B,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ within partnerships,Count,Households,43
E01006199,Trafford 009B,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Any other combination of multiple ethnic identities,Count,Households,9
E01006200,Trafford 009C,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,One-person household,Count,Households,288
E01006200,Trafford 009C,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,All household members have the same ethnic group,Count,Households,343
E01006200,Trafford 009C,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ between generations but not within partnerships,Count,Households,7
E01006200,Trafford 009C,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ within partnerships,Count,Households,43
E01006200,Trafford 009C,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Any other combination of multiple ethnic identities,Count,Households,2
E01006201,Trafford 009D,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,One-person household,Count,Households,235
E01006201,Trafford 009D,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,All household members have the same ethnic group,Count,Households,337
E01006201,Trafford 009D,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ between generations but not within partnerships,Count,Households,12
E01006201,Trafford 009D,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ within partnerships,Count,Households,54
E01006201,Trafford 009D,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Any other combination of multiple ethnic identities,Count,Households,14
E01006202,Trafford 009E,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,One-person household,Count,Households,240
E01006202,Trafford 009E,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,All household members have the same ethnic group,Count,Households,300
E01006202,Trafford 009E,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ between generations but not within partnerships,Count,Households,5
E01006202,Trafford 009E,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ within partnerships,Count,Households,58
E01006202,Trafford 009E,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Any other combination of multiple ethnic identities,Count,Households,7
E01006120,Trafford 010A,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,One-person household,Count,Households,121
E01006120,Trafford 010A,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,All household members have the same ethnic group,Count,Households,388
E01006120,Trafford 010A,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ between generations but not within partnerships,Count,Households,3
E01006120,Trafford 010A,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ within partnerships,Count,Households,40
E01006120,Trafford 010A,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Any other combination of multiple ethnic identities,Count,Households,7
E01006129,Trafford 010B,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,One-person household,Count,Households,227
E01006129,Trafford 010B,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,All household members have the same ethnic group,Count,Households,353
E01006129,Trafford 010B,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ between generations but not within partnerships,Count,Households,18
E01006129,Trafford 010B,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ within partnerships,Count,Households,37
E01006129,Trafford 010B,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Any other combination of multiple ethnic identities,Count,Households,2
E01006133,Trafford 010C,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,One-person household,Count,Households,196
E01006133,Trafford 010C,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,All household members have the same ethnic group,Count,Households,404
E01006133,Trafford 010C,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ between generations but not within partnerships,Count,Households,7
E01006133,Trafford 010C,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ within partnerships,Count,Households,42
E01006133,Trafford 010C,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Any other combination of multiple ethnic identities,Count,Households,0
E01006197,Trafford 010D,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,One-person household,Count,Households,150
E01006197,Trafford 010D,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,All household members have the same ethnic group,Count,Households,382
E01006197,Trafford 010D,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ between generations but not within partnerships,Count,Households,13
E01006197,Trafford 010D,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ within partnerships,Count,Households,45
E01006197,Trafford 010D,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Any other combination of multiple ethnic identities,Count,Households,6
E01006203,Trafford 010E,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,One-person household,Count,Households,114
E01006203,Trafford 010E,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,All household members have the same ethnic group,Count,Households,361
E01006203,Trafford 010E,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ between generations but not within partnerships,Count,Households,8
E01006203,Trafford 010E,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ within partnerships,Count,Households,35
E01006203,Trafford 010E,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Any other combination of multiple ethnic identities,Count,Households,0
E01006142,Trafford 011A,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,One-person household,Count,Households,292
E01006142,Trafford 011A,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,All household members have the same ethnic group,Count,Households,368
E01006142,Trafford 011A,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ between generations but not within partnerships,Count,Households,20
E01006142,Trafford 011A,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ within partnerships,Count,Households,52
E01006142,Trafford 011A,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Any other combination of multiple ethnic identities,Count,Households,21
E01006143,Trafford 011B,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,One-person household,Count,Households,239
E01006143,Trafford 011B,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,All household members have the same ethnic group,Count,Households,374
E01006143,Trafford 011B,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ between generations but not within partnerships,Count,Households,12
E01006143,Trafford 011B,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ within partnerships,Count,Households,59
E01006143,Trafford 011B,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Any other combination of multiple ethnic identities,Count,Households,12
E01006144,Trafford 011C,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,One-person household,Count,Households,297
E01006144,Trafford 011C,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,All household members have the same ethnic group,Count,Households,316
E01006144,Trafford 011C,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ between generations but not within partnerships,Count,Households,29
E01006144,Trafford 011C,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ within partnerships,Count,Households,40
E01006144,Trafford 011C,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Any other combination of multiple ethnic identities,Count,Households,10
E01006180,Trafford 011D,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,One-person household,Count,Households,242
E01006180,Trafford 011D,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,All household members have the same ethnic group,Count,Households,418
E01006180,Trafford 011D,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ between generations but not within partnerships,Count,Households,30
E01006180,Trafford 011D,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ within partnerships,Count,Households,70
E01006180,Trafford 011D,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Any other combination of multiple ethnic identities,Count,Households,23
E01006181,Trafford 011E,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,One-person household,Count,Households,181
E01006181,Trafford 011E,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,All household members have the same ethnic group,Count,Households,369
E01006181,Trafford 011E,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ between generations but not within partnerships,Count,Households,25
E01006181,Trafford 011E,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ within partnerships,Count,Households,56
E01006181,Trafford 011E,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Any other combination of multiple ethnic identities,Count,Households,23
E01006147,Trafford 012A,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,One-person household,Count,Households,93
E01006147,Trafford 012A,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,All household members have the same ethnic group,Count,Households,380
E01006147,Trafford 012A,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ between generations but not within partnerships,Count,Households,7
E01006147,Trafford 012A,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ within partnerships,Count,Households,42
E01006147,Trafford 012A,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Any other combination of multiple ethnic identities,Count,Households,7
E01006149,Trafford 012B,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,One-person household,Count,Households,229
E01006149,Trafford 012B,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,All household members have the same ethnic group,Count,Households,383
E01006149,Trafford 012B,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ between generations but not within partnerships,Count,Households,8
E01006149,Trafford 012B,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ within partnerships,Count,Households,59
E01006149,Trafford 012B,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Any other combination of multiple ethnic identities,Count,Households,10
E01006150,Trafford 012C,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,One-person household,Count,Households,359
E01006150,Trafford 012C,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,All household members have the same ethnic group,Count,Households,404
E01006150,Trafford 012C,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ between generations but not within partnerships,Count,Households,11
E01006150,Trafford 012C,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ within partnerships,Count,Households,77
E01006150,Trafford 012C,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Any other combination of multiple ethnic identities,Count,Households,11
E01006154,Trafford 012D,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,One-person household,Count,Households,194
E01006154,Trafford 012D,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,All household members have the same ethnic group,Count,Households,385
E01006154,Trafford 012D,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ between generations but not within partnerships,Count,Households,12
E01006154,Trafford 012D,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ within partnerships,Count,Households,61
E01006154,Trafford 012D,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Any other combination of multiple ethnic identities,Count,Households,8
E01006165,Trafford 012E,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,One-person household,Count,Households,278
E01006165,Trafford 012E,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,All household members have the same ethnic group,Count,Households,526
E01006165,Trafford 012E,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ between generations but not within partnerships,Count,Households,20
E01006165,Trafford 012E,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ within partnerships,Count,Households,75
E01006165,Trafford 012E,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Any other combination of multiple ethnic identities,Count,Households,13
E01006166,Trafford 013A,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,One-person household,Count,Households,203
E01006166,Trafford 013A,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,All household members have the same ethnic group,Count,Households,413
E01006166,Trafford 013A,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ between generations but not within partnerships,Count,Households,13
E01006166,Trafford 013A,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ within partnerships,Count,Households,38
E01006166,Trafford 013A,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Any other combination of multiple ethnic identities,Count,Households,13
E01006169,Trafford 013B,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,One-person household,Count,Households,162
E01006169,Trafford 013B,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,All household members have the same ethnic group,Count,Households,451
E01006169,Trafford 013B,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ between generations but not within partnerships,Count,Households,10
E01006169,Trafford 013B,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ within partnerships,Count,Households,37
E01006169,Trafford 013B,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Any other combination of multiple ethnic identities,Count,Households,7
E01006170,Trafford 013C,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,One-person household,Count,Households,200
E01006170,Trafford 013C,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,All household members have the same ethnic group,Count,Households,419
E01006170,Trafford 013C,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ between generations but not within partnerships,Count,Households,6
E01006170,Trafford 013C,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ within partnerships,Count,Households,42
E01006170,Trafford 013C,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Any other combination of multiple ethnic identities,Count,Households,10
E01006171,Trafford 013D,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,One-person household,Count,Households,263
E01006171,Trafford 013D,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,All household members have the same ethnic group,Count,Households,418
E01006171,Trafford 013D,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ between generations but not within partnerships,Count,Households,21
E01006171,Trafford 013D,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ within partnerships,Count,Households,50
E01006171,Trafford 013D,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Any other combination of multiple ethnic identities,Count,Households,14
E01006098,Trafford 014A,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,One-person household,Count,Households,125
E01006098,Trafford 014A,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,All household members have the same ethnic group,Count,Households,338
E01006098,Trafford 014A,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ between generations but not within partnerships,Count,Households,3
E01006098,Trafford 014A,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ within partnerships,Count,Households,42
E01006098,Trafford 014A,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Any other combination of multiple ethnic identities,Count,Households,4
E01006099,Trafford 014B,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,One-person household,Count,Households,157
E01006099,Trafford 014B,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,All household members have the same ethnic group,Count,Households,314
E01006099,Trafford 014B,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ between generations but not within partnerships,Count,Households,12
E01006099,Trafford 014B,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ within partnerships,Count,Households,58
E01006099,Trafford 014B,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Any other combination of multiple ethnic identities,Count,Households,10
E01006164,Trafford 014C,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,One-person household,Count,Households,199
E01006164,Trafford 014C,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,All household members have the same ethnic group,Count,Households,458
E01006164,Trafford 014C,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ between generations but not within partnerships,Count,Households,9
E01006164,Trafford 014C,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ within partnerships,Count,Households,57
E01006164,Trafford 014C,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Any other combination of multiple ethnic identities,Count,Households,3
E01006174,Trafford 014D,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,One-person household,Count,Households,288
E01006174,Trafford 014D,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,All household members have the same ethnic group,Count,Households,432
E01006174,Trafford 014D,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ between generations but not within partnerships,Count,Households,10
E01006174,Trafford 014D,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ within partnerships,Count,Households,69
E01006174,Trafford 014D,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Any other combination of multiple ethnic identities,Count,Households,17
E01006178,Trafford 014E,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,One-person household,Count,Households,218
E01006178,Trafford 014E,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,All household members have the same ethnic group,Count,Households,476
E01006178,Trafford 014E,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ between generations but not within partnerships,Count,Households,11
E01006178,Trafford 014E,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ within partnerships,Count,Households,58
E01006178,Trafford 014E,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Any other combination of multiple ethnic identities,Count,Households,5
E01006097,Trafford 015A,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,One-person household,Count,Households,322
E01006097,Trafford 015A,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,All household members have the same ethnic group,Count,Households,391
E01006097,Trafford 015A,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ between generations but not within partnerships,Count,Households,15
E01006097,Trafford 015A,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ within partnerships,Count,Households,83
E01006097,Trafford 015A,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Any other combination of multiple ethnic identities,Count,Households,10
E01006160,Trafford 015B,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,One-person household,Count,Households,544
E01006160,Trafford 015B,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,All household members have the same ethnic group,Count,Households,445
E01006160,Trafford 015B,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ between generations but not within partnerships,Count,Households,9
E01006160,Trafford 015B,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ within partnerships,Count,Households,77
E01006160,Trafford 015B,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Any other combination of multiple ethnic identities,Count,Households,14
E01006161,Trafford 015C,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,One-person household,Count,Households,331
E01006161,Trafford 015C,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,All household members have the same ethnic group,Count,Households,495
E01006161,Trafford 015C,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ between generations but not within partnerships,Count,Households,15
E01006161,Trafford 015C,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ within partnerships,Count,Households,79
E01006161,Trafford 015C,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Any other combination of multiple ethnic identities,Count,Households,23
E01006162,Trafford 015D,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,One-person household,Count,Households,215
E01006162,Trafford 015D,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,All household members have the same ethnic group,Count,Households,380
E01006162,Trafford 015D,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ between generations but not within partnerships,Count,Households,5
E01006162,Trafford 015D,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ within partnerships,Count,Households,64
E01006162,Trafford 015D,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Any other combination of multiple ethnic identities,Count,Households,11
E01006163,Trafford 015E,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,One-person household,Count,Households,246
E01006163,Trafford 015E,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,All household members have the same ethnic group,Count,Households,462
E01006163,Trafford 015E,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ between generations but not within partnerships,Count,Households,15
E01006163,Trafford 015E,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ within partnerships,Count,Households,79
E01006163,Trafford 015E,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Any other combination of multiple ethnic identities,Count,Households,13
E01006148,Trafford 016A,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,One-person household,Count,Households,215
E01006148,Trafford 016A,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,All household members have the same ethnic group,Count,Households,390
E01006148,Trafford 016A,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ between generations but not within partnerships,Count,Households,13
E01006148,Trafford 016A,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ within partnerships,Count,Households,50
E01006148,Trafford 016A,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Any other combination of multiple ethnic identities,Count,Households,15
E01006151,Trafford 016B,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,One-person household,Count,Households,100
E01006151,Trafford 016B,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,All household members have the same ethnic group,Count,Households,396
E01006151,Trafford 016B,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ between generations but not within partnerships,Count,Households,4
