site_id,site_name,facility_type,access_type,pitches_on_site,artificial_sports_lighting_pitches,street,town,postcode,telephone,email,website,nursery,first_aid_room,cycle_park,car_park,car_park_capacity,disability_parking,disability_finding_reaching_entrance,disability_reception_area,disability_activity_area,disability_social_areas,disability_spectator_areas,disability_doorways,disability_emergency_exits,disability_toilets,disability_changing_facilities,disability_notes,ward_code,ward_name,msoa_code,lsoa_code,oa_code,lon,lat,site_last_updated_date
6010772,Woodheys Primary School,Grass pitches,Private Use,1,0,Meadway,Sale,M33 4PG,0161 973 4478,admin@woodheysprimaryschool.co.uk,http://www.woodheysprimaryschool.co.uk,Yes,No,Yes,Yes,20,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,NA,E05015252,Manor,E02001274,E01006153,E00031177,-2.345597,53.41386,2025-08-15
6010797,Oldfield Brow Primary School,Grass pitches,Private Use,2,0,Taylor Road,Altrincham,WA14 4LE,0161 926 8646,office@oldfield-brow.com,http://www.oldfield-brow.com,No,Yes,Yes,No,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,NA,E05015241,Bowdon,E02001283,E01006074,E00030807,-2.37689,53.39186,2025-04-11
6010812,St Michaels Primary School,Grass pitches,Private Use,2,0,The Grove,Manchester,M41 6JB,0161 748 3669,office@smpsflixton.co.uk,https://www.smpsflixton.co.uk/,Yes,Yes,No,Yes,10,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,NA,E05015246,Flixton,E02001265,E01006132,E00031046,-2.381696,53.44322,2025-02-24
6010830,Firs Primary School,Grass pitches,Private Use,3,0,Firs Road,Sale,M33 5EL,0161 973 7350,firs.admin@trafford.gov.uk,http://www.firsprimary.co.uk/,Yes,Yes,Yes,Yes,50,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,NA,E05015252,Manor,E02001274,E01006172,E00031273,-2.351001,53.42338,2025-09-12
6010856,Cloverlea Primary School,Grass pitches,Private Use,2,0,Green Lane North,Altrincham,WA15 7NQ,0161 980 8338,cloverleaprim.admin@trafford.gov.uk,http://www.cloverlea.org.uk,No,Yes,No,Yes,20,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,NA,E05015249,Hale Barns & Timperley South,E02001281,E01006209,E00031474,-2.319816,53.39056,2025-08-13
6010856,Cloverlea Primary School,Grass pitches,Sports Club / Community Association,2,0,Green Lane North,Altrincham,WA15 7NQ,0161 980 8338,cloverleaprim.admin@trafford.gov.uk,http://www.cloverlea.org.uk,No,Yes,No,Yes,20,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,NA,E05015249,Hale Barns & Timperley South,E02001281,E01006209,E00031474,-2.319816,53.39056,2025-08-13
6010857,Worthington Primary School,Grass pitches,Private Use,6,0,Worthington Road,Sale,M33 2JJ,0161 973 3504,worthington.admin@trafford.gov.uk,https://www.worthington-primary.trafford.sch.uk/,Yes,Yes,Yes,Yes,12,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,NA,E05015255,Sale Moor,E02001276,E01006176,E00031302,-2.294598,53.4206,2025-07-24
6010865,St Hughs Catholic Primary School,Grass pitches,Sports Club / Community Association,5,0,Park Road,Altrincham,WA15 6TQ,0161 962 1852,sthughs.admin@trafford.gov.uk,https://www.sthughstimperley.org/,Yes,No,Yes,Yes,40,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,NA,E05015258,Timperley North,E02001281,E01006093,E00030854,-2.33514,53.40231,2025-07-24
6010939,Wellfield Junior School,Grass pitches,Private Use,3,0,Dumber Lane,Sale,M33 5QX,0161 912 3685,admin@wellfieldjunior.trafford.sch.uk,http://wellfieldjunior.trafford.sch.uk/,No,No,Yes,Yes,12,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,NA,E05015240,Ashton upon Mersey,E02001271,E01006170,E00031244,-2.336955,53.43014,2025-08-12
6010939,Wellfield Junior School,Grass pitches,Sports Club / Community Association,1,0,Dumber Lane,Sale,M33 5QX,0161 912 3685,admin@wellfieldjunior.trafford.sch.uk,http://wellfieldjunior.trafford.sch.uk/,No,No,Yes,Yes,12,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,NA,E05015240,Ashton upon Mersey,E02001271,E01006170,E00031244,-2.336955,53.43014,2025-08-12
6011008,St Hildas Primary School,Grass pitches,Private Use,1,0,Warwick Road South,Manchester,M16 0SH,0161 881 5466,sthoffice@vantageacademies.co.uk,http://www.sthildasprimary.co.uk,Yes,No,Yes,Yes,25,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,NA,E05015250,Longford,E02001262,E01006146,E00031124,-2.279341,53.45061,2025-02-13
6011033,St Ann's Rc Primary School,Grass pitches,Private Use,1,0,Derbyshire Lane,Manchester,M32 8SH,0161 865 7705,stannesrc.admin@trafford.gov.uk,https://www.stannsrcprimary.co.uk/,Yes,No,Yes,Yes,20,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,NA,E05015256,Stretford & Humphrey Park,E02001269,E01006180,E00031329,-2.306276,53.45026,2025-08-13
6011129,Jacksons Boat Sports Ground,Grass pitches,Sports Club / Community Association,1,0,Rifle Road,Sale,M33 2LX,0161 905 2647,NA,NA,No,No,Yes,Yes,100,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,NA,E05015254,Sale Central,E02001272,E01006164,E00031241,-2.288429,53.43017,2025-03-28
6011169,Bowdon Rugby Club,Grass pitches,Sports Club / Community Association,6,0,Clay Lane,Altrincham,WA15 7AF,0161 980 8321,honsec@cheshirerfu.co.uk,https://www.cheshirerfu.co.uk/clubs/bowdon-rufc/,No,No,No,Yes,40,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,NA,E05015249,Hale Barns & Timperley South,E02001281,E01006209,E00031477,-2.309979,53.38729,2025-06-26
6017753,Davyhulme Primary School,Grass pitches,Private Use,4,0,Canterbury Road,Manchester,M41 0RX,0161 748 3392,office@davyhulmeprimary.com,http://www.davyhulmeprimary.com,Yes,Yes,Yes,Yes,20,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,NA,E05015259,Urmston,E02001260,E01006117,E00031006,-2.350367,53.45428,2025-02-04
6017868,Lees Field,Grass pitches,Sports Club / Community Association,7,0,Gleneagles Road,Manchester,M41 8SE,NA,info@traffordleisure.co.uk,http://www.traffordleisure.co.uk,No,No,No,Yes,18,No,Yes,No,Yes,No,No,Yes,Yes,No,No,NA,E05015245,Davyhulme,E02001263,E01006124,E00031013,-2.385381,53.45583,2025-05-20
6020554,Shawe View Stadium,Grass pitches,Sports Club / Community Association,1,1,Shawe Road,Manchester,M41 5DL,07500 771335,leeknights1@sky.com,http://www.traffordfc.co.uk,No,Yes,No,Yes,70,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,NA,E05015246,Flixton,E02001268,E01006129,E00031065,-2.372258,53.4469,2025-02-05
20000044,Victoria Park (Stretford),Grass pitches,Free Public Access,1,0,Victoria Road,Manchester,M32 0AD,NA,info@traffordleisure.co.uk,http://www.trafford.gov.uk,No,No,No,No,0,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,NA,E05015256,Stretford & Humphrey Park,E02001269,E01006181,E00031321,-2.310412,53.44896,2025-05-20
30002488,The Willows Primary School,Grass pitches,Private Use,3,0,Victoria Road,Altrincham,WA15 6PP,0161 9807 685,willows.admin@trafford.gov.uk,http://www.willowstimperley.co.uk/,No,Yes,Yes,Yes,25,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,E05015257,Timperley Central,E02001281,E01006191,E00031403,-2.330915,53.39665,2024-09-11
30002941,Broadheath Primary School,Grass pitches,Sports Club / Community Association,1,0,Sinderland Road,Altrincham,WA14 5JQ,0161 928 4748,broadheath.admin@trafford.gov.uk,http://www.broadheathprimaryschool.com/,Yes,No,Yes,Yes,20,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,NA,E05015242,Broadheath,E02001277,E01006091,E00168590,-2.360126,53.40446,2024-11-06
30003071,Acre Hall Primary School,Grass pitches,Private Use,5,0,Irlam Road,Manchester,M41 6NA,0161 748 4356,admin@acrehall.trafford.sch.uk,http://www.acrehall.trafford.sch.uk/home,Yes,No,Yes,Yes,20,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,NA,E05015245,Davyhulme,E02001265,E01006126,E00031022,-2.394123,53.44884,2024-10-14
30003222,Bowdon Church School,Grass pitches,Private Use,4,0,Grange Road,Altrincham,WA14 3EX,01619 288 907,office@bowdon.cs.org,http://www.bowdoncs.org.uk/,Yes,Yes,Yes,Yes,35,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,NA,E05015241,Bowdon,E02001285,E01006086,E00030816,-2.356308,53.37257,2024-12-10
30003291,Brooklands Primary School,Grass pitches,Private Use,2,0,Woodbourne Road,Sale,M33 3SY,0161 973 3758,secretary@brooklands.trafford.sch.uk,http://www.brooklands.trafford.sch.uk/,Yes,No,Yes,Yes,24,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,NA,E05015243,Brooklands,E02001273,E01006097,E00030889,-2.325688,53.41322,2025-01-30
30003351,Mersey Valley Sports Club,Grass pitches,Sports Club / Community Association,5,0,Banky Lane,Sale,M33 5SL,07411 389700,merseyvalley@gmail.com,https://www.merseyvalleyfc.co.uk/,No,No,No,Yes,40,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,E05015244,Bucklow-St Martins,E02001271,E01006170,E00031253,-2.353426,53.43274,2025-09-15
30003620,Manchester United (Old Trafford),Grass pitches,Private Use,1,1,Sir Matt Busby Way,Manchester,M16 0RA,0161 6767770,NA,https://www.manutd.com/,No,Yes,No,Yes,2000,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,E05015247,Gorse Hill & Cornbrook,E02001261,E01006186,E00031368,-2.291032,53.46258,2025-04-24
30003621,Manchester United (Trafford Training Centre),Grass pitches,Private Use,19,1,Isherwood Road,Carrington,M31 4BH,00000 000000,NA,NA,No,Yes,Yes,Yes,200,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,NA,E05015244,Bucklow-St Martins,E02001275,E01006107,E00030919,-2.377659,53.41759,2024-12-18
30003658,Afc Urmston Meadowside,Grass pitches,Sports Club / Community Association,11,0,Davyhulme Road,Manchester,M41 8QA,NA,club.secretary@urmstonmeds.co.uk,http://urmstonmeds.co.uk/,No,No,No,Yes,20,Yes,Yes,No,No,No,No,No,Yes,No,No,NA,E05015245,Davyhulme,E02001263,E01006124,E00031036,-2.384999,53.4577,2025-06-02
30004118,Elmridge Primary School,Grass pitches,Private Use,1,0,Wilton Drive,Altrincham,WA15 0JF,0161 980 4941,admin@eps.bright-futures.co.uk,https://elmridge.bright-futures.co.uk/,Yes,Yes,Yes,Yes,20,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,NA,E05015249,Hale Barns & Timperley South,E02001286,E01006136,E00031104,-2.310756,53.36698,2025-01-21
30004739,Lostock Park,Grass pitches,Free Public Access,3,0,Old Hall Road,Manchester,M32 9TL,NA,info@traffordleisure.co.uk,http://www.trafford.gov.uk/residents/leisure-and-lifestyle/parks-and-open-spaces/parks-in-trafford/lostock-park.aspx,No,No,No,No,0,No,No,No,Yes,No,No,No,No,No,No,NA,E05015251,Lostock & Barton,E02001266,E01006158,E00031181,-2.331738,53.45795,2025-05-20
30004776,Dainewell Park,Grass pitches,Free Public Access,2,0,Hornbeam Close,Sale,M33 5LJ,NA,info@traffordleisure.co.uk,http://www.traffordleisure.co.uk,No,No,No,No,0,No,No,No,Yes,No,No,No,No,No,No,NA,E05015244,Bucklow-St Martins,E02001275,E01006107,E00030919,-2.358336,53.42625,2025-05-20
30004934,Brooklands Dragons Jfc (Budworth Road),Grass pitches,Sports Club / Community Association,5,0,Budworth Road,Sale,M33 2RP,00000 000000,NA,https://www.brooklandsdragonsfc.co.uk/,No,No,No,Yes,10,No,No,No,No,No,No,No,No,No,No,NA,E05015255,Sale Moor,E02001276,E01006175,E00031313,-2.297774,53.41706,2024-12-04
30005529,Well Green Primary School,Grass pitches,Private Use,2,0,Briony Avenue,Altrincham,WA15 8QA,0161 980 3976,wellgreen.admin@trafford.gov.uk,http://www.wellgreenprimary.co.uk/,No,No,Yes,Yes,10,No,Yes,No,No,No,No,No,No,No,No,NA,E05015249,Hale Barns & Timperley South,E02001286,E01006138,E00031093,-2.316699,53.37594,2025-02-19
30005966,Holy Family Catholic Primary School,Grass pitches,Private Use,1,0,Old Hall Road,Sale,M33 2JA,0161 962 5397,holyfamily.admin@trafford.gov.uk,https://www.holyfamilysalemoor.co.uk/,No,No,No,Yes,20,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,NA,E05015255,Sale Moor,E02001272,E01006178,E00031304,-2.299145,53.42107,2025-09-11
30006579,Wood Lane Playing Fields,Grass pitches,Free Public Access,1,0,Wood Lane,Manchester,M31 4LW,00000 000000,NA,NA,No,No,No,No,0,No,No,No,No,No,No,No,No,No,No,NA,E05015244,Bucklow-St Martins,E02001275,E01006108,E00030921,-2.436856,53.41578,2024-11-13
30006685,St Margaret Ward Catholic Primary School,Grass pitches,Private Use,2,0,Cherry Lane,Sale,M33 4GY,0161 969 9852,stmargaretward.admin@trafford.gov.uk,http://www.st-margaretward.trafford.sch.uk,No,No,No,Yes,25,Yes,No,No,No,No,No,No,No,No,No,NA,E05015252,Manor,E02001277,E01006167,E00031279,-2.356309,53.41393,2025-05-30
30006871,Partington Pavilion And Moss View Playing Field,Grass pitches,Sports Club / Community Association,1,0,Moss View Road,Manchester,M31 4DX,00000000000,NA,NA,No,No,No,No,0,No,No,No,Yes,No,No,No,No,No,No,NA,E05015244,Bucklow-St Martins,E02001275,E01006107,E00030941,-2.418777,53.41779,2024-09-24
30006874,Manor Farm,Grass pitches,Sports Club / Community Association,3,0,Ridgeway Road,Altrincham,WA15 7HE,07443 495 666,willowtreepreschool@icloud.com,http://www.willowtreepreschool.info/contact/,No,No,No,Yes,20,No,No,No,No,No,No,No,No,No,No,NA,E05015249,Hale Barns & Timperley South,E02001280,E01006208,E00031476,-2.306368,53.38799,2025-09-02
30007533,Carrington Training Centre,Grass pitches,Private Use,6,0,Carrington Lane,Manchester,M31 4AB,0161 786 1570,NA,NA,No,Yes,No,Yes,75,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,NA,E05015244,Bucklow-St Martins,E02001275,E01006107,E00030919,-2.37407,53.43201,2024-12-17
30007534,Stockport County Fc Training Centre,Grass pitches,Private Use,6,0,Carrington Lane,Manchester,M31 4AE,NA,NA,https://www.stockportcounty.com/,No,Yes,No,Yes,60,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,NA,E05015244,Bucklow-St Martins,E02001275,E01006107,E00030919,-2.369381,53.43169,2024-12-17
30007725,Brentwood High School And Community College,Grass pitches,Private Use,1,0,Cherry Lane,Sale,M33 4GY,0161 905 2371,admin@brentwood.trafford.sch.uk,http://www.brentwoodschool-trafford.co.uk/,No,Yes,Yes,Yes,50,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,E05015252,Manor,E02001277,E01006168,E00031243,-2.358126,53.41343,2025-06-24
30008113,Longford Park Primary School,Grass pitches,Private Use,1,0,Cromwell Road,Manchester,M32 8QJ,0161 532 3253,admin@longfordparkschool.co.uk,https://www.longfordparkschool.co.uk/,No,No,Yes,Yes,25,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,NA,E05015250,Longford,E02001269,E01006142,E00031128,-2.293976,53.44832,2025-06-02
30008559,Our Lady Of Lourdes Catholic Primary School,Grass pitches,Private Use,1,0,Lock Lane,Manchester,M31 4PJ,0161 775 2847,office@ololtr.co.uk,https://www.ourladyoflourdes-primary.trafford.sch.uk/,Yes,No,No,Yes,15,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,NA,E05015244,Bucklow-St Martins,E02001275,E01006106,E00030936,-2.437056,53.41853,2025-07-30
30009252,Ashton-On-Mersey Sports Club,Grass pitches,Sports Club / Community Association,8,1,Banky Lane,Sale,M33 5SL,0161 973 6637,bookings@aomsportsclub.co.uk,https://aomsportsclub.co.uk/,No,Yes,No,Yes,40,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,NA,E05015244,Bucklow-St Martins,E02001271,E01006170,E00031253,-2.355565,53.4334,2025-09-01
30009481,Kings Road Primary School,Grass pitches,Private Use,1,0,Kings Road,Manchester,M16 0GR,0161 881 3571,kingsroad.admin@trafford.gov.uk,https://www.kingsroadschool.com/,Yes,No,Yes,Yes,45,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,NA,E05015250,Longford,E02001262,E01006145,E00031118,-2.279923,53.45447,2024-08-02
30009702,Moss Park,Grass pitches,Sports Club / Community Association,1,0,Moss Park Road,Stretford,M32 9HR,0161 224 2902,parks@manchester.gov.uk,http://www.manchester.gov.uk,No,No,No,No,0,No,No,No,No,No,No,No,No,No,No,NA,E05015256,Stretford & Humphrey Park,E02001264,E01006182,E00031325,-2.322006,53.44814,2024-12-10
30010903,Altrincham Ce Primary School,Grass pitches,Private Use,4,0,Townfield Road,Altrincham,WA14 4DS,0161 928 7288,altrinchamce.admin@trafford.gov.uk,https://www.altrinchamceprimaryschool.co.uk/,No,No,Yes,No,0,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,NA,E05015239,Altrincham,E02001283,E01006075,E00030782,-2.353269,53.3903,2024-09-13
50000538,St Alphonsus Primary School Playing Field,Grass pitches,Private Use,1,0,Hamilton Street,Manchester,M16 7PT,0161 872 5239,NA,https://www.stalphonsus-trafford.co.uk/,No,No,No,No,0,No,No,No,No,No,No,No,No,No,No,Playing field only.,E05015253,Old Trafford,E02001259,E01006112,E00030954,-2.262288,53.46309,2024-10-31
50000553,The Devisdale,Grass pitches,Private Use,1,0,Groby Road,Altrincham,WA14 2AP,NA,NA,https://www.timperleyfc.co.uk/,No,No,No,No,0,No,No,No,No,No,No,No,No,No,No,NA,E05015241,Bowdon,E02001285,E01006082,E00030829,-2.366652,53.38317,2024-11-15
