area_code,area_name,geography,period,indicator,hours_worked_category,measure,unit,value
E01006184,Trafford 008D,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 31 to 48 hours worked,Count,Persons,507
E01006184,Trafford 008D,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 49 or more hours worked,Count,Persons,55
E01006198,Trafford 009A,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 15 hours or less worked,Count,Persons,53
E01006198,Trafford 009A,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 16 to 30 hours worked,Count,Persons,124
E01006198,Trafford 009A,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 31 to 48 hours worked,Count,Persons,497
E01006198,Trafford 009A,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 49 or more hours worked,Count,Persons,69
E01006199,Trafford 009B,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 15 hours or less worked,Count,Persons,42
E01006199,Trafford 009B,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 16 to 30 hours worked,Count,Persons,134
E01006199,Trafford 009B,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 31 to 48 hours worked,Count,Persons,531
E01006199,Trafford 009B,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 49 or more hours worked,Count,Persons,55
E01006200,Trafford 009C,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 15 hours or less worked,Count,Persons,58
E01006200,Trafford 009C,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 16 to 30 hours worked,Count,Persons,111
E01006200,Trafford 009C,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 31 to 48 hours worked,Count,Persons,417
E01006200,Trafford 009C,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 49 or more hours worked,Count,Persons,52
E01006201,Trafford 009D,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 15 hours or less worked,Count,Persons,50
E01006201,Trafford 009D,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 16 to 30 hours worked,Count,Persons,129
E01006201,Trafford 009D,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 31 to 48 hours worked,Count,Persons,542
E01006201,Trafford 009D,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 49 or more hours worked,Count,Persons,72
E01006202,Trafford 009E,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 15 hours or less worked,Count,Persons,53
E01006202,Trafford 009E,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 16 to 30 hours worked,Count,Persons,126
E01006202,Trafford 009E,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 31 to 48 hours worked,Count,Persons,447
E01006202,Trafford 009E,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 49 or more hours worked,Count,Persons,65
E01006120,Trafford 010A,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 15 hours or less worked,Count,Persons,54
E01006120,Trafford 010A,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 16 to 30 hours worked,Count,Persons,130
E01006120,Trafford 010A,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 31 to 48 hours worked,Count,Persons,428
E01006120,Trafford 010A,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 49 or more hours worked,Count,Persons,62
E01006129,Trafford 010B,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 15 hours or less worked,Count,Persons,58
E01006129,Trafford 010B,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 16 to 30 hours worked,Count,Persons,126
E01006129,Trafford 010B,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 31 to 48 hours worked,Count,Persons,365
E01006129,Trafford 010B,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 49 or more hours worked,Count,Persons,62
E01006133,Trafford 010C,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 15 hours or less worked,Count,Persons,67
E01006133,Trafford 010C,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 16 to 30 hours worked,Count,Persons,128
E01006133,Trafford 010C,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 31 to 48 hours worked,Count,Persons,399
E01006133,Trafford 010C,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 49 or more hours worked,Count,Persons,68
E01006197,Trafford 010D,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 15 hours or less worked,Count,Persons,41
E01006197,Trafford 010D,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 16 to 30 hours worked,Count,Persons,147
E01006197,Trafford 010D,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 31 to 48 hours worked,Count,Persons,519
E01006197,Trafford 010D,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 49 or more hours worked,Count,Persons,55
E01006203,Trafford 010E,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 15 hours or less worked,Count,Persons,69
E01006203,Trafford 010E,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 16 to 30 hours worked,Count,Persons,122
E01006203,Trafford 010E,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 31 to 48 hours worked,Count,Persons,449
E01006203,Trafford 010E,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 49 or more hours worked,Count,Persons,61
E01006142,Trafford 011A,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 15 hours or less worked,Count,Persons,80
E01006142,Trafford 011A,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 16 to 30 hours worked,Count,Persons,148
E01006142,Trafford 011A,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 31 to 48 hours worked,Count,Persons,465
E01006142,Trafford 011A,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 49 or more hours worked,Count,Persons,51
E01006143,Trafford 011B,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 15 hours or less worked,Count,Persons,72
E01006143,Trafford 011B,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 16 to 30 hours worked,Count,Persons,162
E01006143,Trafford 011B,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 31 to 48 hours worked,Count,Persons,543
E01006143,Trafford 011B,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 49 or more hours worked,Count,Persons,54
E01006144,Trafford 011C,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 15 hours or less worked,Count,Persons,66
E01006144,Trafford 011C,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 16 to 30 hours worked,Count,Persons,105
E01006144,Trafford 011C,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 31 to 48 hours worked,Count,Persons,387
E01006144,Trafford 011C,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 49 or more hours worked,Count,Persons,50
E01006180,Trafford 011D,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 15 hours or less worked,Count,Persons,87
E01006180,Trafford 011D,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 16 to 30 hours worked,Count,Persons,195
E01006180,Trafford 011D,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 31 to 48 hours worked,Count,Persons,671
E01006180,Trafford 011D,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 49 or more hours worked,Count,Persons,85
E01006181,Trafford 011E,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 15 hours or less worked,Count,Persons,81
E01006181,Trafford 011E,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 16 to 30 hours worked,Count,Persons,163
E01006181,Trafford 011E,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 31 to 48 hours worked,Count,Persons,516
E01006181,Trafford 011E,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 49 or more hours worked,Count,Persons,58
E01006147,Trafford 012A,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 15 hours or less worked,Count,Persons,65
E01006147,Trafford 012A,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 16 to 30 hours worked,Count,Persons,130
E01006147,Trafford 012A,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 31 to 48 hours worked,Count,Persons,436
E01006147,Trafford 012A,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 49 or more hours worked,Count,Persons,81
E01006149,Trafford 012B,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 15 hours or less worked,Count,Persons,65
E01006149,Trafford 012B,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 16 to 30 hours worked,Count,Persons,132
E01006149,Trafford 012B,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 31 to 48 hours worked,Count,Persons,480
E01006149,Trafford 012B,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 49 or more hours worked,Count,Persons,71
E01006150,Trafford 012C,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 15 hours or less worked,Count,Persons,92
E01006150,Trafford 012C,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 16 to 30 hours worked,Count,Persons,147
E01006150,Trafford 012C,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 31 to 48 hours worked,Count,Persons,583
E01006150,Trafford 012C,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 49 or more hours worked,Count,Persons,98
E01006154,Trafford 012D,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 15 hours or less worked,Count,Persons,72
E01006154,Trafford 012D,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 16 to 30 hours worked,Count,Persons,152
E01006154,Trafford 012D,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 31 to 48 hours worked,Count,Persons,571
E01006154,Trafford 012D,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 49 or more hours worked,Count,Persons,100
E01006165,Trafford 012E,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 15 hours or less worked,Count,Persons,72
E01006165,Trafford 012E,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 16 to 30 hours worked,Count,Persons,172
E01006165,Trafford 012E,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 31 to 48 hours worked,Count,Persons,761
E01006165,Trafford 012E,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 49 or more hours worked,Count,Persons,99
E01006166,Trafford 013A,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 15 hours or less worked,Count,Persons,69
E01006166,Trafford 013A,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 16 to 30 hours worked,Count,Persons,147
E01006166,Trafford 013A,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 31 to 48 hours worked,Count,Persons,481
E01006166,Trafford 013A,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 49 or more hours worked,Count,Persons,63
E01006169,Trafford 013B,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 15 hours or less worked,Count,Persons,59
E01006169,Trafford 013B,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 16 to 30 hours worked,Count,Persons,153
E01006169,Trafford 013B,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 31 to 48 hours worked,Count,Persons,483
E01006169,Trafford 013B,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 49 or more hours worked,Count,Persons,65
E01006170,Trafford 013C,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 15 hours or less worked,Count,Persons,67
E01006170,Trafford 013C,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 16 to 30 hours worked,Count,Persons,139
E01006170,Trafford 013C,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 31 to 48 hours worked,Count,Persons,487
E01006170,Trafford 013C,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 49 or more hours worked,Count,Persons,78
E01006171,Trafford 013D,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 15 hours or less worked,Count,Persons,81
E01006171,Trafford 013D,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 16 to 30 hours worked,Count,Persons,162
E01006171,Trafford 013D,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 31 to 48 hours worked,Count,Persons,526
E01006171,Trafford 013D,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 49 or more hours worked,Count,Persons,57
E01006098,Trafford 014A,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 15 hours or less worked,Count,Persons,61
E01006098,Trafford 014A,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 16 to 30 hours worked,Count,Persons,101
E01006098,Trafford 014A,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 31 to 48 hours worked,Count,Persons,366
E01006098,Trafford 014A,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 49 or more hours worked,Count,Persons,60
E01006099,Trafford 014B,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 15 hours or less worked,Count,Persons,53
E01006099,Trafford 014B,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 16 to 30 hours worked,Count,Persons,120
E01006099,Trafford 014B,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 31 to 48 hours worked,Count,Persons,429
E01006099,Trafford 014B,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 49 or more hours worked,Count,Persons,68
E01006164,Trafford 014C,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 15 hours or less worked,Count,Persons,71
E01006164,Trafford 014C,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 16 to 30 hours worked,Count,Persons,156
E01006164,Trafford 014C,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 31 to 48 hours worked,Count,Persons,531
E01006164,Trafford 014C,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 49 or more hours worked,Count,Persons,68
E01006174,Trafford 014D,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 15 hours or less worked,Count,Persons,60
E01006174,Trafford 014D,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 16 to 30 hours worked,Count,Persons,132
E01006174,Trafford 014D,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 31 to 48 hours worked,Count,Persons,629
E01006174,Trafford 014D,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 49 or more hours worked,Count,Persons,106
E01006178,Trafford 014E,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 15 hours or less worked,Count,Persons,71
E01006178,Trafford 014E,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 16 to 30 hours worked,Count,Persons,165
E01006178,Trafford 014E,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 31 to 48 hours worked,Count,Persons,578
E01006178,Trafford 014E,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 49 or more hours worked,Count,Persons,110
E01006097,Trafford 015A,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 15 hours or less worked,Count,Persons,80
E01006097,Trafford 015A,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 16 to 30 hours worked,Count,Persons,119
E01006097,Trafford 015A,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 31 to 48 hours worked,Count,Persons,529
E01006097,Trafford 015A,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 49 or more hours worked,Count,Persons,94
E01006160,Trafford 015B,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 15 hours or less worked,Count,Persons,100
E01006160,Trafford 015B,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 16 to 30 hours worked,Count,Persons,157
E01006160,Trafford 015B,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 31 to 48 hours worked,Count,Persons,681
E01006160,Trafford 015B,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 49 or more hours worked,Count,Persons,87
E01006161,Trafford 015C,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 15 hours or less worked,Count,Persons,104
E01006161,Trafford 015C,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 16 to 30 hours worked,Count,Persons,169
E01006161,Trafford 015C,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 31 to 48 hours worked,Count,Persons,734
E01006161,Trafford 015C,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 49 or more hours worked,Count,Persons,136
E01006162,Trafford 015D,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 15 hours or less worked,Count,Persons,74
E01006162,Trafford 015D,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 16 to 30 hours worked,Count,Persons,145
E01006162,Trafford 015D,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 31 to 48 hours worked,Count,Persons,508
E01006162,Trafford 015D,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 49 or more hours worked,Count,Persons,102
E01006163,Trafford 015E,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 15 hours or less worked,Count,Persons,56
E01006163,Trafford 015E,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 16 to 30 hours worked,Count,Persons,164
E01006163,Trafford 015E,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 31 to 48 hours worked,Count,Persons,747
E01006163,Trafford 015E,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 49 or more hours worked,Count,Persons,127
E01006148,Trafford 016A,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 15 hours or less worked,Count,Persons,101
E01006148,Trafford 016A,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 16 to 30 hours worked,Count,Persons,124
E01006148,Trafford 016A,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 31 to 48 hours worked,Count,Persons,455
E01006148,Trafford 016A,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 49 or more hours worked,Count,Persons,90
E01006151,Trafford 016B,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 15 hours or less worked,Count,Persons,74
E01006151,Trafford 016B,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 16 to 30 hours worked,Count,Persons,152
E01006151,Trafford 016B,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 31 to 48 hours worked,Count,Persons,433
E01006151,Trafford 016B,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 49 or more hours worked,Count,Persons,89
E01006152,Trafford 016C,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 15 hours or less worked,Count,Persons,78
E01006152,Trafford 016C,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 16 to 30 hours worked,Count,Persons,139
E01006152,Trafford 016C,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 31 to 48 hours worked,Count,Persons,410
E01006152,Trafford 016C,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 49 or more hours worked,Count,Persons,80
E01006153,Trafford 016D,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 15 hours or less worked,Count,Persons,104
E01006153,Trafford 016D,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 16 to 30 hours worked,Count,Persons,124
E01006153,Trafford 016D,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 31 to 48 hours worked,Count,Persons,393
E01006153,Trafford 016D,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 49 or more hours worked,Count,Persons,63
E01006172,Trafford 016E,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 15 hours or less worked,Count,Persons,93
E01006172,Trafford 016E,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 16 to 30 hours worked,Count,Persons,130
E01006172,Trafford 016E,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 31 to 48 hours worked,Count,Persons,384
E01006172,Trafford 016E,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 49 or more hours worked,Count,Persons,50
