area_code,area_name,geography,period,indicator,occupation,measure,unit,value
E01006095,Trafford 019C,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),"Caring, leisure and other service occupations",Count,Persons,56
E01006095,Trafford 019C,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Sales and customer service occupations,Count,Persons,47
E01006095,Trafford 019C,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),"Process, plant and machine operatives",Count,Persons,18
E01006095,Trafford 019C,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Elementary occupations,Count,Persons,36
E01006096,Trafford 020C,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Does not apply,Count,Persons,798
E01006096,Trafford 020C,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),"Managers, directors and senior officials",Count,Persons,137
E01006096,Trafford 020C,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Professional occupations,Count,Persons,277
E01006096,Trafford 020C,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Associate professional and technical occupations,Count,Persons,114
E01006096,Trafford 020C,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Administrative and secretarial occupations,Count,Persons,102
E01006096,Trafford 020C,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Skilled trades occupations,Count,Persons,51
E01006096,Trafford 020C,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),"Caring, leisure and other service occupations",Count,Persons,46
E01006096,Trafford 020C,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Sales and customer service occupations,Count,Persons,38
E01006096,Trafford 020C,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),"Process, plant and machine operatives",Count,Persons,13
E01006096,Trafford 020C,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Elementary occupations,Count,Persons,36
E01006097,Trafford 015A,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Does not apply,Count,Persons,961
E01006097,Trafford 015A,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),"Managers, directors and senior officials",Count,Persons,160
E01006097,Trafford 015A,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Professional occupations,Count,Persons,295
E01006097,Trafford 015A,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Associate professional and technical occupations,Count,Persons,114
E01006097,Trafford 015A,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Administrative and secretarial occupations,Count,Persons,70
E01006097,Trafford 015A,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Skilled trades occupations,Count,Persons,33
E01006097,Trafford 015A,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),"Caring, leisure and other service occupations",Count,Persons,33
E01006097,Trafford 015A,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Sales and customer service occupations,Count,Persons,51
E01006097,Trafford 015A,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),"Process, plant and machine operatives",Count,Persons,17
E01006097,Trafford 015A,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Elementary occupations,Count,Persons,49
E01006098,Trafford 014A,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Does not apply,Count,Persons,749
E01006098,Trafford 014A,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),"Managers, directors and senior officials",Count,Persons,109
E01006098,Trafford 014A,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Professional occupations,Count,Persons,254
E01006098,Trafford 014A,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Associate professional and technical occupations,Count,Persons,100
E01006098,Trafford 014A,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Administrative and secretarial occupations,Count,Persons,41
E01006098,Trafford 014A,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Skilled trades occupations,Count,Persons,17
E01006098,Trafford 014A,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),"Caring, leisure and other service occupations",Count,Persons,16
E01006098,Trafford 014A,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Sales and customer service occupations,Count,Persons,24
E01006098,Trafford 014A,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),"Process, plant and machine operatives",Count,Persons,4
E01006098,Trafford 014A,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Elementary occupations,Count,Persons,23
E01006099,Trafford 014B,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Does not apply,Count,Persons,654
E01006099,Trafford 014B,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),"Managers, directors and senior officials",Count,Persons,101
E01006099,Trafford 014B,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Professional occupations,Count,Persons,246
E01006099,Trafford 014B,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Associate professional and technical occupations,Count,Persons,84
E01006099,Trafford 014B,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Administrative and secretarial occupations,Count,Persons,45
E01006099,Trafford 014B,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Skilled trades occupations,Count,Persons,57
E01006099,Trafford 014B,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),"Caring, leisure and other service occupations",Count,Persons,40
E01006099,Trafford 014B,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Sales and customer service occupations,Count,Persons,34
E01006099,Trafford 014B,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),"Process, plant and machine operatives",Count,Persons,30
E01006099,Trafford 014B,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Elementary occupations,Count,Persons,33
E01006100,Trafford 020D,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Does not apply,Count,Persons,772
E01006100,Trafford 020D,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),"Managers, directors and senior officials",Count,Persons,111
E01006100,Trafford 020D,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Professional occupations,Count,Persons,233
E01006100,Trafford 020D,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Associate professional and technical occupations,Count,Persons,128
E01006100,Trafford 020D,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Administrative and secretarial occupations,Count,Persons,82
E01006100,Trafford 020D,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Skilled trades occupations,Count,Persons,49
E01006100,Trafford 020D,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),"Caring, leisure and other service occupations",Count,Persons,38
E01006100,Trafford 020D,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Sales and customer service occupations,Count,Persons,37
E01006100,Trafford 020D,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),"Process, plant and machine operatives",Count,Persons,16
E01006100,Trafford 020D,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Elementary occupations,Count,Persons,22
E01006101,Trafford 021A,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Does not apply,Count,Persons,787
E01006101,Trafford 021A,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),"Managers, directors and senior officials",Count,Persons,132
E01006101,Trafford 021A,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Professional occupations,Count,Persons,264
E01006101,Trafford 021A,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Associate professional and technical occupations,Count,Persons,105
E01006101,Trafford 021A,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Administrative and secretarial occupations,Count,Persons,70
E01006101,Trafford 021A,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Skilled trades occupations,Count,Persons,39
E01006101,Trafford 021A,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),"Caring, leisure and other service occupations",Count,Persons,35
E01006101,Trafford 021A,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Sales and customer service occupations,Count,Persons,34
E01006101,Trafford 021A,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),"Process, plant and machine operatives",Count,Persons,16
E01006101,Trafford 021A,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Elementary occupations,Count,Persons,12
E01006102,Trafford 018A,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Does not apply,Count,Persons,746
E01006102,Trafford 018A,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),"Managers, directors and senior officials",Count,Persons,94
E01006102,Trafford 018A,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Professional occupations,Count,Persons,203
E01006102,Trafford 018A,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Associate professional and technical occupations,Count,Persons,108
E01006102,Trafford 018A,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Administrative and secretarial occupations,Count,Persons,66
E01006102,Trafford 018A,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Skilled trades occupations,Count,Persons,37
E01006102,Trafford 018A,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),"Caring, leisure and other service occupations",Count,Persons,35
E01006102,Trafford 018A,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Sales and customer service occupations,Count,Persons,59
E01006102,Trafford 018A,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),"Process, plant and machine operatives",Count,Persons,17
E01006102,Trafford 018A,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Elementary occupations,Count,Persons,40
E01006103,Trafford 020E,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Does not apply,Count,Persons,870
E01006103,Trafford 020E,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),"Managers, directors and senior officials",Count,Persons,144
E01006103,Trafford 020E,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Professional occupations,Count,Persons,291
E01006103,Trafford 020E,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Associate professional and technical occupations,Count,Persons,133
E01006103,Trafford 020E,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Administrative and secretarial occupations,Count,Persons,81
E01006103,Trafford 020E,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Skilled trades occupations,Count,Persons,44
E01006103,Trafford 020E,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),"Caring, leisure and other service occupations",Count,Persons,38
E01006103,Trafford 020E,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Sales and customer service occupations,Count,Persons,50
E01006103,Trafford 020E,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),"Process, plant and machine operatives",Count,Persons,12
E01006103,Trafford 020E,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Elementary occupations,Count,Persons,34
E01006104,Trafford 017A,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Does not apply,Count,Persons,885
E01006104,Trafford 017A,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),"Managers, directors and senior officials",Count,Persons,62
E01006104,Trafford 017A,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Professional occupations,Count,Persons,122
E01006104,Trafford 017A,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Associate professional and technical occupations,Count,Persons,99
E01006104,Trafford 017A,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Administrative and secretarial occupations,Count,Persons,103
E01006104,Trafford 017A,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Skilled trades occupations,Count,Persons,104
E01006104,Trafford 017A,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),"Caring, leisure and other service occupations",Count,Persons,97
E01006104,Trafford 017A,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Sales and customer service occupations,Count,Persons,73
E01006104,Trafford 017A,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),"Process, plant and machine operatives",Count,Persons,49
E01006104,Trafford 017A,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Elementary occupations,Count,Persons,93
E01006105,Trafford 017B,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Does not apply,Count,Persons,1125
E01006105,Trafford 017B,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),"Managers, directors and senior officials",Count,Persons,44
E01006105,Trafford 017B,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Professional occupations,Count,Persons,54
E01006105,Trafford 017B,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Associate professional and technical occupations,Count,Persons,67
E01006105,Trafford 017B,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Administrative and secretarial occupations,Count,Persons,62
E01006105,Trafford 017B,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Skilled trades occupations,Count,Persons,75
E01006105,Trafford 017B,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),"Caring, leisure and other service occupations",Count,Persons,102
E01006105,Trafford 017B,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Sales and customer service occupations,Count,Persons,65
E01006105,Trafford 017B,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),"Process, plant and machine operatives",Count,Persons,48
E01006105,Trafford 017B,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Elementary occupations,Count,Persons,122
E01006106,Trafford 017C,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Does not apply,Count,Persons,875
E01006106,Trafford 017C,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),"Managers, directors and senior officials",Count,Persons,43
E01006106,Trafford 017C,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Professional occupations,Count,Persons,67
E01006106,Trafford 017C,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Associate professional and technical occupations,Count,Persons,72
E01006106,Trafford 017C,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Administrative and secretarial occupations,Count,Persons,51
E01006106,Trafford 017C,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Skilled trades occupations,Count,Persons,70
E01006106,Trafford 017C,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),"Caring, leisure and other service occupations",Count,Persons,83
E01006106,Trafford 017C,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Sales and customer service occupations,Count,Persons,74
E01006106,Trafford 017C,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),"Process, plant and machine operatives",Count,Persons,59
E01006106,Trafford 017C,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Elementary occupations,Count,Persons,80
E01006107,Trafford 017D,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Does not apply,Count,Persons,916
E01006107,Trafford 017D,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),"Managers, directors and senior officials",Count,Persons,62
E01006107,Trafford 017D,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Professional occupations,Count,Persons,93
E01006107,Trafford 017D,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Associate professional and technical occupations,Count,Persons,79
E01006107,Trafford 017D,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Administrative and secretarial occupations,Count,Persons,76
E01006107,Trafford 017D,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Skilled trades occupations,Count,Persons,77
E01006107,Trafford 017D,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),"Caring, leisure and other service occupations",Count,Persons,84
E01006107,Trafford 017D,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Sales and customer service occupations,Count,Persons,82
E01006107,Trafford 017D,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),"Process, plant and machine operatives",Count,Persons,45
E01006107,Trafford 017D,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Elementary occupations,Count,Persons,77
E01006108,Trafford 017E,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Does not apply,Count,Persons,1071
E01006108,Trafford 017E,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),"Managers, directors and senior officials",Count,Persons,31
E01006108,Trafford 017E,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Professional occupations,Count,Persons,54
E01006108,Trafford 017E,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Associate professional and technical occupations,Count,Persons,37
E01006108,Trafford 017E,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Administrative and secretarial occupations,Count,Persons,46
E01006108,Trafford 017E,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Skilled trades occupations,Count,Persons,67
E01006108,Trafford 017E,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),"Caring, leisure and other service occupations",Count,Persons,103
E01006108,Trafford 017E,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Sales and customer service occupations,Count,Persons,91
E01006108,Trafford 017E,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),"Process, plant and machine operatives",Count,Persons,40
E01006108,Trafford 017E,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Elementary occupations,Count,Persons,128
E01006109,Trafford 001A,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Does not apply,Count,Persons,722
E01006109,Trafford 001A,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),"Managers, directors and senior officials",Count,Persons,24
E01006109,Trafford 001A,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Professional occupations,Count,Persons,58
E01006109,Trafford 001A,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Associate professional and technical occupations,Count,Persons,33
E01006109,Trafford 001A,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Administrative and secretarial occupations,Count,Persons,30
E01006109,Trafford 001A,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Skilled trades occupations,Count,Persons,27
E01006109,Trafford 001A,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),"Caring, leisure and other service occupations",Count,Persons,60
E01006109,Trafford 001A,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Sales and customer service occupations,Count,Persons,52
E01006109,Trafford 001A,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),"Process, plant and machine operatives",Count,Persons,44
E01006109,Trafford 001A,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Elementary occupations,Count,Persons,102
E01006110,Trafford 001B,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Does not apply,Count,Persons,1030
E01006110,Trafford 001B,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),"Managers, directors and senior officials",Count,Persons,85
E01006110,Trafford 001B,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Professional occupations,Count,Persons,235
E01006110,Trafford 001B,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Associate professional and technical occupations,Count,Persons,135
E01006110,Trafford 001B,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Administrative and secretarial occupations,Count,Persons,72
E01006110,Trafford 001B,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Skilled trades occupations,Count,Persons,38
E01006110,Trafford 001B,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),"Caring, leisure and other service occupations",Count,Persons,66
E01006110,Trafford 001B,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Sales and customer service occupations,Count,Persons,88
E01006110,Trafford 001B,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),"Process, plant and machine operatives",Count,Persons,49
E01006110,Trafford 001B,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Elementary occupations,Count,Persons,80
E01006111,Trafford 001C,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Does not apply,Count,Persons,1136
E01006111,Trafford 001C,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),"Managers, directors and senior officials",Count,Persons,32
E01006111,Trafford 001C,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Professional occupations,Count,Persons,106
E01006111,Trafford 001C,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Associate professional and technical occupations,Count,Persons,79
E01006111,Trafford 001C,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Administrative and secretarial occupations,Count,Persons,68
E01006111,Trafford 001C,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Skilled trades occupations,Count,Persons,55
E01006111,Trafford 001C,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),"Caring, leisure and other service occupations",Count,Persons,78
E01006111,Trafford 001C,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Sales and customer service occupations,Count,Persons,79
E01006111,Trafford 001C,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),"Process, plant and machine operatives",Count,Persons,51
E01006111,Trafford 001C,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Elementary occupations,Count,Persons,92
E01006112,Trafford 001D,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Does not apply,Count,Persons,1330
E01006112,Trafford 001D,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),"Managers, directors and senior officials",Count,Persons,53
E01006112,Trafford 001D,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Professional occupations,Count,Persons,145
E01006112,Trafford 001D,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Associate professional and technical occupations,Count,Persons,95
E01006112,Trafford 001D,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Administrative and secretarial occupations,Count,Persons,66
E01006112,Trafford 001D,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Skilled trades occupations,Count,Persons,49
E01006112,Trafford 001D,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),"Caring, leisure and other service occupations",Count,Persons,56
E01006112,Trafford 001D,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Sales and customer service occupations,Count,Persons,95
E01006112,Trafford 001D,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),"Process, plant and machine operatives",Count,Persons,63
E01006112,Trafford 001D,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Elementary occupations,Count,Persons,96
E01006113,Trafford 004A,Lower-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Does not apply,Count,Persons,902
