area_code,area_name,geography,period,indicator,mode_of_travel,measure,unit,value
E05000833,Priory,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Other method of travel to work,Count,Persons,44
E05000835,Sale Moor,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Work mainly at or from home,Count,Persons,2103
E05000835,Sale Moor,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)","Underground, metro, light rail, tram",Count,Persons,166
E05000835,Sale Moor,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Train,Count,Persons,10
E05000835,Sale Moor,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)","Bus, minibus or coach",Count,Persons,115
E05000835,Sale Moor,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Taxi,Count,Persons,41
E05000835,Sale Moor,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)","Motorcycle, scooter or moped",Count,Persons,13
E05000835,Sale Moor,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Driving a car or van,Count,Persons,2085
E05000835,Sale Moor,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Passenger in a car or van,Count,Persons,141
E05000835,Sale Moor,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Bicycle,Count,Persons,109
E05000835,Sale Moor,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",On foot,Count,Persons,251
E05000835,Sale Moor,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Other method of travel to work,Count,Persons,49
E05000834,St Mary's,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Work mainly at or from home,Count,Persons,1854
E05000834,St Mary's,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)","Underground, metro, light rail, tram",Count,Persons,66
E05000834,St Mary's,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Train,Count,Persons,11
E05000834,St Mary's,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)","Bus, minibus or coach",Count,Persons,184
E05000834,St Mary's,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Taxi,Count,Persons,36
E05000834,St Mary's,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)","Motorcycle, scooter or moped",Count,Persons,9
E05000834,St Mary's,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Driving a car or van,Count,Persons,2460
E05000834,St Mary's,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Passenger in a car or van,Count,Persons,180
E05000834,St Mary's,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Bicycle,Count,Persons,136
E05000834,St Mary's,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",On foot,Count,Persons,276
E05000834,St Mary's,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Other method of travel to work,Count,Persons,49
E05000836,Stretford,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Work mainly at or from home,Count,Persons,1989
E05000836,Stretford,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)","Underground, metro, light rail, tram",Count,Persons,150
E05000836,Stretford,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Train,Count,Persons,19
E05000836,Stretford,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)","Bus, minibus or coach",Count,Persons,263
E05000836,Stretford,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Taxi,Count,Persons,61
E05000836,Stretford,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)","Motorcycle, scooter or moped",Count,Persons,14
E05000836,Stretford,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Driving a car or van,Count,Persons,2262
E05000836,Stretford,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Passenger in a car or van,Count,Persons,198
E05000836,Stretford,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Bicycle,Count,Persons,169
E05000836,Stretford,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",On foot,Count,Persons,297
E05000836,Stretford,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Other method of travel to work,Count,Persons,40
E05000837,Timperley,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Work mainly at or from home,Count,Persons,2491
E05000837,Timperley,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)","Underground, metro, light rail, tram",Count,Persons,122
E05000837,Timperley,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Train,Count,Persons,12
E05000837,Timperley,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)","Bus, minibus or coach",Count,Persons,30
E05000837,Timperley,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Taxi,Count,Persons,16
E05000837,Timperley,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)","Motorcycle, scooter or moped",Count,Persons,5
E05000837,Timperley,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Driving a car or van,Count,Persons,2353
E05000837,Timperley,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Passenger in a car or van,Count,Persons,132
E05000837,Timperley,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Bicycle,Count,Persons,83
E05000837,Timperley,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",On foot,Count,Persons,211
E05000837,Timperley,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Other method of travel to work,Count,Persons,35
E05000838,Urmston,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Work mainly at or from home,Count,Persons,2146
E05000838,Urmston,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)","Underground, metro, light rail, tram",Count,Persons,49
E05000838,Urmston,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Train,Count,Persons,51
E05000838,Urmston,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)","Bus, minibus or coach",Count,Persons,161
E05000838,Urmston,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Taxi,Count,Persons,45
E05000838,Urmston,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)","Motorcycle, scooter or moped",Count,Persons,16
E05000838,Urmston,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Driving a car or van,Count,Persons,2507
E05000838,Urmston,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Passenger in a car or van,Count,Persons,166
E05000838,Urmston,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Bicycle,Count,Persons,149
E05000838,Urmston,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",On foot,Count,Persons,316
E05000838,Urmston,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Other method of travel to work,Count,Persons,42
E05000839,Village,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Work mainly at or from home,Count,Persons,1606
E05000839,Village,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)","Underground, metro, light rail, tram",Count,Persons,65
E05000839,Village,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Train,Count,Persons,17
E05000839,Village,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)","Bus, minibus or coach",Count,Persons,89
E05000839,Village,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Taxi,Count,Persons,58
E05000839,Village,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)","Motorcycle, scooter or moped",Count,Persons,11
E05000839,Village,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Driving a car or van,Count,Persons,2200
E05000839,Village,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Passenger in a car or van,Count,Persons,190
E05000839,Village,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Bicycle,Count,Persons,110
E05000839,Village,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",On foot,Count,Persons,228
E05000839,Village,Electoral ward,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Other method of travel to work,Count,Persons,40
