area_code,area_name,geography,period,indicator,socio_economic_classification,measure,unit,value
E02001274,Trafford 016,Middle-layer Super Output Area,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L12 Semi-routine occupations,Count,Persons,439
E02001274,Trafford 016,Middle-layer Super Output Area,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L13 Routine occupations,Count,Persons,344
E02001274,Trafford 016,Middle-layer Super Output Area,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L14.1 and L14.2 Never worked and long-term unemployed,Count,Persons,427
E02001274,Trafford 016,Middle-layer Super Output Area,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L15 Full-time students,Count,Persons,414
E02001275,Trafford 017,Middle-layer Super Output Area,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)","L1, L2 and L3 Higher managerial, administrative and professional occupations",Count,Persons,382
E02001275,Trafford 017,Middle-layer Super Output Area,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)","L4, L5 and L6 Lower managerial, administrative and professional occupations",Count,Persons,912
E02001275,Trafford 017,Middle-layer Super Output Area,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L7 Intermediate occupations,Count,Persons,771
E02001275,Trafford 017,Middle-layer Super Output Area,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L8 and L9 Small employers and own account workers,Count,Persons,506
E02001275,Trafford 017,Middle-layer Super Output Area,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L10 and L11 Lower supervisory and technical occupations,Count,Persons,460
E02001275,Trafford 017,Middle-layer Super Output Area,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L12 Semi-routine occupations,Count,Persons,1025
E02001275,Trafford 017,Middle-layer Super Output Area,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L13 Routine occupations,Count,Persons,1047
E02001275,Trafford 017,Middle-layer Super Output Area,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L14.1 and L14.2 Never worked and long-term unemployed,Count,Persons,716
E02001275,Trafford 017,Middle-layer Super Output Area,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L15 Full-time students,Count,Persons,394
E02001276,Trafford 018,Middle-layer Super Output Area,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)","L1, L2 and L3 Higher managerial, administrative and professional occupations",Count,Persons,964
E02001276,Trafford 018,Middle-layer Super Output Area,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)","L4, L5 and L6 Lower managerial, administrative and professional occupations",Count,Persons,1353
E02001276,Trafford 018,Middle-layer Super Output Area,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L7 Intermediate occupations,Count,Persons,836
E02001276,Trafford 018,Middle-layer Super Output Area,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L8 and L9 Small employers and own account workers,Count,Persons,545
E02001276,Trafford 018,Middle-layer Super Output Area,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L10 and L11 Lower supervisory and technical occupations,Count,Persons,307
E02001276,Trafford 018,Middle-layer Super Output Area,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L12 Semi-routine occupations,Count,Persons,719
E02001276,Trafford 018,Middle-layer Super Output Area,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L13 Routine occupations,Count,Persons,615
E02001276,Trafford 018,Middle-layer Super Output Area,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L14.1 and L14.2 Never worked and long-term unemployed,Count,Persons,545
E02001276,Trafford 018,Middle-layer Super Output Area,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L15 Full-time students,Count,Persons,356
E02001277,Trafford 019,Middle-layer Super Output Area,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)","L1, L2 and L3 Higher managerial, administrative and professional occupations",Count,Persons,1111
E02001277,Trafford 019,Middle-layer Super Output Area,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)","L4, L5 and L6 Lower managerial, administrative and professional occupations",Count,Persons,1356
E02001277,Trafford 019,Middle-layer Super Output Area,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L7 Intermediate occupations,Count,Persons,851
E02001277,Trafford 019,Middle-layer Super Output Area,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L8 and L9 Small employers and own account workers,Count,Persons,618
E02001277,Trafford 019,Middle-layer Super Output Area,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L10 and L11 Lower supervisory and technical occupations,Count,Persons,327
E02001277,Trafford 019,Middle-layer Super Output Area,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L12 Semi-routine occupations,Count,Persons,884
E02001277,Trafford 019,Middle-layer Super Output Area,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L13 Routine occupations,Count,Persons,837
E02001277,Trafford 019,Middle-layer Super Output Area,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L14.1 and L14.2 Never worked and long-term unemployed,Count,Persons,636
E02001277,Trafford 019,Middle-layer Super Output Area,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L15 Full-time students,Count,Persons,466
E02001278,Trafford 020,Middle-layer Super Output Area,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)","L1, L2 and L3 Higher managerial, administrative and professional occupations",Count,Persons,1619
E02001278,Trafford 020,Middle-layer Super Output Area,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)","L4, L5 and L6 Lower managerial, administrative and professional occupations",Count,Persons,1756
E02001278,Trafford 020,Middle-layer Super Output Area,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L7 Intermediate occupations,Count,Persons,917
E02001278,Trafford 020,Middle-layer Super Output Area,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L8 and L9 Small employers and own account workers,Count,Persons,552
E02001278,Trafford 020,Middle-layer Super Output Area,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L10 and L11 Lower supervisory and technical occupations,Count,Persons,257
E02001278,Trafford 020,Middle-layer Super Output Area,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L12 Semi-routine occupations,Count,Persons,526
E02001278,Trafford 020,Middle-layer Super Output Area,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L13 Routine occupations,Count,Persons,365
E02001278,Trafford 020,Middle-layer Super Output Area,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L14.1 and L14.2 Never worked and long-term unemployed,Count,Persons,353
E02001278,Trafford 020,Middle-layer Super Output Area,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L15 Full-time students,Count,Persons,411
E02001279,Trafford 021,Middle-layer Super Output Area,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)","L1, L2 and L3 Higher managerial, administrative and professional occupations",Count,Persons,1571
E02001279,Trafford 021,Middle-layer Super Output Area,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)","L4, L5 and L6 Lower managerial, administrative and professional occupations",Count,Persons,1744
E02001279,Trafford 021,Middle-layer Super Output Area,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L7 Intermediate occupations,Count,Persons,916
E02001279,Trafford 021,Middle-layer Super Output Area,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L8 and L9 Small employers and own account workers,Count,Persons,597
E02001279,Trafford 021,Middle-layer Super Output Area,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L10 and L11 Lower supervisory and technical occupations,Count,Persons,236
E02001279,Trafford 021,Middle-layer Super Output Area,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L12 Semi-routine occupations,Count,Persons,497
E02001279,Trafford 021,Middle-layer Super Output Area,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L13 Routine occupations,Count,Persons,320
E02001279,Trafford 021,Middle-layer Super Output Area,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L14.1 and L14.2 Never worked and long-term unemployed,Count,Persons,278
E02001279,Trafford 021,Middle-layer Super Output Area,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L15 Full-time students,Count,Persons,378
E02001280,Trafford 022,Middle-layer Super Output Area,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)","L1, L2 and L3 Higher managerial, administrative and professional occupations",Count,Persons,904
E02001280,Trafford 022,Middle-layer Super Output Area,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)","L4, L5 and L6 Lower managerial, administrative and professional occupations",Count,Persons,1373
E02001280,Trafford 022,Middle-layer Super Output Area,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L7 Intermediate occupations,Count,Persons,811
E02001280,Trafford 022,Middle-layer Super Output Area,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L8 and L9 Small employers and own account workers,Count,Persons,681
E02001280,Trafford 022,Middle-layer Super Output Area,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L10 and L11 Lower supervisory and technical occupations,Count,Persons,322
E02001280,Trafford 022,Middle-layer Super Output Area,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L12 Semi-routine occupations,Count,Persons,810
E02001280,Trafford 022,Middle-layer Super Output Area,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L13 Routine occupations,Count,Persons,705
E02001280,Trafford 022,Middle-layer Super Output Area,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L14.1 and L14.2 Never worked and long-term unemployed,Count,Persons,554
E02001280,Trafford 022,Middle-layer Super Output Area,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L15 Full-time students,Count,Persons,449
E02001281,Trafford 023,Middle-layer Super Output Area,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)","L1, L2 and L3 Higher managerial, administrative and professional occupations",Count,Persons,1416
E02001281,Trafford 023,Middle-layer Super Output Area,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)","L4, L5 and L6 Lower managerial, administrative and professional occupations",Count,Persons,1608
E02001281,Trafford 023,Middle-layer Super Output Area,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L7 Intermediate occupations,Count,Persons,869
E02001281,Trafford 023,Middle-layer Super Output Area,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L8 and L9 Small employers and own account workers,Count,Persons,604
E02001281,Trafford 023,Middle-layer Super Output Area,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L10 and L11 Lower supervisory and technical occupations,Count,Persons,224
E02001281,Trafford 023,Middle-layer Super Output Area,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L12 Semi-routine occupations,Count,Persons,510
E02001281,Trafford 023,Middle-layer Super Output Area,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L13 Routine occupations,Count,Persons,303
E02001281,Trafford 023,Middle-layer Super Output Area,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L14.1 and L14.2 Never worked and long-term unemployed,Count,Persons,275
E02001281,Trafford 023,Middle-layer Super Output Area,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L15 Full-time students,Count,Persons,368
E02001282,Trafford 024,Middle-layer Super Output Area,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)","L1, L2 and L3 Higher managerial, administrative and professional occupations",Count,Persons,1981
E02001282,Trafford 024,Middle-layer Super Output Area,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)","L4, L5 and L6 Lower managerial, administrative and professional occupations",Count,Persons,1927
E02001282,Trafford 024,Middle-layer Super Output Area,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L7 Intermediate occupations,Count,Persons,844
E02001282,Trafford 024,Middle-layer Super Output Area,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L8 and L9 Small employers and own account workers,Count,Persons,691
E02001282,Trafford 024,Middle-layer Super Output Area,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L10 and L11 Lower supervisory and technical occupations,Count,Persons,305
E02001282,Trafford 024,Middle-layer Super Output Area,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L12 Semi-routine occupations,Count,Persons,610
E02001282,Trafford 024,Middle-layer Super Output Area,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L13 Routine occupations,Count,Persons,544
E02001282,Trafford 024,Middle-layer Super Output Area,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L14.1 and L14.2 Never worked and long-term unemployed,Count,Persons,472
E02001282,Trafford 024,Middle-layer Super Output Area,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L15 Full-time students,Count,Persons,452
E02001283,Trafford 025,Middle-layer Super Output Area,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)","L1, L2 and L3 Higher managerial, administrative and professional occupations",Count,Persons,2217
E02001283,Trafford 025,Middle-layer Super Output Area,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)","L4, L5 and L6 Lower managerial, administrative and professional occupations",Count,Persons,1903
E02001283,Trafford 025,Middle-layer Super Output Area,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L7 Intermediate occupations,Count,Persons,732
E02001283,Trafford 025,Middle-layer Super Output Area,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L8 and L9 Small employers and own account workers,Count,Persons,848
E02001283,Trafford 025,Middle-layer Super Output Area,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L10 and L11 Lower supervisory and technical occupations,Count,Persons,218
E02001283,Trafford 025,Middle-layer Super Output Area,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L12 Semi-routine occupations,Count,Persons,491
E02001283,Trafford 025,Middle-layer Super Output Area,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L13 Routine occupations,Count,Persons,370
E02001283,Trafford 025,Middle-layer Super Output Area,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L14.1 and L14.2 Never worked and long-term unemployed,Count,Persons,480
E02001283,Trafford 025,Middle-layer Super Output Area,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L15 Full-time students,Count,Persons,407
E02001284,Trafford 026,Middle-layer Super Output Area,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)","L1, L2 and L3 Higher managerial, administrative and professional occupations",Count,Persons,2039
E02001284,Trafford 026,Middle-layer Super Output Area,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)","L4, L5 and L6 Lower managerial, administrative and professional occupations",Count,Persons,1687
E02001284,Trafford 026,Middle-layer Super Output Area,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L7 Intermediate occupations,Count,Persons,593
E02001284,Trafford 026,Middle-layer Super Output Area,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L8 and L9 Small employers and own account workers,Count,Persons,629
E02001284,Trafford 026,Middle-layer Super Output Area,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L10 and L11 Lower supervisory and technical occupations,Count,Persons,142
E02001284,Trafford 026,Middle-layer Super Output Area,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L12 Semi-routine occupations,Count,Persons,305
E02001284,Trafford 026,Middle-layer Super Output Area,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L13 Routine occupations,Count,Persons,215
E02001284,Trafford 026,Middle-layer Super Output Area,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L14.1 and L14.2 Never worked and long-term unemployed,Count,Persons,222
E02001284,Trafford 026,Middle-layer Super Output Area,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L15 Full-time students,Count,Persons,436
E02001285,Trafford 027,Middle-layer Super Output Area,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)","L1, L2 and L3 Higher managerial, administrative and professional occupations",Count,Persons,1891
E02001285,Trafford 027,Middle-layer Super Output Area,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)","L4, L5 and L6 Lower managerial, administrative and professional occupations",Count,Persons,1570
E02001285,Trafford 027,Middle-layer Super Output Area,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L7 Intermediate occupations,Count,Persons,601
E02001285,Trafford 027,Middle-layer Super Output Area,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L8 and L9 Small employers and own account workers,Count,Persons,725
E02001285,Trafford 027,Middle-layer Super Output Area,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L10 and L11 Lower supervisory and technical occupations,Count,Persons,124
E02001285,Trafford 027,Middle-layer Super Output Area,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L12 Semi-routine occupations,Count,Persons,337
E02001285,Trafford 027,Middle-layer Super Output Area,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L13 Routine occupations,Count,Persons,243
E02001285,Trafford 027,Middle-layer Super Output Area,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L14.1 and L14.2 Never worked and long-term unemployed,Count,Persons,392
E02001285,Trafford 027,Middle-layer Super Output Area,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L15 Full-time students,Count,Persons,427
E02001286,Trafford 028,Middle-layer Super Output Area,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)","L1, L2 and L3 Higher managerial, administrative and professional occupations",Count,Persons,1837
E02001286,Trafford 028,Middle-layer Super Output Area,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)","L4, L5 and L6 Lower managerial, administrative and professional occupations",Count,Persons,1521
E02001286,Trafford 028,Middle-layer Super Output Area,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L7 Intermediate occupations,Count,Persons,651
E02001286,Trafford 028,Middle-layer Super Output Area,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L8 and L9 Small employers and own account workers,Count,Persons,859
E02001286,Trafford 028,Middle-layer Super Output Area,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L10 and L11 Lower supervisory and technical occupations,Count,Persons,116
E02001286,Trafford 028,Middle-layer Super Output Area,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L12 Semi-routine occupations,Count,Persons,343
E02001286,Trafford 028,Middle-layer Super Output Area,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L13 Routine occupations,Count,Persons,217
E02001286,Trafford 028,Middle-layer Super Output Area,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L14.1 and L14.2 Never worked and long-term unemployed,Count,Persons,453
E02001286,Trafford 028,Middle-layer Super Output Area,2021-03-21,"National Statistics Socio-economic Classification (NS-SEC) of usual residents, (aged 16 years and over)",L15 Full-time students,Count,Persons,471
