name,type,address,postcode,telephone,website,area_name,area_code,lon,lat
Victoria Mill Medical Practice,Doctors/GPs|Doctors/GPs,"Victoria Mill, 10 Lower Vickers Street, Manchester",M40 7LH,1612654407,NA,Manchester,E0800003,-2.214292,53.489633
Charlestown Medical Practice,Doctors/GPs|Doctors/GPs,"Charlestown Road, Manchester",M9 7ED,NA,NA,Manchester,E0800003,-2.186902,53.52264
BARDOC - Moorgate Primary Care Centre,Ambulances|Doctors/GPs|Mobile doctors|Phone/online advice|Urgent care centres,"22 Derby Way, Bury",BL9 0NJ,1617634242,http://www.bardoc.co.uk,Bury,E0800002,-2.288591,53.59553
BARDOC - Phoenix Centre,Ambulances|Doctors/GPs|Mobile doctors|Phone/online advice|Urgent care centres,"Pine Street, Heywood",OL10 1DT,1617634242,http://www.bardoc.co.uk,Rochdale,E0800005,-2.2183,53.591868
BARDOC - Rochdale UCC,Ambulances|Doctors/GPs|Mobile doctors|Phone/online advice|Urgent care centres,"Whitehall Street, Rochdale",OL12 0NB,1617634242,http://www.bardoc.co.uk,Rochdale,E0800005,-2.160152,53.624282
Heart Networks UK Limited,Doctors/GPs|Doctors/GPs,"299 Alan Turing Way, Manchester",M11 3BS,7951725356,NA,Manchester,E0800003,-2.191764,53.477301
Limelight Health and Well-being Hub,Doctors/GPs|Doctors/GPs,"Limelight, 1-3 St Brides Way, Manchester",M16 9NW,1612267777,NA,Trafford,E0800009,-2.261969,53.461412
Manchester Private Hospital,Doctors/GPs|Doctors/GPs,"New Court, Regents Place, 2 Windsor Street, Salford",M5 4HB,1618277868,NA,Salford,E0800006,-2.278563,53.479002
West Gorton Medical Centre,Doctors/GPs|Doctors/GPs,"2 Clowes Street, Manchester",M12 5JE,161223522,NA,Manchester,E0800003,-2.203859,53.467205
Pemberton Surgery,Doctors/GPs|Doctors/GPs,"Sherwood Drive, Wigan",WN5 9QX,1942367199,NA,Wigan,E08000010,-2.669697,53.538479
Ashton Medical Centre,Doctors/GPs|Doctors/GPs,"120 Wigan Road, Ashton In Makerfield, Wigan",WN4 9SU,1942727325,NA,Wigan,E08000010,-2.642855,53.494792
Shevington Surgery,Doctors/GPs|Doctors/GPs,"1 Houghton Lane, Shevington, Wigan",WN6 8ET,1942483777,NA,Wigan,E08000010,-2.69942,53.574041
Pennygate Medical Practice,Doctors/GPs|Doctors/GPs,"109 Ladies Lane, Hindley, Wigan",WN2 2QG,1942807500,NA,Wigan,E08000010,-2.576271,53.540002
Intrahealth Tyldesley,Doctors/GPs|Doctors/GPs,"Tyldesley Health Centre, Poplar Street, Tyldesley, Manchester",M29 8AX,1942481680,NA,Wigan,E08000010,-2.468999,53.516715
Bridgewater Medical Centre,Doctors/GPs|Doctors/GPs,"Bridgewater Medical Centre, Henry Street, Leigh",WN7 2PE,1942481851,NA,Wigan,E08000010,-2.511927,53.493519
Christopher Home,Doctors/GPs|Doctors/GPs,"Wigan Lane, Wigan",WN1 2NN,1942244e3,NA,Wigan,E08000010,-2.629091,53.55774
MYA Clinics Limited (Manchester),Doctors/GPs|Doctors/GPs,"262 Deansgate, Manchester",M3 4BG,1612144790,NA,Manchester,E0800003,-2.250062,53.477735
The Bodyline Clinic Limited Stockport,Doctors/GPs|Doctors/GPs,"Heaton House, Heaton Lane, Stockport",SK4 1AQ,8454918750,http://www.bodylineclinic.com,Stockport,E0800007,-2.164728,53.40983
The Bodyline Clinic Limited Openshaw,Doctors/GPs|Doctors/GPs,"Unit 1, 1119 Ashton Old Road, Manchester",M11 1AA,8454918750,http://www.bodylineclinic.com,Manchester,E0800003,-2.172284,53.473765
The Jolly Medical Centre,Doctors/GPs|Doctors/GPs,"74 Crescent Road, Manchester",M8 9NT,1617409864,NA,Manchester,E0800003,-2.240026,53.512118
Winstanley Medical Centre,Doctors/GPs|Doctors/GPs,"Holmes House Avenue, Wigan",WN3 6JN,1942483213,NA,Wigan,E08000010,-2.668958,53.521291
Baguley Clinic,Doctors/GPs|Doctors/GPs,"Baguley Clinic, Hall Lane, Manchester",M23 1NA,161438168,NA,Manchester,E0800003,-2.279746,53.393094
Longsight Medical Practice,Doctors/GPs|Doctors/GPs,"526-528 Stockport Road, Manchester",M13 0RR,1612564488,http://www.longsightmedicalpractice.com,Manchester,E0800003,-2.201887,53.457584
CuRx Operational Base,Doctors/GPs|Doctors/GPs,"The Mezzanine, Junction 21 Business Park, Gorse Street, Chadderton, Oldham",OL9 9QH,7716090301,NA,Oldham,E0800004,-2.15726,53.53024
Tranquil TMS Limited,Doctors/GPs|Doctors/GPs,"G10 - 5300 Lakeside, Cheadle Royal Business Park, Cheadle",SK8 3GP,7935835625,NA,Stockport,E0800007,-2.223648,53.380206
Advanced Skin Limited,Doctors/GPs|Doctors/GPs,"Lumiere Building, 38 City Road East, Manchester",M15 4QN,7921850589,NA,Manchester,E0800003,-2.249879,53.472108
Walkden Gateway,Doctors/GPs|Doctors/GPs,"Walkden Gateway, 2 Smith Street, Worsley, Manchester",M28 3EZ,1617932500,http://www.salford.gov.uk/walkdengateway,Salford,E0800006,-2.398541,53.524898
Newbury Place Medical & Retail Centre,Doctors/GPs|Doctors/GPs,"55 Rigby Street, Salford",M7 4NX,1612125050,http://www.higherbroughtonpartnership.co.uk/index.php/the-master-plan/newbury-place-medical-retail-centre/,Salford,E0800006,-2.260516,53.507103
Pendleton Gateway,Doctors/GPs|Doctors/GPs,"1 Broad Walk, Pendleton, Salford",M6 5FX,NA,NA,Salford,E0800006,-2.284742,53.488361
Academy of Health and Diet,Doctors/GPs,"8 Market Street, Leigh",WN7 1DS,7889509511,NA,Wigan,E08000010,-2.519114,53.497135
Winstanley Medical Centre,Doctors/GPs|Doctors/GPs,"Holmes House Avenue, Wigan",WN3 6JN,NA,NA,Wigan,E08000010,-2.668958,53.521291
Elmfield Surgery,Doctors/GPs|Doctors/GPs,"Omerod House, Ahterton Health Centre, Nelson Street, Atherton, Manchester",M46 0LE,1942481080,http://www.sevenbrooksmedicalcentre.nhs.uk,Wigan,E08000010,-2.500811,53.527489
Irlam Clinic,Doctors/GPs|Doctors/GPs,"125 Liverpool Road, Irlam, Manchester",M44 6DP,161775e4,NA,Salford,E0800006,-2.417074,53.449107
The Robert Darbishire Practice,Doctors/GPs|Doctors/GPs,"Rusholme Health Centre, Walmer Street, Rusholme, Manchester",M14 5NP,161225669,http://www.rdp.org.uk,Manchester,E0800003,-2.226162,53.454635
Cornerstone Medical Practice,Doctors/GPs|Doctors/GPs,"Langworthy Centre, 451 Liverpool Street, Salford",M6 5QQ,1612124445,http://www.salfordcarecentres.co.uk,Salford,E0800006,-2.296843,53.483785
RK Medical Practice,Doctors/GPs|Doctors/GPs,"Brownley Green Health Centre, 171 Brownley Road, Manchester",M22 9UH,1614939493,NA,Manchester,E0800003,-2.255632,53.386597
Dr Kamal Gupta,Doctors/GPs|Doctors/GPs,"Bridgewater Medical Centre,, Henry Street,, Leigh",WN7 2PE,1942481815,http://www.drkgupta.co.uk,Wigan,E08000010,-2.511927,53.493519
Dr Rajesh Saraf,Doctors/GPs|Doctors/GPs,"Moorside Medical Centre, 681 Ripponden Road, Oldham",OL1 4JU,1619098388,NA,Oldham,E0800004,-2.076954,53.561455
Yorkshire Street Surgery,Doctors/GPs|Doctors/GPs,"188 Yorkshire Street, Rochdale",OL16 2DN,7747473574,NA,Rochdale,E0800005,-2.152215,53.620446
Dr Kiren Kaur,Doctors/GPs|Doctors/GPs,"Moorside Medical Centre, 681 Ripponden Road, Oldham",OL1 4JU,1613448150,http://www.doctorsatmoorside.co.uk,Oldham,E0800004,-2.076954,53.561455
Victoria Dental & Healthcare,Doctors/GPs|Dentist|Doctors/GPs,"109 Corporation Street, Manchester",M4 4DX,1618324153,NA,Manchester,E0800003,-2.23974,53.488227
Push Dr Office,Doctors/GPs|Doctors/GPs|Mobile doctors,"60 Spring Gardens, Manchester",M2 2BQ,3308084702,http://www.pushdoctor.co.uk,Manchester,E0800003,-2.241484,53.479962
Dr Vijaya Joshi,Doctors/GPs|Doctors/GPs,"Chapel Medical Centre, 220 Liverpool Road, Higher Irlam, Manchester",M44 6FE,1617757373,NA,Salford,E0800006,-2.418293,53.449094
Dr Mohammad Khan,Doctors/GPs|Doctors/GPs,"152a Manchester Road East, Little Hulton, Manchester",M38 9LQ,1617993233,NA,Salford,E0800006,-2.409599,53.526659
Dr Suvajit Chatterjee,Doctors/GPs|Doctors/GPs,"32 Brinnington Road, Vernon Park, Stockport",SK1 2EX,1614265484,http://www.vernonparksurgery.co.uk,Stockport,E0800007,-2.142795,53.418398
Dr Christina Mary Greenhough,Doctors/GPs|Doctors/GPs,"187 Manchester Road, Mossley, Ashton Under Lyne",OL5 9AB,1457833315,http://www.mossleymedicalpractice.co.uk,Tameside,E0800008,-2.04063,53.51405
Dr Nasima Sidda,Doctors/GPs|Doctors/GPs,"Watersmeeting Health Center, Waters Meeting Road, Bolton",BL1 8TT,1204462966,NA,Bolton,E0800001,-2.42777,53.590359
Dr Laurence Howard Sherman,Doctors/GPs|Doctors/GPs,"Greyland Medical Centre, 468 Bury Old Road, Prestwich, Manchester",M25 1NL,1617987850,NA,Bury,E0800002,-2.276308,53.537702
Eye and Dental Clinic,Doctors/GPs|Dentist|Doctors/GPs,"110 Ainsworth Road, Bury",BL8 2RS,1612225730,NA,Bury,E0800002,-2.318773,53.592667
Dr John Danson,Doctors/GPs|Doctors/GPs,"Featherstall Road South, Oldham",OL9 7AY,1614841484,http://www.dansonfamilypractice.co.uk,Oldham,E0800004,-2.130476,53.537321
Dr Afzal Hussain,Doctors/GPs|Doctors/GPs,"110 Walmersley Road, Bury",BL9 6DX,1617646100,NA,Bury,E0800002,-2.289512,53.599735
Dr Samir Sadik,Doctors/GPs|Doctors/GPs,"1 Dunkerley Street, Ashton Under Lyne",OL7 9EJ,1613307087,NA,Tameside,E0800008,-2.103916,53.498778
Mrs Elaine Evans,Doctors/GPs|Doctors/GPs,"The Bridgewater Medical Centre, Henry Street, Leigh",WN7 2PE,1942481800,NA,Wigan,E08000010,-2.511927,53.493519
The Chowdhury Practice,Doctors/GPs|Doctors/GPs,"New Radcliffe Street, Oldham",OL1 1NL,1616213535,NA,Oldham,E0800004,-2.116945,53.543824
Skinny Revolution Ltd,Doctors/GPs|Doctors/GPs,"307 Hale Road, Hale Barns, Altrincham",WA15 8SS,1619804237,http://www.skinnyrevolution.co.uk,Trafford,E0800009,-2.313707,53.369479
Dr Syed Rizvi,Doctors/GPs|Doctors/GPs,"274 Barlow Moor Road, Chorlton-cum-Hardy, Manchester",M21 8HA,1618812297,NA,Manchester,E0800003,-2.268728,53.431961
Merseybank Practice,Doctors/GPs|Doctors/GPs,"36 Mersey Bank Avenue, Chorton, Manchester",M21 7NN,1614455559,NA,Manchester,E0800003,-2.263012,53.42276
Dr Anita Sharma,Doctors/GPs|Doctors/GPs,"Chadderton South Health Centre, Eaves Lane, Chadderton, Oldham",OL9 8RG,1616521876,http://www.southchaddertonhealthcentre.co.uk,Oldham,E0800004,-2.15145,53.533368
Pennine MSK Partnership Limited,Doctors/GPs|Doctors/GPs,"Integrated Care Centre, New Radcliffe Street, Oldham",OL1 1NL,161621383,http://www.pmsk.org,Oldham,E0800004,-2.116945,53.543824
Rochdale Road Medical Centre,Doctors/GPs|Doctors/GPs,"48a Rochdale Road, Middleton, Manchester",M24 2PU,1616439131,NA,Rochdale,E0800005,-2.195702,53.556772
Dr Sonal Sharma,Doctors/GPs|Doctors/GPs,"2nd Floor Croft Shifa Health Centre, Rochdale",OL16 2UY,1706752703,http://www.inspiremedical.co.uk,Rochdale,E0800005,-2.138254,53.622746
Dr Joann Amin,Doctors/GPs|Doctors/GPs,"The Willows, Lords Avenue, Salford, Salford",M5 5JR,1617362356,http://www.thewillowssurgery.co.uk,Salford,E0800006,-2.309137,53.485461
Salford Health Matters CIC,Doctors/GPs|Doctors/GPs,"Willow Tree Healthy Living Centre, 94 Littleton Road, Salford",M7 3SE,1612125818,NA,Salford,E0800006,-2.278113,53.502274
Salford Health Matters Homeless Service,Doctors/GPs|Doctors/GPs,"Windsor Christian Centre, Churchill Way, Salford",M6 5BU,1612125818,NA,Salford,E0800006,-2.284531,53.486008
Salford Health Matters Little Hulton,Doctors/GPs|Doctors/GPs,"Haysbrook Avenue, Worsley, Manchester",M28 0AY,1612125818,NA,Salford,E0800006,-2.423902,53.529872
Donneybrook Medical Centre,Doctors/GPs|Doctors/GPs,"Clarendon Street, Hyde",SK14 2AH,1613683838,http://www.donneybrookmediclacentre.nhs.uk,Tameside,E0800008,-2.080237,53.452631
Dr Richard Clare,Doctors/GPs|Doctors/GPs,"The Surgery, 12 Derbyshire Road South, Sale",M33 3JP,1619733499,http://www.drclaresurgery.co.uk,Trafford,E0800009,-2.310144,53.416957
Dr Sally Johnston,Doctors/GPs|Doctors/GPs,"34 Riddings Road, Timperley, Altrincham",WA15 6BP,1619629662,NA,Trafford,E0800009,-2.331291,53.404424
BMI The Alexandra Hospital,Hospital|Doctors/GPs|Doctors/GPs,"The Alexandra Hospital, Mill Lane, Cheadle",SK8 2PX,1614957e3,NA,Stockport,E0800007,-2.215828,53.397264
The KSL Clinic Ltd Manchester,Doctors/GPs|Doctors/GPs,"Unit 3, Waters Edge Business Park, Modwen Road, Salford",M5 3EZ,1622686101,http://www.kslhair.com,Salford,E0800006,-2.2768640000000002,53.467986
Dr Rachel Tomalin,Doctors/GPs|Doctors/GPs,"20 Meyer Street, Cale Green, Stockport",SK3 8JE,1614802882,http://www.calegreensurgery.co.uk,Stockport,E0800007,-2.158364,53.397148
Dr Salam J Farhan,Doctors/GPs|Doctors/GPs,"Partington Health Centre, Central Road, Partington, Manchester",M31 4FY,1617757032,NA,Trafford,E0800009,-2.425413,53.417204
Gloucester House Medical Centre,Doctors/GPs|Doctors/GPs,"17 Station Road, Urmston, Manchester",M41 9JS,1617487115,http://www.ghmc.co.uk,Trafford,E0800009,-2.352599,53.447337
Dr Chandra Khatri,Doctors/GPs|Doctors/GPs,"The Surgery, High Street, Tyldesley, Manchester",M29 8AL,1942882950,NA,Wigan,E08000010,-2.469683,53.514626
The Park Medical Centre,Doctors/GPs|Doctors/GPs,"434 Altrincham Road, Baguley, Manchester",M23 9AB,1614381680,NA,Manchester,E0800003,-2.28807,53.40104
Bodey Medical Centre,Doctors/GPs|Doctors/GPs,"Ladybarn Court, 28 Ladybarn Lane, Manchester",M14 6WP,1614381680,NA,Manchester,E0800003,-2.214798,53.440636
Townside Surgery - Dr Cooke,Doctors/GPs|Doctors/GPs,"Townside Primary Care Centre, Knowsley Place, 1 Knowsley Place, Knowsley Street, Bury",BL9 0SN,1617621600,NA,Bury,E0800002,-2.29898,53.59031
Dr Anoop Sahal,Doctors/GPs|Doctors/GPs,"94 Navigation Road, Altrincham",WA14 1LL,1619299300,NA,Trafford,E0800009,-2.346055,53.396194
Dr Masud Prodhan,Doctors/GPs|Doctors/GPs,"Seymour Grove Health Centre, Manchester",M16 0LW,1618487563,http://www.oldtraffordsurgery.co.uk,Trafford,E0800009,-2.275745,53.458074
Dr Syed Shah,Doctors/GPs|Doctors/GPs,"145 Elliot Street, Tyldesley, Manchester",M29 8FL,1942892727,NA,Wigan,E08000010,-2.469317,53.514161
Dr Ugo Umeadi,Doctors/GPs|Doctors/GPs,"131 Cleggs Lane, Little Hulton, Manchester",M38 9RS,1617994001,http://www.cleggslanepractice.nhs.uk,Salford,E0800006,-2.419336,53.534939
Dr Krishna Khatri,Doctors/GPs|Doctors/GPs,"10 Higher Green Lane, Astley, Tyldesley, Manchester",M29 7HG,1942883794,NA,Wigan,E08000010,-2.447913,53.500769
South Manchester Diagnostics,Doctors/GPs|Doctors/GPs,"144a Dialstone Lane, Stockport",SK2 6AP,NA,NA,Stockport,E0800007,-2.134435,53.396485
Everest Pharmacy,Doctors/GPs|Doctors/GPs,"117b, Withington Road, Manchester",M16 8EE,NA,NA,Manchester,E0800003,-2.257066,53.452309
Ailsa Craig Medical Centre,Doctors/GPs|Doctors/GPs,"Ailsa Craig Medical Group, 270 Dickenson Road, Longsight, Manchester",M13 0YL,1612245555,http://www.ailsacraigmedicalpractice.co.uk,Manchester,E0800003,-2.208542,53.454175
Dr Peter Chadwick,Doctors/GPs|Doctors/GPs,"The Surgery, Primary Care Resource Centre, Burnage Lane, Manchester",M19 1EW,1614321404,NA,Manchester,E0800003,-2.200433,53.43018
Leela Ltd,Doctors/GPs|Doctors/GPs,"The Strand, Rochdale",OL11 2JG,1706861616,NA,Rochdale,E0800005,-2.156245,53.593988
Dr Chidananda Barua,Doctors/GPs|Doctors/GPs,"Frederick Street, Farnworth, Bolton",BL4 9AH,1204463100,http://www.ehealthservice.co.uk/bolton/Dr-Barua,Bolton,E0800001,-2.397759,53.546123
Woodbank Surgery,Doctors/GPs|Doctors/GPs,"2 Hunstanton Drive, Brandlesholme, Bury",BL8 1EG,1617051630,NA,Bury,E0800002,-2.308802,53.60507
Shakespeare Surgery,Doctors/GPs|Doctors/GPs,"Chandler House, Worsley Mesnes Health Centre, Poolstock Lane, Wigan",WN3 5HL,1942481531,http://www.shakespearesurgery.co.uk,Wigan,E08000010,-2.643772,53.529393
Dr Mahendra Patel,Doctors/GPs|Doctors/GPs,"Shay Lane, Hale Barns, Altrincham",WA15 8NZ,1619802656,http://www.shaylanemedical.com,Trafford,E0800009,-2.31556,53.372189
Ashton GP Service,Doctors/GPs|Doctors/GPs|Urgent care centres,"Ashton Primary Care Centre, 193 Old Street, Ashton Under Lyne",OL6 7SR,1613427050,NA,Tameside,E0800008,-2.099213,53.486097
City Health Centre,Doctors/GPs|Doctors/GPs|Urgent care centres,"32 Market Street, Manchester",M1 1PL,1618396227,NA,Manchester,E0800003,-2.242815,53.482927
Droylsden Medical Practice,Doctors/GPs|Doctors/GPs,"1-3 Albion Drive, Droylsden, Manchester",M43 7NP,1613427777,NA,Tameside,E0800008,-2.145664,53.487166
Guide Bridge Medical Practice,Doctors/GPs|Doctors/GPs,"Guide Lane Clinic, Guide Lane, Audenshaw, Manchester",M34 5HY,1613442609,NA,Tameside,E0800008,-2.113281,53.471588
Lindley Medical Practice,Doctors/GPs|Doctors/GPs|Urgent care centres,"Integrated Care Centre, New Radcliffe Street, Oldham",OL1 1NL,1617857520,NA,Oldham,E0800004,-2.116945,53.543824
Millbrook Medical Practice,Doctors/GPs|Doctors/GPs,"Hollybank, Off Grove Road, Stalybridge",SK15 3BJ,1613042470,NA,Tameside,E0800008,-2.034281,53.492265
Simpson Medical Practice,Doctors/GPs|Doctors/GPs,"361 Moston Lane, Manchester",M40 9NB,1612035550,NA,Manchester,E0800003,-2.198039,53.514029
Rock Healthcare Limited,Doctors/GPs|Doctors/GPs|Urgent care centres,"Moorgate Primary Care Centre, 22 Derby Way, Bury",BL9 0NJ,1614479820,http://www.rockhealthcare.co.uk,Bury,E0800002,-2.288591,53.59553
Lime Square Medical Centre,Doctors/GPs|Doctors/GPs,"Lime Square, Ashton Old Road, Manchester",M11 1DA,1613710678,NA,Manchester,E0800003,-2.164901,53.473649
Dr Krishnakant Buch,Doctors/GPs|Doctors/GPs,"Lower Broughton Health Centre, Great Clowes Street, Salford",M7 1RD,1612126525,http://www.1lowerbroughtonhealthcentre.co.uk,Salford,E0800006,-2.258808,53.49359
Dr Mahadeva Selvarajan,Doctors/GPs|Doctors/GPs,"Deane Clinic One Stop Health Centre, Horsfield Street, Bolton",BL3 4LU,120464089,http://www.deaneclinic.co.uk,Bolton,E0800001,-2.464537,53.567885
Everything Skin Clinic,Doctors/GPs|Doctors/GPs,"Ground Suite B, Hawbank House, 2 High Street, Cheadle",SK8 1AL,1615091294,NA,Stockport,E0800007,-2.214418,53.395137
Orchard Medical Centre,Doctors/GPs|Doctors/GPs,"10 Leigh Road, Boothstown, Manchester",M28 1LZ,1617028579,http://www.orchard-medicalcentre.co.uk,Salford,E0800006,-2.420888,53.502881
Dr Samir Naseef,Doctors/GPs|Doctors/GPs,"216 Wigan Road, Deane, Bolton",BL3 5QE,1204462198,http://www.drnaseef.nhs.net,Bolton,E0800001,-2.460819,53.568942
Brookdale Surgery,Doctors/GPs|Doctors/GPs,"202 Droylsden Road, Manchester",M40 1NZ,161681426,NA,Manchester,E0800003,-2.174181,53.499199
Dr Hany Azmy,Doctors/GPs|Doctors/GPs,"The Surgery, 30 Brinnington Road, Brinnington, Stockport",SK1 2EX,1614804164,NA,Stockport,E0800007,-2.142795,53.418398
AlldayDr Group Ltd,Doctors/GPs|Doctors/GPs,"77-79 Church Street, Blackrod, Bolton",BL6 5EE,7462858899,NA,Bolton,E0800001,-2.584822,53.594359
Veincentre Manchester (St Anne Street),Doctors/GPs|Doctors/GPs,"4th Floor National House, 36 St. Anne Street, Manchester",M2 7LE,1782753960,http://www.veincentre.com,Manchester,E0800003,-2.245007,53.481547
Peel Hall Medical Practice,Doctors/GPs|Doctors/GPs,"Forum Health, Simonsway, Wythenshawe, Manchester",M22 5RX,1613751e3,http://www.peelhallmedicalpractice.co.uk,Manchester,E0800003,-2.265017,53.379925
Dr Brian Perkins,Doctors/GPs|Doctors/GPs,"Integrated Care Centre, New Radcliffe Street, Oldham",OL1 1NL,1616213888,NA,Oldham,E0800004,-2.116945,53.543824
Dr Syed Shahbazi,Doctors/GPs|Doctors/GPs,"Kidglove House, Kidglove Road, Golborne",WA3 3GS,1942481638,http://www.familymedical.gpsurgery.net,Wigan,E08000010,-2.595867,53.478431
Dr Geeta Gupta,Doctors/GPs|Doctors/GPs,"South Reddish Medical Centre, Reddish Road, South Reddish, Stockport",SK5 7QU,1614269191,http://www.southreddishmedicalcentre.co.uk,Stockport,E0800007,-2.156517,53.422309
Dr George Duru,Doctors/GPs|Doctors/GPs,"Integrated Care Centre, New Radcliffe Street, Oldham",OL1 1NL,1616213636,NA,Oldham,E0800004,-2.116945,53.543824
The Robert Darbishire Practice,Doctors/GPs|Doctors/GPs,"Rusholme Health Centre, Walmer Street, Rusholme, Manchester",M14 5NP,1612256699,NA,Manchester,E0800003,-2.226162,53.454635
The Whitswood Practice,Doctors/GPs|Doctors/GPs,"Alexandra Park Health Centre, 2 Whitswood Close, Manchester",M16 7AP,1612263620,NA,Manchester,E0800003,-2.253502,53.455769
Dr R Anderson and Dr M Ahmed,Doctors/GPs|Doctors/GPs,"239 Mosley Common Road, Worsley, Manchester",M28 1BZ,8444773276,http://www.boothstownmedicalcentre.co.uk,Salford,E0800006,-2.422973,53.50477
Dr Raina Patel,Doctors/GPs|Doctors/GPs,"The Romiley Health Centre, Chichester Road, Romiley, Stockport",SK6 4QR,1614265242,http://www.guywoodpractice.co.uk,Stockport,E0800007,-2.08993,53.414998
Dr Zuber Ahmed,Doctors/GPs|Doctors/GPs,"Sun Valley Medical Practice, 137 Glodwick Road, Oldham",OL4 1YN,1616229230,NA,Oldham,E0800004,-2.095095,53.537786
Dr Saira Zaman,Doctors/GPs|Doctors/GPs,"Chandler House, Worsley Mesnes Health Centre, Poolstock Lane, Wigan",WN3 5HL,1942481423,http://www.wigangrangepractice.nhs.uk,Wigan,E08000010,-2.643772,53.529393
Conran Medical Centre,Doctors/GPs|Doctors/GPs,"77 Church Lane, Harpurhey, Manchester",M9 5BH,1612052714,NA,Manchester,E0800003,-2.210659,53.510547
Push Dr Limited,Doctors/GPs|Doctors/GPs|Mobile doctors,"First Floor, Arkwright House, Parsonage Gardens, Manchester",M3 2LF,330808470,NA,Manchester,E0800003,-2.248957,53.482328
Fallowfield Medical Centre,Doctors/GPs|Doctors/GPs,"75 Ladybarn Lane, Fallowfield, Manchester",M14 6YL,1612244503,NA,Manchester,E0800003,-2.21351,53.438823
Dr Devang Shah,Doctors/GPs|Doctors/GPs,"169 Grove Lane, Timperley, Altrincham",WA15 6PH,1619039302,http://www.grovemed.co.uk,Trafford,E0800009,-2.323566,53.397228
Leesbrook Surgery,Doctors/GPs|Doctors/GPs,"Mellor Street, Lees, Oldham",OL4 3DG,1616214800,http://www.leesbrooksurgery.com,Oldham,E0800004,-2.07266,53.53879
Swan Lane Medical Centre,Doctors/GPs|Doctors/GPs,"Swan Lane, Bolton",BL3 6TL,1204661600,http://www.swanlanemedicalcentre.nhs.uk,Bolton,E0800001,-2.442391,53.566945
Radcliffe Medical Practice,Doctors/GPs|Doctors/GPs,"Radcliffe Primary Care Centre, 69 Church Street West, Radcliffe, Manchester",M26 2SP,1617242062,http://www.radcliffemp.nhs.uk,Bury,E0800002,-2.323706,53.560143
Timperley Health Centre - Westwood,Doctors/GPs|Doctors/GPs,"169 Grove Lane, Timperley, Altrincham",WA15 6PH,1619803751,NA,Trafford,E0800009,-2.323566,53.397228
Staveleigh Medical Centre,Doctors/GPs|Doctors/GPs,"King Street, Stalybridge",SK15 2AE,1613048009,NA,Tameside,E0800008,-2.058251,53.484571
Deane Medical Centre,Doctors/GPs|Doctors/GPs,"155-157 Deane Road, Bolton",BL3 5AH,1204525526,http://www.deanemedicalcentre.co.uk,Bolton,E0800001,-2.441983,53.572699
The Mazhari and Khan Practice,Doctors/GPs|Doctors/GPs,"Clayton Health Centre, 89 North Road, Clayton, Manchester",M11 4EJ,1612231658,NA,Manchester,E0800003,-2.184157,53.484308
Whittaker Lane Medical Centre,Doctors/GPs|Doctors/GPs,"Daisy Bank, Whittaker Lane, Prestwich, Manchester",M25 1EX,1617731580,http://www.wlmc.co.uk,Bury,E0800002,-2.268645,53.528488
Failsworth Group Practice,Doctors/GPs|Doctors/GPs,"Failsworth District Centre, Ashton Road West, Failsworth, Manchester",M35 0AD,1616826297,NA,Oldham,E0800004,-2.156747,53.509855
The Limes Medical Practice,Doctors/GPs|Doctors/GPs,"8-12 Hodge Road, Worsley, Manchester",M28 3AT,1617908621,NA,Salford,E0800006,-2.397527,53.522942
Medlock Medical Practice  Dr Hossain & Dr Chauhan,Doctors/GPs|Doctors/GPs,"Failsworth District Centre, Ashton Road West, Failsworth, Manchester",M35 0AD,1616811401,NA,Oldham,E0800004,-2.156747,53.509855
Ellenbrook Medical Practice,Doctors/GPs|Doctors/GPs,"14 Morston Close, Worsley, Manchester",M28 1PB,1617039091,http://www.ellenbrooksurgery.co.uk,Salford,E0800006,-2.413552,53.511185
Longford Street Medical Centre,Doctors/GPs|Doctors/GPs,"Longford Street, Heywood",OL10 4NH,1706621417,NA,Rochdale,E0800005,-2.218524,53.594259
Middleton Health Centre,Doctors/GPs|Doctors/GPs,"Unit F1, Middleton Shopping Centre, Limetrees Road, Middleton, Manchester",M24 4EL,1616557434,http://www.middletonhealthcentre.org.uk/,Rochdale,E0800005,-2.201051,53.548242
Hawthorn Medical Centre,Doctors/GPs|Doctors/GPs,"Unit K, Fallowfield Retail Park, Birchfields Road, Manchester",M14 6FS,1612206080,http://www.hawthornmedicalcentre.org,Manchester,E0800003,-2.204544,53.443216
Kirby - Crompton Health Centre,Doctors/GPs|Doctors/GPs,"Crompton Health Centre, 501 Crompton Way, Bolton",BL1 8UP,1204463111,http://www.drkirbyandpartners.co.uk,Bolton,E0800001,-2.415226,53.597486
The Uplands Medical Practice,Doctors/GPs|Doctors/GPs,"Bury New Road,, Whitefiel, Manchester",M45 8GH,1617668221,http://www.theuplandsmp.nhs.uk,Bury,E0800002,-2.295878,53.548594
Stonehill Medical Centre,Doctors/GPs|Doctors/GPs,"Piggott Street, Farnworth, Bolton",BL4 9QZ,1204573445,http://www.ehealthservice.co.uk/bolton/stonehill,Bolton,E0800001,-2.402444,53.543635
St George's Medical Centre,Doctors/GPs|Doctors/GPs,"St Georges Drive, Moston, Manchester",M40 5HP,1618703449,NA,Manchester,E0800003,-2.189031,53.509666
